"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"492",498,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"105877","Mammalia",359,"TEQUILA, 7 MI SSW OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,"1966-03-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686434737,"Conepatus","Conepatus",2434869,"WGS84","Nadya Moreno Almeraya (CONABIO)","2003-10-01",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"944d2e97-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686434737,"Animalia",1,"en","2016-03-28T15:43:30.294+0000","2016-08-03T12:32:59.879+0000","2015-09-16T18:57:07.140+0000",20.7805395639531,NA,NA,"TEQUILA, 7 MI SSW OF",NA,NA,-103.870219917809,NA,3,NA,NA,"944d2e97-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1966,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"496",502,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"109464","Mammalia",359,"TOLIMAN, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"1966-10-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686438123,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2008-12-11",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9475ec11-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686438123,"Animalia",1,"en","2016-03-28T15:43:31.383+0000","2016-08-03T12:32:58.705+0000","2015-06-05T22:02:14.021+0000",19.5905945481913,NA,NA,"TOLIMAN",NA,NA,-103.910216088723,NA,10,NA,NA,"9475ec11-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1966,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"499",505,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"109465","Mammalia",359,"HUEJUQUILLA, 10 MI NE OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"1966-11-11T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686438124,"Conepatus","Conepatus",2434869,"WGS84","Nadya Moreno Almeraya (CONABIO)","2002-12-17",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9475ecf1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686438124,"Animalia",1,"en","2016-03-28T15:43:31.370+0000","2016-08-03T12:33:00.570+0000","2015-09-16T18:57:09.159+0000",22.7304528821446,NA,NA,"HUEJUQUILLA, 10 MI NE OF",NA,NA,-103.790226299087,NA,11,NA,NA,"9475ecf1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1966,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"502",508,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Tamaulipas",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"100656","Mammalia",359,"OCAMPO, 7 MI W OF, Tamaulipas, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"1965-05-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686429537,"Conepatus","Conepatus",2434869,"WGS84","Julieta Vargas Cuenca (CNMA)","2002-11-27",NA,NA,"Instituto Nacional de Estadistica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"941fa68b-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686429537,"Animalia",1,"en","2016-03-28T15:43:28.286+0000","2016-08-03T12:33:00.862+0000","2015-09-16T18:57:04.198+0000",22.840463573841,NA,NA,"OCAMPO, 7 MI W OF",NA,NA,-99.4401233690069,NA,5,NA,NA,"941fa68b-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,1965,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"503",509,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Tamaulipas",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"100726","Mammalia",359,"CIUDAD VICTORIA, 19 MI W OF, Tamaulipas, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"1965-05-07T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686429606,"Conepatus","Conepatus",2434869,"WGS84","Julieta Vargas Cuenca (CNMA)","2002-11-22",NA,NA,"Instituto Nacional de Estadistica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94209f61-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686429606,"Animalia",1,"en","2016-03-28T15:43:28.299+0000","2016-08-03T12:33:01.349+0000","2015-09-16T18:57:04.244+0000",23.7304257921958,NA,NA,"CIUDAD VICTORIA, 19 MI W OF",NA,NA,-99.4301266223694,NA,5,NA,NA,"94209f61-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,1965,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"504",510,"http://vertnet.org/resources/norms.html","Durango",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"MR.10253","Mammalia",359,"7 mi. NW of La Resolana, Durango, Mexico, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,5030,"Mexico",NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,10,NA,NA,NA,NA,NA,NA,191,"NATIVE","1965-07-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",919437581,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","Extent calculated as: y = 0.0863x0.3322 (0.3322 = exponential) where X = number of inhabitants of named place",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Conepatus","North and Central America | Mexico | Durango State |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.10253",NA,NA,NA,"MSU","http://grbio.org/cool/53w1-8r3k","MX",919437581,"Animalia",1,"en","2015-07-31T14:03:58.243+0000","2016-08-03T12:48:05.768+0000","2015-04-09T04:32:39.545+0000",26.175115359465,NA,NA,"7 mi. NW of La Resolana",NA,NA,-105.073973124623,"2015-04-09T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:MSU:MR:MR.10253","No measurements","present","Carnivora",732,NA,NA,NA,"Chordata",44,"skeleton",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Rollin H. Baker","RHB5080","http://portal.vertnet.org/o/msu/mr?id=mr-10253",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,"FEMALE","Conepatus leuconotus",2434878,"mesoleucus",191,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"North and Central America | Mexico | Durango State | 7 mi. NW of La Resolana",NA,NA,1965,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"506",512,NA,"New Mexico","Harding",NA,NA,"PRESERVED_SPECIMEN",NA,"651","Mammalia",359,"2 MI.S., 8.5 MI.W., ROY, New Mexico, Harding, United States, NORTH_AMERICA","Mamm",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"9587f32a-f762-11e1-a439-00145eb45e9a",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"1965-11-08T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",174525956,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENMU",NA,"US",174525956,"Animalia",1,NA,"2013-09-07T07:13:57.000+0000","2016-08-04T09:49:40.732+0000",NA,35.9133,NA,NA,"2 MI.S., 8.5 MI.W., ROY",NA,NA,-104.3567,NA,11,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR_MANIS","US","0fbd3740-5703-11dd-b927-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,NA,"Conepatus leuconotus",2434878,"mesoleucus",NA,NA,2434881,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"507",513,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Sinaloa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"96723","Mammalia",359,"BADIRAGUATO, 1.5 MI N OF, Sinaloa, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"1964-01-17T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686425634,"Conepatus","Conepatus",2434869,"WGS84","Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2003-04-28",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93ee0147-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686425634,"Animalia",1,"en","2016-03-28T15:43:27.060+0000","2016-08-03T12:33:01.846+0000","2015-09-16T18:57:02.054+0000",25.3303282753348,NA,NA,"BADIRAGUATO, 1.5 MI N OF",NA,NA,-107.550327175505,NA,1,NA,NA,"93ee0147-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1964,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"511",517,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Nuevo leon",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"98710","Mammalia",359,"ZARAGOZA, Nuevo leon, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"1964-08-08T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686427602,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2009-01-12",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94032325-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686427602,"Animalia",1,"en","2016-03-28T15:43:27.641+0000","2016-08-03T12:33:01.280+0000","2015-09-16T18:57:03.227+0000",23.9604150564377,NA,NA,"ZARAGOZA",NA,NA,-99.7601354952313,NA,8,NA,NA,"94032325-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","JIMÉNEZ S A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1964,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"525",531,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Sinaloa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"99208","Mammalia",359,"SAN BENITO, Sinaloa, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"1964-11-24T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686428098,"Conepatus","Conepatus",2434869,"WGS84","Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2003-01-05",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"940a3742-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686428098,"Animalia",1,"en","2016-03-28T15:43:27.789+0000","2016-08-03T12:33:02.345+0000","2015-09-16T18:57:03.484+0000",25.5403188642597,NA,NA,"SAN BENITO",NA,NA,-107.760333221233,NA,11,NA,NA,"940a3742-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1964,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"529",535,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Sinaloa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"95604","Mammalia",359,"CARRIZALEJO, 5 MI N OF, Sinaloa, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"1963-06-19T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686424517,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2009-01-29",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93e3bc9c-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686424517,"Animalia",1,"en","2016-03-28T15:43:26.774+0000","2016-08-03T12:33:01.854+0000","2015-06-05T22:02:08.589+0000",24.8703481379091,NA,NA,"CARRIZALEJO, 5 MI N OF",NA,NA,-107.30031889671,NA,6,NA,NA,"93e3bc9c-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SMITH J D",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1963,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"531",537,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Sinaloa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"94621","Mammalia",359,"SANTA LUCIA, 19.2 KM (BY ROAD) NE OF, Sinaloa, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"1963-08-09T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686423550,"Conepatus","Conepatus",2434869,"WGS84","Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2003-06-05",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93d7f088-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686423550,"Animalia",1,"en","2016-03-28T15:43:26.490+0000","2016-08-03T12:33:01.163+0000","2015-09-16T18:57:00.623+0000",23.4804125379733,NA,NA,"SANTA LUCIA, 19.2 KM (BY ROAD) NE OF",NA,NA,-105.840277831439,NA,8,NA,NA,"93d7f088-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SMITH J D",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1963,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
