"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"524",528,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Puebla",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"68060","Mammalia",359,"ATENCINGO, Puebla, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"1955-05-15T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686397220,"Mephitis","Mephitis",5219379,"WGS84","Yolanda Hortelano (CNMA)","2003-07-29",NA,NA,"Principales Resultados por Localidad,  XII Censo de Poblaci<U+FFFD>n y Vivienda 2000, Instituto Nacional de  Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI); Gazetteer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92de77a1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686397220,"Animalia",1,"en","2016-03-28T15:43:16.417+0000","2016-08-03T12:32:57.855+0000","2015-09-16T18:56:44.906+0000",18.51,NA,NA,"ATENCINGO",NA,NA,-98.6,NA,5,NA,NA,"92de77a1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","GREER J K",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,NA,1955,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"539",543,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Quiche",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"65934","Mammalia",359,"NEBAJ, 1 MI NE OF, Quiche, Guatemala, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Guatemala",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"1954-12-16T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Guatemala",686395101,"Mephitis","Mephitis",5219379,"WGS84","Vygandas Relys (LACM)","2003-05-22",NA,NA,"ArcView GNS data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92cac512-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"GT",686395101,"Animalia",1,"en","2016-03-28T15:43:15.732+0000","2016-08-03T12:32:56.425+0000","2015-06-05T22:01:57.038+0000",15.41,NA,NA,"NEBAJ, 1 MI NE OF",NA,NA,-91.13,NA,12,NA,NA,"92cac512-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BEE J W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1954,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"543",547,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Tamaulipas",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"56991","Mammalia",359,"JAUMAVE, Tamaulipas, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"1953-07-26T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686386200,"Mephitis","Mephitis",5219379,"WGS84","Julieta Vargas Cuenca (CNMA)","2002-11-26",NA,NA,"Principales Resultados por Localidad, XII Censo de Poblaci<U+FFFD>n y Vivienda 2000, Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"926613e1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686386200,"Animalia",1,"en","2016-03-28T15:43:12.633+0000","2016-08-03T12:33:01.134+0000","2015-09-16T18:56:36.824+0000",23.400439867044,NA,NA,"JAUMAVE",NA,NA,-99.3801241134618,NA,7,NA,NA,"926613e1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","HEINRICH G H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,NA,1953,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"553",557,"http://www.vertnet.org/resources/norms.html","San Luis Potosí",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"6122","Mammalia",359,"2 mi W Ahuacatlan, San Luis Potosí, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"Mexico",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,5,NA,NA,NA,NA,NA,NA,278,"NATIVE","1951-10-05T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",45870557,"Mephitis","Mephitis",5219379,"WGS84",NA,"2004-1-3",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mephitis","North America | Mexico | San Luis Potosí |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:6122",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"MX",45870557,"Animalia",1,"en","2015-03-10T08:52:28.465+0000","2016-08-04T07:23:39.053+0000","2015-03-10T08:52:30.086+0000",21.3215314593561,NA,NA,"2 mi W Ahuacatlan",NA,NA,-99.0791090333285,NA,10,NA,"ICZN","urn:catalog:LSUMZ:Mammals:6122",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin-1, Skull-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Esquibel, Emilico",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=6122",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura Lichtenstein, 1832",NA,"MALE","Mephitis macroura",5219394,"macroura",278,NA,5219394,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | Mexico | San Luis Potosí",NA,NA,NA,1951,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"555",559,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"36658","Mammalia",359,"CIUDAD GUZMAN, 2 MI N OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"1950-02-09T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686366035,"Mephitis","Mephitis",5219379,"WGS84","Nadya Moreno Almeraya (CONABIO)","2002-12-13",NA,NA,"Localidades 2000, INEGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9194c491-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686366035,"Animalia",1,"en","2016-03-28T15:43:05.172+0000","2016-08-03T12:32:58.886+0000","2015-06-05T22:01:45.772+0000",19.7305895660556,NA,NA,"CIUDAD GUZMAN, 2 MI N OF",NA,NA,-103.460206181163,NA,2,NA,NA,"9194c491-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1950,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"556",560,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"36659","Mammalia",359,"GUADALAJARA, 19 MI SW OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"1950-02-20T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686366036,"Mephitis","Mephitis",5219379,"WGS84","Nadya Moreno Almeraya (CONABIO)","2002-12-13",NA,NA,"Localidades 2000, INEGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9194c6f1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686366036,"Animalia",1,"en","2016-03-28T15:43:05.184+0000","2016-08-03T12:32:59.410+0000","2015-06-05T22:01:45.768+0000",20.4805545011704,NA,NA,"GUADALAJARA, 19 MI SW OF",NA,NA,-103.54021100746,NA,2,NA,NA,"9194c6f1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1950,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"559",563,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"38317","Mammalia",359,"TEPATITLAN, 9 MI N, 3 MI W OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"1950-06-15T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686367673,"Mephitis","Mephitis",5219379,"WGS84","Nadya Moreno Almeraya (CONABIO)","2002-12-13",NA,NA,"Localidades 2000, INEGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91a6e3cc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686367673,"Animalia",1,"en","2016-03-28T15:43:05.702+0000","2016-08-03T12:33:00.094+0000","2015-06-05T22:01:46.381+0000",20.9405360967546,NA,NA,"TEPATITLAN, 9 MI N, 3 MI W OF",NA,NA,-102.800195544215,NA,6,NA,NA,"91a6e3cc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1950,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"560",564,"http://www.vertnet.org/resources/norms.html","Arizona","Cochise County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"160264","Mammalia",359,"10 mi SSE Ft. Huachuca, Miller Canyon, Arizona, Cochise County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",5749,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"1950-08-27T00:00:00.000+0000",27,NA,NA,NA,"sex=male",NA,NA,239,NA,"1950-08-27T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145186934,"Mephitis","Mephitis",5219379,"WGS84","Jason L. Malaney","2010-01-08 00:00:00.0","BioGeoMancer",NA,"Beogeomancer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Arizona, Cochise County",NA,NA,NA,"A",NA,"legacy","Woodrow Goodpaster","http://arctos.database.museum/guid/MSB:Mamm:160264?seid=113067",1,NA,"milleri","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145186934,"Animalia",1,"en","2016-07-28T04:55:35.507+0000","2016-08-04T12:18:25.808+0000","2016-07-28T04:55:35.526+0000",31.41533,NA,NA,"10 mi SSE Ft. Huachuca, Miller Canyon","Jason L. Malaney",NA,-110.27578,NA,8,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:160264?seid=113067",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:160264","UIMNH: University of Illinois Museum of Natural History=4081; collector number=WWG 4875",NA,"Chordata",44,"skin; skull","<i>Mephitis macroura milleri</i> (accepted ID) identified by Woodrow Goodpaster on 1950-08-27; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Woodrow Goodpaster","WWG 4875","http://arctos.database.museum/guid/MSB:Mamm:160264",NA,"http://arctosdb.org/home/data/",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,"MALE","Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"27-August-1950","""10 mi SSE Ft. Huachuca, Miller Canyon""",NA,NA,NA,1950,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"563",567,"http://www.vertnet.org/resources/norms.html","San Luis Potosí",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"5992","Mammalia",359,"Bledos, San Luis Potosí, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"Mexico",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,30,NA,NA,NA,NA,NA,NA,303,"NATIVE","1950-10-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",45870546,"Mephitis","Mephitis",5219379,"WGS84",NA,"2004-1-3",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mephitis","North America | Mexico | San Luis Potosí |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:5992",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"MX",45870546,"Animalia",1,"en","2015-03-10T08:52:28.172+0000","2016-08-04T07:23:39.426+0000","2015-03-10T08:52:29.870+0000",21.8415015343585,NA,NA,"Bledos",NA,NA,-101.116159418573,NA,10,NA,"ICZN","urn:catalog:LSUMZ:Mammals:5992",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skull only-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Dalquest, Walter W.",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=5992",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura Lichtenstein, 1832",NA,"FEMALE","Mephitis macroura",5219394,"macroura",303,NA,5219394,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | Mexico | San Luis Potosí",NA,NA,NA,1950,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"564",568,"http://www.vertnet.org/resources/norms.html","San Luis Potosí",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"5991","Mammalia",359,"11 km WNW Presa de Guadalupe, San Luis Potosí, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"Mexico",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,7,NA,NA,NA,NA,NA,NA,280,"NATIVE","1950-10-07T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",45870545,"Mephitis","Mephitis",5219379,"WGS84",NA,"2004-1-3",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mephitis","North America | Mexico | San Luis Potosí |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:5991",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"MX",45870545,"Animalia",1,"en","2015-03-10T08:52:28.147+0000","2016-08-04T07:23:39.502+0000","2015-03-10T08:52:29.885+0000",22.8984583790257,NA,NA,"11 km WNW Presa de Guadalupe",NA,NA,-100.241142773249,NA,10,NA,"ICZN","urn:catalog:LSUMZ:Mammals:5991",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skull only-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Dalquest, Walter W.",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=5991",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura Lichtenstein, 1832",NA,"MALE","Mephitis macroura",5219394,"macroura",280,NA,5219394,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | Mexico | San Luis Potosí",NA,NA,NA,1950,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"566",570,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"40176","Mammalia",359,"SAN JUAN DE LOS LAGAS, 2 MI NE OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"1950-10-07T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686369527,"Mephitis","Mephitis",5219379,"WGS84","Nadya Moreno Almeraya (CONABIO)","2002-12-18",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91bc5273-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686369527,"Animalia",1,"en","2016-03-28T15:43:06.364+0000","2016-08-03T12:33:00.300+0000","2015-09-16T18:56:22.070+0000",21.260523344409,NA,NA,"SAN JUAN DE LOS LAGAS, 2 MI NE OF",NA,NA,-102.31018531392,NA,10,NA,NA,"91bc5273-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1950,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"569",573,"http://vertnet.org/resources/norms.html","Distrito Federal",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"96281","Mammalia",359,"CANYON CONTRERAS, Distrito Federal, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",7142,"Mexico",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,26,NA,NA,NA,NA,NA,NA,57,"NATIVE","1949-02-26T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",783986855,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,"VertNet Georeferencing Guidelines",NA,"Principales Resultados por Localidad, XII Censo de Poblacin y Vivienda 2000, Instituto Nacional de Estadstica Geografa e Informtica (INEGI)","requires verification",NA,"CARNIVORA | MUSTELIDAE | MEPHITIS","| MEXICO | DISTRITO FEDERAL |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:96281",NA,NA,"macroura","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"MX",783986855,"Animalia",1,"en","2015-07-16T13:28:41.542+0000","2016-08-04T00:58:58.347+0000","2015-04-07T16:40:30.396+0000",19.3339521400861,NA,NA,"CANYON CONTRERAS",NA,NA,-99.2139951760789,"2015-04-06T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:UMMZ:Mammals:96281","(W.B.MCINTOSH)","present","Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","H.O. WAGNER","321","http://portal.vertnet.org/o/ummz/mammals?id=96281",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",57,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,"26 FEB 1949","MEXICO | DISTRITO FEDERAL | CANYON CONTRERAS",NA,NA,NA,1949,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
