"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"335",339,"http://vertnet.org/resources/norms.html","México",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"UAZ 12175","Mammalia",359,"15 km E (approx.) of Amecameca (Pasode Cortes), México, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"Mexico",NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,21,NA,NA,NA,"{""earLengthInMM"":""31"", ""hindfootLengthInMM"":""60"", ""tail"":""311"", ""totalLength"":""595"" }",NA,NA,173,"NATIVE","1964-06-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1262403316,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mephitidae |  |  | Mephitis","| United Mexican States | Mexico |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 12175",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852",NA,NA,"MX",1262403316,"Animalia",1,"en","2016-03-29T18:16:33.617+0000","2016-08-04T10:11:13.250+0000","2016-03-29T18:16:33.654+0000",19.08333,NA,NA,"15 km E (approx.) of Amecameca (Pasode Cortes)",NA,NA,-98.63333,"2016-03-23T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 12175",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","Mexican Woodcutter",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-12175",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura Lichtenstein, 1832",NA,"FEMALE","Mephitis macroura",5219394,"macroura",173,NA,5219394,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"21 June 1964","United Mexican States | Mexico | 15 km E (approx.) of Amecameca (Pasode Cortes)",NA,"Hooded Skunk",NA,1964,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"375",379,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Sinaloa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"94617","Mammalia",359,"SANTA LUCIA, 19.2 KM (BY ROAD) NE OF, Sinaloa, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"1963-08-06T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686423547,"Mephitis","Mephitis",5219379,"WGS84","Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2003-06-05",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93d7ec7f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686423547,"Animalia",1,"en","2016-03-28T15:43:26.493+0000","2016-08-03T12:33:01.194+0000","2015-09-16T18:57:00.631+0000",23.4804125379733,NA,NA,"SANTA LUCIA, 19.2 KM (BY ROAD) NE OF",NA,NA,-105.840277831439,NA,8,NA,NA,"93d7ec7f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SMITH J D",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1963,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"440",444,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Chinandega",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"104641","Mammalia",359,"HACIENDA SAN ISIDRO, Chinandega, Nicaragua, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Nicaragua",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"1963-10-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Nicaragua",686433503,"Mephitis","Mephitis",5219379,"WGS84","Andrea Caiozzi-Cofre (MVZ)","2003-05-23",NA,NA,"Ministerio de Fomento: Nicaragua 1:50,000 (1956)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"943d06c1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"richardsoni","KU","http://grbio.org/cool/iakn-125z",NA,NA,"NI",686433503,"Animalia",1,"en","2016-03-28T15:43:29.853+0000","2016-08-03T12:32:55.272+0000","2015-06-05T22:02:12.196+0000",12.5409891789357,NA,NA,"HACIENDA SAN ISIDRO",NA,NA,-87.1698021434703,NA,10,NA,NA,"943d06c1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLARK M K",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. richardsoni Goodwin, 1957",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,6164427,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1963,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"451",455,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Sinaloa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"96188","Mammalia",359,"VACA, 13 KM NNE OF, Sinaloa, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,"1963-11-29T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686425100,"Mephitis","Mephitis",5219379,"WGS84","N Slade","2009-02-03",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93eb9120-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686425100,"Animalia",1,"en","2016-03-28T15:43:26.920+0000","2016-08-03T12:33:02.693+0000","2015-06-05T22:02:08.765+0000",26.9002625009622,NA,NA,"VACA, 13 KM NNE OF",NA,"locality probably is Baca",-108.390355650657,NA,11,NA,NA,"93eb9120-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1963,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"456",460,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Sinaloa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"90523","Mammalia",359,"SINALOA, 15 KM N, 65 KM E OF, Sinaloa, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"1962-04-12T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686419540,"Mephitis","Mephitis",5219379,"WGS84","N Slade","2009-02-03",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93b7a36a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"milleri","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686419540,"Animalia",1,"en","2016-03-28T15:43:25.016+0000","2016-08-03T12:33:02.253+0000","2015-06-05T22:02:06.392+0000",25.9503033390136,NA,NA,"SINALOA, 15 KM N, 65 KM E OF",NA,NA,-107.570331007953,NA,4,NA,NA,"93b7a36a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BODLEY J H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1962,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"460",464,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Chihuahua",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"90982","Mammalia",359,"CHOIX, 40 KM N, 6 KM W OF, Chihuahua, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"1962-05-24T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686419991,"Mephitis","Mephitis",5219379,"WGS84","Alejandra N<U+FFFD><U+FFFD>ez Merchand (CONABIO)","2003-04-22",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93b9c4ec-1ed8-11e3-bfac-90b11c41863e",NA,NA,"milleri","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686419991,"Animalia",1,"en","2016-03-28T15:43:25.203+0000","2016-08-03T12:33:02.884+0000","2015-09-16T18:56:58.238+0000",27.0702560423496,NA,NA,"CHOIX, 40 KM N, 6 KM W OF",NA,NA,-108.380356411064,NA,5,NA,NA,"93b9c4ec-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1962,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"469",473,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Tamaulipas",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"89005","Mammalia",359,"SAN FERNANDO, Tamaulipas, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,"1961-08-31T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686418034,"Mephitis","Mephitis",5219379,"WGS84","Julieta Vargas Cuenca (CNMA)","2002-11-25",NA,NA,"Instituto Nacional de Estadistica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93a48633-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686418034,"Animalia",1,"en","2016-03-28T15:43:24.476+0000","2016-08-03T12:33:01.911+0000","2015-09-16T18:56:56.945+0000",24.8403843292638,NA,NA,"SAN FERNANDO",NA,NA,-98.1501000285843,NA,8,NA,NA,"93a48633-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BODLEY J H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,NA,1961,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"472",476,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Tamaulipas",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"89009","Mammalia",359,"TULA, 56 KM NW OF; NICOLAS, Tamaulipas, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"1961-10-20T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686418038,"Mephitis","Mephitis",5219379,"WGS84","Julieta Vargas Cuenca (CNMA)","2002-11-14",NA,NA,"Principales Resultados por Localidad, XII Censo de Poblaci<U+FFFD>n y Vivienda 2000, Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93a496d3-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686418038,"Animalia",1,"en","2016-03-28T15:43:24.489+0000","2016-08-03T12:33:01.073+0000","2015-09-16T18:56:56.944+0000",23.3404400744572,NA,NA,"TULA, 56 KM NW OF; NICOLAS",NA,NA,-100.07014044476,NA,10,NA,NA,"93a496d3-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BODLEY J H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,NA,1961,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"479",483,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Chihuahua",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"89911","Mammalia",359,"JIMENEZ, 10 MI WSW OF, Chihuahua, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,"1961-11-29T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686418930,"Mephitis","Mephitis",5219379,"WGS84","N Slade","2008-09-11",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93b4541c-1ed8-11e3-bfac-90b11c41863e",NA,NA,"milleri","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686418930,"Animalia",1,"en","2016-03-28T15:43:24.750+0000","2016-08-03T12:33:02.552+0000","2015-06-05T22:02:06.142+0000",27.07,NA,NA,"JIMENEZ, 10 MI WSW OF",NA,NA,-105.06,NA,11,NA,NA,"93b4541c-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1961,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"481",485,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Sinaloa",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"89916","Mammalia",359,"SAN BLAS, 2 MI N OF, Sinaloa, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"1961-12-24T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686418935,"Mephitis","Mephitis",5219379,"WGS84","N Slade","2009-02-02",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93b45878-1ed8-11e3-bfac-90b11c41863e",NA,NA,"milleri","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686418935,"Animalia",1,"en","2016-03-28T15:43:24.743+0000","2016-08-03T12:33:02.149+0000","2015-06-05T22:02:06.142+0000",26.1102916106668,NA,NA,"SAN BLAS, 2 MI N OF",NA,NA,-108.750359522444,NA,12,NA,NA,"93b45878-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1961,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"485",489,"http://vertnet.org/resources/norms.html","Texas","Ward",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"53","Mammalia",359,"4.7 MI S ROYALTY, Texas, Ward, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,13,NA,NA,NA,NA,NA,NA,73,"NATIVE","1960-03-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"TK946880","United States",911631276,"Mephitis","Mephitis",5219379,"WGS84","Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"MEPHITIS","| United States | Texas | Ward Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:53",NA,NA,"milleri","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911631276,"Animalia",1,"en","2015-02-26T18:20:16.168+0000","2016-08-04T07:53:03.264+0000","2015-02-20T22:03:41.842+0000",31.306,NA,NA,"4.7 MI S ROYALTY",NA,NA,-102.855,"2015-02-20T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:TTU:Mammals:53",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SK | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","PILCHER, B L","43","http://portal.vertnet.org/o/ttu/mammals?id=53",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",73,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"3/13/1960","UNITED STATES | TEXAS | WARD CO | 4.7 MI S ROYALTY",NA,NA,NA,1960,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"486",490,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Chihuahua",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"82822","Mammalia",359,"URIQUE, 2 MI S OF, Chihuahua, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"1960-05-11T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686411907,"Mephitis","Mephitis",5219379,"WGS84","Alejandra N<U+FFFD><U+FFFD>ez Merchand (CONABIO)","2004-02-03",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"936de0f0-1ed8-11e3-bfac-90b11c41863e",NA,NA,"milleri","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686411907,"Animalia",1,"en","2016-03-28T15:43:21.919+0000","2016-08-03T12:33:02.686+0000","2015-09-16T18:56:53.441+0000",27.1902537278949,NA,NA,"URIQUE, 2 MI S OF",NA,NA,-107.900345798479,NA,5,NA,NA,"936de0f0-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","HENDERSON F R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1960,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
