"","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEpochOrLowestSeries","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"34220",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C32685","Mammalia",359,"2 miles S of Taroom, Queensland, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-09-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1272790371","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6dd46110-6961-48cb-8a93-ec07a5ba3a42",1,NA,NA,"NMV",NA,NA,NA,"AU",1272790371,"Animalia",1,NA,"2016-08-19T07:34:08.655+0000","2016-08-03T15:24:54.249+0000","2016-06-21T15:09:42.040+0000",-25.67,NA,NA,NA,NA,NA,"2 miles S of Taroom",NA,NA,NA,149.85,NA,NA,9,NA,"6dd46110-6961-48cb-8a93-ec07a5ba3a42",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","K A. Cherry",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1968,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34221",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J15824","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-09-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1066613553","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93fb3943-e2f0-41b6-a30c-1a7909f30093",NA,NA,NA,"QM",NA,NA,NA,"AU",1066613553,"Animalia",1,NA,"2015-10-19T05:51:13.480+0000","2016-08-04T10:56:42.767+0000","2015-04-30T09:48:29.471+0000",-25.68333,NA,NA,NA,NA,NA,"-",NA,NA,NA,149.18333,NA,NA,9,NA,"93fb3943-e2f0-41b6-a30c-1a7909f30093",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern grey kangaroo",1968,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34223",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M11014","Mammalia",359,"EX WOLLONGONG, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-09-03T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039280","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7a79e817-3646-4f69-aec2-7a88045194bf",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039280,"Animalia",1,NA,"2016-08-19T07:26:20.524+0000","2016-08-03T11:46:30.705+0000","2015-04-30T07:14:33.088+0000",-34.4333,NA,NA,NA,NA,NA,"EX WOLLONGONG",NA,NA,NA,150.8833,NA,NA,9,NA,"7a79e817-3646-4f69-aec2-7a88045194bf",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1968,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34226",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M03847","Mammalia",359,"LONGREACH STATION, SHOALHAVEN RIVER, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-01-18T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039250","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0a25b7d9-1f0a-4e56-b619-682370f5b305",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039250,"Animalia",1,NA,"2016-08-19T07:26:18.763+0000","2016-08-03T11:46:31.011+0000","2015-04-30T07:14:29.030+0000",-34.6333,NA,NA,NA,NA,NA,"LONGREACH STATION, SHOALHAVEN RIVER",NA,NA,NA,149.95,NA,NA,1,NA,"0a25b7d9-1f0a-4e56-b619-682370f5b305",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1967,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34228",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M21616","Mammalia",359,"MOUNT HOPE STATION, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-02-23T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039741","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e15d1333-893d-47f0-b206-3a1b4000eb67",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039741,"Animalia",1,NA,"2016-08-19T07:26:24.251+0000","2016-08-03T11:46:28.971+0000","2015-04-30T07:14:38.904+0000",-32.85,NA,NA,NA,NA,NA,"MOUNT HOPE STATION",NA,NA,"YARREN PADDOCK",145.8833,NA,NA,2,NA,"e15d1333-893d-47f0-b206-3a1b4000eb67",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1967,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34265",NA,"Queensland","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M03036","Mammalia",359,"GILRUTH PLAINS STATION, C.50 KM E OF CUNNAMULLA, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-10-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039177","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49ac648a-66d0-459d-9eae-2c36c69ae69b",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039177,"Animalia",1,NA,"2016-08-19T07:26:18.592+0000","2016-08-03T11:46:24.903+0000","2015-04-30T07:14:28.601+0000",-28.0833,NA,NA,NA,NA,NA,"GILRUTH PLAINS STATION, C.50 KM E OF CUNNAMULLA",NA,NA,NA,146.1833,NA,NA,10,NA,"49ac648a-66d0-459d-9eae-2c36c69ae69b",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1967,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34266",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M14816","Mammalia",359,"NEBO STATION, COONAMBLE, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-10-24T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039425","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf769553-2261-4c57-a175-c29681ef0b18",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039425,"Animalia",1,NA,"2016-08-19T07:26:21.523+0000","2016-08-03T11:46:27.846+0000","2015-04-30T07:14:34.972+0000",-30.9167,NA,NA,NA,NA,NA,"NEBO STATION, COONAMBLE",NA,NA,NA,148.4167,NA,NA,10,NA,"bf769553-2261-4c57-a175-c29681ef0b18",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1967,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34286",NA,"Queensland","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M03052","Mammalia",359,"SPRINGVALE STATION, COOKTOWN, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-11-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039182","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"be6b3086-408d-415f-8fe1-1cf8248134fb",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039182,"Animalia",1,NA,"2016-08-19T07:26:18.646+0000","2016-08-03T11:46:18.704+0000","2015-04-30T07:14:28.696+0000",-15.8,NA,NA,NA,NA,NA,"SPRINGVALE STATION, COOKTOWN",NA,NA,NA,144.9333,NA,NA,11,NA,"be6b3086-408d-415f-8fe1-1cf8248134fb",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1967,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34287",NA,"Queensland","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M14810","Mammalia",359,"BILBAH DOWNS, EMMET, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-11-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039419","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab076b7d-15ad-47a7-be1e-2b241ab7b2c9",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039419,"Animalia",1,NA,"2016-08-19T07:26:21.504+0000","2016-08-03T11:46:23.268+0000","2015-04-30T07:14:34.980+0000",-24.6667,NA,NA,NA,NA,NA,"BILBAH DOWNS, EMMET",NA,NA,NA,144.5,NA,NA,11,NA,"ab076b7d-15ad-47a7-be1e-2b241ab7b2c9",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1967,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34308",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M18042","Mammalia",359,"MT MURCHISON STATION, WILCANNIA, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-08-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039723","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1505746b-d21f-42a8-aef0-ee89be055624",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039723,"Animalia",1,NA,"2016-08-19T07:26:23.485+0000","2016-08-03T11:46:28.173+0000","2015-04-30T07:14:36.933+0000",-31.45,NA,NA,NA,NA,NA,"MT MURCHISON STATION, WILCANNIA",NA,NA,NA,143.65,NA,NA,8,NA,"1505746b-d21f-42a8-aef0-ee89be055624",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1966,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34310",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M03001","Mammalia",359,"TOGANMAIN STATION, C.70 KM E OF HAY, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-10-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039163","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75d69be6-d706-497f-9feb-04fc2e821919",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039163,"Animalia",1,NA,"2016-08-19T07:26:18.630+0000","2016-08-03T11:46:30.944+0000","2015-04-30T07:14:28.592+0000",-34.4667,NA,NA,NA,NA,NA,"TOGANMAIN STATION, C.70 KM E OF HAY",NA,NA,NA,145.6167,NA,NA,10,NA,"75d69be6-d706-497f-9feb-04fc2e821919",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1966,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34311",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M03013","Mammalia",359,"TYLDEN STATION, BALRANALD, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-10-17T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039170","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f6ef5352-98cb-4bd9-a9d9-3307ffd2f9cf",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039170,"Animalia",1,NA,"2016-08-19T07:26:18.687+0000","2016-08-03T11:46:31.137+0000","2015-04-30T07:14:28.571+0000",-34.6667,NA,NA,NA,NA,NA,"TYLDEN STATION, BALRANALD",NA,NA,NA,143.5833,NA,NA,10,NA,"f6ef5352-98cb-4bd9-a9d9-3307ffd2f9cf",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1966,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34321",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M10451","Mammalia",359,"BIG HAYSTACK CREEK, BONALBO, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-11-05T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039279","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3ba6c91e-76d4-4af4-b7b2-ba35b8817ba2",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039279,"Animalia",1,NA,"2016-08-19T07:26:20.344+0000","2016-08-03T11:46:25.948+0000","2015-04-30T07:14:32.845+0000",-28.6333,NA,NA,NA,NA,NA,"BIG HAYSTACK CREEK, BONALBO",NA,NA,NA,152.6,NA,NA,11,NA,"3ba6c91e-76d4-4af4-b7b2-ba35b8817ba2",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1966,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34376",NA,"Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C17322","Mammalia",359,"Durdidwarrah, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-08-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1272775205","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"031c0d12-bd9b-41a6-8ab2-40ae62a8d9ee",1,NA,NA,"NMV",NA,NA,NA,"AU",1272775205,"Animalia",1,NA,"2016-08-19T07:33:51.904+0000","2016-08-03T15:25:33.571+0000","2016-06-21T15:08:48.086+0000",-37.82,NA,NA,NA,NA,NA,"Durdidwarrah",NA,NA,NA,146.22,NA,NA,8,NA,"031c0d12-bd9b-41a6-8ab2-40ae62a8d9ee",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","Unknown",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1965,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"34412",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J20823","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-09-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1066614810","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a6b6f0f7-1165-42dc-a582-1f04ed24dc46",NA,NA,NA,"QM",NA,NA,NA,"AU",1066614810,"Animalia",1,NA,"2015-10-19T05:51:13.668+0000","2016-08-04T10:56:39.152+0000","2015-04-30T09:48:30.425+0000",-25.2,NA,NA,NA,NA,NA,"-",NA,NA,NA,149.53333,NA,NA,9,NA,"a6b6f0f7-1165-42dc-a582-1f04ed24dc46",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6","urn:qm.qld.gov.au:collector:15905",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern grey kangaroo",1965,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
