"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"14512",14867,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Florida","GLADES CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"151832","Mammalia",359,"LAKEPORT, Florida, GLADES CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,28,NA,NA,NA,"TotalLength: 870.0; TailLength: 164.0; HindFoot: 177.0; EarLength: 70.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-05-28T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",686478950,"Lynx","Lynx",2435239,"WGS84",NA,"Sean P. Maher","2007-04-15",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9681fd0f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"floridanus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686478950,"Animalia",1,"en","2016-03-28T15:43:46.074+0000","2016-08-03T12:33:02.640+0000","2015-06-05T22:02:31.153+0000",26.97,NA,NA,NA,NA,NA,NA,NA,NA,"LAKEPORT",NA,NA,NA,-81.12,NA,NA,5,NA,NA,"9681fd0f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A & LANIER G E",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. floridanus Rafinesque, 1817",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164668,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14513",14868,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Florida","COLLIER CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"151828","Mammalia",359,"OCHOPEE, Florida, COLLIER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,"TotalLength: 832.0; TailLength: 162.0; HindFoot: 166.0; EarLength: 83.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-06-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",686478946,"Lynx","Lynx",2435239,"WGS84",NA,"Elizabeth Campbell (UMMZ)","2002-09-12",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9681e7f7-1ed8-11e3-bfac-90b11c41863e",NA,NA,"floridanus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686478946,"Animalia",1,"en","2016-03-28T15:43:46.073+0000","2016-08-03T12:33:02.199+0000","2015-06-05T22:02:31.152+0000",25.9003794356049,NA,NA,NA,NA,NA,NA,NA,NA,"OCHOPEE",NA,NA,"center of city",-81.2996869338648,NA,NA,6,NA,NA,"9681e7f7-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A & PORTER P",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. floridanus Rafinesque, 1817",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164668,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14514",14869,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","California","TUOLUMNE CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"50261","Mammalia",359,"MATHER, 1 MI N OF, California, TUOLUMNE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-07-29T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",686379518,"Lynx","Lynx",2435239,"WGS84",NA,"N Slade","2007-02-25",NA,NA,"Topozone 1:25000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9223b383-1ed8-11e3-bfac-90b11c41863e",NA,NA,"californicus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686379518,"Animalia",1,"en","2016-03-28T15:43:10.104+0000","2016-08-03T12:33:07.880+0000","2015-06-05T22:01:50.994+0000",37.8898592949031,NA,NA,NA,NA,NA,NA,NA,NA,"MATHER, 1 MI N OF",NA,NA,NA,-119.850720275953,NA,NA,7,NA,NA,"9223b383-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","VAUGHAN T A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. californicus Mearns, 1897",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164672,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14516",14871,"http://vertnet.org/resources/norms.html","Oregon","Klamath",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-05177","Mammalia",359,"Sycan Valley, Oregon, Klamath, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,1623,"United States",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1952-11-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",812642091,"Lynx","Lynx",2435239,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"Topo USA 4.0","requires verification",NA,"Mammalia | Carnivora | Felidae | Lynx","| USA | Oregon | Klamath |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-05177",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812642091,"Animalia",1,"en","2016-05-26T20:48:48.456+0000","2016-08-04T09:30:03.344+0000","2016-05-26T20:48:48.514+0000",42.7370667745405,NA,NA,NA,NA,NA,NA,NA,NA,"Sycan Valley",NA,NA,NA,-121.157620358872,NA,"2016-05-26T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-05177",NA,"present","Carnivora",732,NA,"3839",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. G. Jewett",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-05177",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Klamath | Sycan Valley",NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14519",14874,"not-for-profit use only","Oregon","Tillamook",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"30419","Mammalia",359,"Tillamook, Oregon, Tillamook, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"United States",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-11-28T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1211846488,"Lynx","Lynx",2435239,"WGS84",NA,"Unknown (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; USA; Oregon; Tillamook",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:30419",NA,NA,NA,"ROM",NA,NA,NA,"US",1211846488,"Animalia",1,"en","2016-05-26T13:57:44.107+0000","2016-08-04T13:23:33.814+0000","2016-05-26T13:57:54.463+0000",45.46667,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT",NA,"Tillamook",NA,NA,"ROM data parsed by John Wieczorek, 20020402.  MaNIS-Orig Upload",-123.83333,NA,"2016-05-19T00:00:00.000+0000",11,NA,NA,"URI:catalog:ROM:Mammals:30419",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Munro, JA","3361",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19521128","Tillamook",NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14527",14882,"not-for-profit use only","Ontario","Algoma",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"22503","Mammalia",359,"Ontario, Algoma, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-12-03T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"Canada",891382806,"Lynx","Lynx",2435239,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Algoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:22503",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891382806,"Animalia",1,"en","2015-01-22T18:31:56.853+0000","2016-08-04T13:23:35.816+0000","2015-01-22T18:31:57.364+0000",48.23333,NA,NA,NA,NA,NA,NA,"ADULT",NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-84.08333,NA,"2014-11-19T00:00:00.000+0000",12,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull; skeleton; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Tramblay , E",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19521203",NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14530",14885,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Florida","GLADES CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"151831","Mammalia",359,"CLEWISTON, 4.1 MI N OF, Florida, GLADES CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,"TotalLength: 930.0; TailLength: 182.0; HindFoot: 165.0; EarLength: 58.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-01-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",686478949,"Lynx","Lynx",2435239,"WGS84",NA,"Madeline J. Masteller (UMMZ)","2002-04-12",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9681f7c7-1ed8-11e3-bfac-90b11c41863e",NA,NA,"floridanus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686478949,"Animalia",1,"en","2016-03-28T15:43:46.063+0000","2016-08-03T12:33:02.400+0000","2015-06-05T22:02:31.157+0000",26.8203443549585,NA,NA,NA,NA,NA,NA,NA,NA,"CLEWISTON, 4.1 MI N OF",NA,NA,"observation island",-80.9496794081483,NA,NA,1,NA,NA,"9681f7c7-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A & O'MALLEY G",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. floridanus Rafinesque, 1817",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164668,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14536",14891,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Wyoming","PARK CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"40193","Mammalia",359,"CODY, 19 MI S, 19 MI W OF; ISHAWOOA CREEK, Wyoming, PARK CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-01-27T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",686369544,"Lynx","Lynx",2435239,"WGS84",NA,"N Slade","2008-01-20",NA,NA,"topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91bc6dff-1ed8-11e3-bfac-90b11c41863e",NA,NA,"pallescens","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686369544,"Animalia",1,"en","2016-03-28T15:43:06.399+0000","2016-08-03T12:33:14.875+0000","2015-06-05T22:01:47.164+0000",44.2498424627067,NA,NA,NA,NA,NA,NA,NA,NA,"CODY, 19 MI S, 19 MI W OF; ISHAWOOA CREEK",NA,NA,NA,-109.440534767431,NA,NA,1,NA,NA,"91bc6dff-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","EDDY A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. pallescens Merriam, 1899",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164671,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14541",14896,"not-for-profit use only","Ontario","Thunder Bay",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"20911","Mammalia",359,"Mctavish Township, Ontario, Thunder Bay, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,25.81,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-02-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"Canada",1211856819,"Lynx","Lynx",2435239,"WGS84",NA,"Janet Sit (ROM)","2007 03 29","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Natural Resources Canada, Series A501, Thunder Bay, 52 A, 1:250,000, Edition 3, 1995","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Thunder Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:20911",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211856819,"Animalia",1,"en","2016-05-26T13:57:54.071+0000","2016-08-04T13:23:36.149+0000","2016-05-26T13:58:02.347+0000",48.5864599990644,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT",NA,"Mctavish Township",NA,NA,"The Township of Shuniah is an amalgamation of the townships: Pardee, Crooks, Blake, Paipoonge, Neebing, McIntyre, MacGregor, McTavish, the Village of Price Arthur's Landing, Thunder Cape and the islands north of the American Border.",-88.82569,NA,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:20911",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Dahl",NA,NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Lynx rufus (Schreber, 1777)",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19510200","Mctavish Township",NA,NA,NA,1951,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14545",14900,"not-for-profit use only","Ontario","Thunder Bay",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"20905","Mammalia",359,"Ontario, Thunder Bay, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,4.56,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-02-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"Canada",891383055,"Lynx","Lynx",2435239,"WGS84",NA,"Janet Sit (ROM)","2007 04 03","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A501, Armstrong, 52 I, 1:250,000, Edition 5, 1987","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Thunder Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:20905",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891383055,"Animalia",1,"en","2015-01-22T18:32:01.638+0000","2016-08-04T13:23:38.671+0000","2015-01-22T18:32:01.975+0000",50.2789331190941,NA,NA,NA,NA,NA,NA,"ADULT",NA,NA,NA,NA,"Onaping in Thunder Bay District is a railway point.",-89.1903242107105,NA,"2014-11-19T00:00:00.000+0000",2,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862",NA,NA,NA,"no emb","https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19510200",NA,NA,NA,NA,1951,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14551",14906,"http://vertnet.org/resources/norms.html","Oregon","Lake",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-02983","Mammalia",359,"Silver Lake Valley, Oregon, Lake, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,8059,"United States",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"NATIVE","1951-03-09T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",812639852,"Lynx","Lynx",2435239,"WGS84",NA,"GW Shugart","7/1/2002",NA,"decimal lat/longs are GNIS or calculated using GNIS & offsets","GNIS downloaded Feb 2002","requires verification",NA,"Mammalia | Carnivora | Felidae | Lynx","| USA | Oregon | Lake |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-02983",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812639852,"Animalia",1,"en","2016-05-26T20:48:47.552+0000","2016-08-04T09:30:03.572+0000","2016-05-26T20:48:47.575+0000",43.0961648808191,NA,NA,NA,NA,NA,NA,NA,NA,"Silver Lake Valley",NA,NA,NA,-120.888019582914,NA,"2016-05-26T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-02983",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","F. H. Armstrong",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-02983",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",68,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Lake | Silver Lake Valley",NA,NA,NA,1951,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
