"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEpochOrLowestSeries","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"29165",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM12882","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.009,1000,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-07-09T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066621827","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0282ee34-8c9a-402d-a971-a5ac8add0a88",NA,NA,NA,"QM",NA,NA,NA,"AU",1066621827,"Animalia",1,NA,"2015-10-19T05:51:14.803+0000","2016-08-04T10:57:02.448+0000","2015-04-30T09:48:35.560+0000",-28.2152132727087,NA,NA,"-",NA,NA,NA,152.034141042021,NA,7,NA,NA,"0282ee34-8c9a-402d-a971-a5ac8add0a88",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1975,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29166",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C25767","Mammalia",359,"3.2 km north of Dellicknora, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-07-04T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1272783785","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7d5a8809-ec83-43c3-8611-e61a5cb04a12",1,NA,NA,"NMV",NA,NA,NA,"AU",1272783785,"Animalia",1,NA,"2016-08-19T07:34:04.500+0000","2016-08-03T15:25:22.777+0000","2016-06-21T15:09:22.897+0000",-37.07,NA,NA,"3.2 km north of Dellicknora",NA,NA,NA,148.7,NA,7,NA,NA,"7d5a8809-ec83-43c3-8611-e61a5cb04a12",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","Unknown",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1975,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29169",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 27467","Mammalia",359,"Naringal East, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-10-17T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479716173","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479716173,"Animalia",1,NA,"2013-09-07T07:20:04.000+0000","2016-08-03T15:24:06.404+0000",NA,-38.4,NA,NA,"Naringal East",NA,NA,NA,142.8,NA,10,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1975,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",18.4480694118,3.26217133431,TRUE
"29201",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 17446","Mammalia",359,"Near Port Campbell, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-04-07T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479633158","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479633158,"Animalia",1,NA,"2013-09-07T07:19:57.000+0000","2016-08-03T15:24:07.335+0000",NA,-38.62,NA,NA,"Near Port Campbell",NA,NA,NA,143,NA,4,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1974,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",18.4480694118,3.26217133431,TRUE
"29239",NA,"Tasmania",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"A904","Mammalia",359,"Campbell town, Tasmania, Australia","Mammalogy",NA,NA,NA,10000,"Australia",NA,"4ffe66a0-6c8b-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","500737195","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2456e363-2db7-40da-9edb-b6fa49460b4c",NA,NA,NA,"TMAG",NA,NA,NA,"AU",500737195,"Animalia",1,NA,"2016-08-19T07:18:34.196+0000","2016-08-03T23:08:15.159+0000","2015-05-13T22:01:34.142+0000",-41.9286101574271,NA,NA,"Campbell town",NA,NA,NA,147.491021710274,NA,NA,NA,NA,"2456e363-2db7-40da-9edb-b6fa49460b4c",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8a226609-56b9-4b87-a0a2-767c38edd572","H D Barker",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Bennetts wallaby",NA,1973,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Tasmania","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",21.9459843637,5.53653406147,TRUE
"29253",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J22864","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-05-16T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066615848","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68c4d030-a702-4957-a0c8-4806f38d810f",NA,NA,NA,"QM",NA,NA,NA,"AU",1066615848,"Animalia",1,NA,"2015-10-19T05:51:13.815+0000","2016-08-04T10:56:53.620+0000","2015-04-30T09:48:31.206+0000",-27.46667,NA,NA,"-",NA,NA,NA,153.18333,NA,5,NA,NA,"68c4d030-a702-4957-a0c8-4806f38d810f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1972,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29267",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.36794","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-07-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1087603",NA,NA,"Macropodidae",9372,NA,"Australia","1101217144","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a2084d8a-2ffd-463e-8720-9d0cb55b079e",NA,NA,NA,"AM",NA,NA,NA,"AU",1101217144,"Animalia",1,NA,"2016-08-19T08:07:03.888+0000","2016-08-04T14:23:17.822+0000","2015-07-17T07:03:49.187+0000",-31.08193,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Kempsey. (31° 04' 55"" S, 152° 50' 06"" E) /07/1972 - /07/1972"";",152.83499,NA,7,NA,NA,"a2084d8a-2ffd-463e-8720-9d0cb55b079e",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1972,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29278",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.9743","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-08-29T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4020670",NA,NA,"Macropodidae",9372,NA,"Australia","1101236025","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45881632-6fb8-474f-85d2-4419016caf7b",NA,NA,NA,"AM",NA,NA,NA,"AU",1101236025,"Animalia",1,NA,"2016-08-19T08:07:07.476+0000","2016-08-04T14:23:34.897+0000","2015-07-17T07:05:30.776+0000",-33.216,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Limekilns, Mt Horrible Range, 2 miles N of Bathurst, 22 miles NE (33° 13' S, 149° 51' E) 29/08/1972 - 29/08/1972, Field Collected - Terrestrial"";",149.85,NA,8,NA,NA,"45881632-6fb8-474f-85d2-4419016caf7b",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","EDWARDS, E J",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1972,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29286",NA,"Tasmania",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"A887","Mammalia",359,"Ben Lomond, Tasmania, Australia","Mammalogy",NA,NA,NA,10000,"Australia",NA,"4ffe66a0-6c8b-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","500737160","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5ee9837d-bb15-438a-8dda-2b84e99deae0",NA,NA,NA,"TMAG",NA,NA,NA,"AU",500737160,"Animalia",1,NA,"2016-08-19T07:18:34.098+0000","2016-08-03T23:08:12.812+0000","2015-05-13T22:01:34.138+0000",-41.5786064114095,NA,NA,"Ben Lomond",NA,NA,NA,147.68101336318,NA,NA,NA,NA,"5ee9837d-bb15-438a-8dda-2b84e99deae0",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8a226609-56b9-4b87-a0a2-767c38edd572","H D Barker",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Bennetts wallaby",NA,1972,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Tasmania","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",21.9459843637,5.53653406147,TRUE
"29297",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM67","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-05-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066629198","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edb4ddae-bd30-441c-a56c-2325382f62ba",NA,NA,NA,"QM",NA,NA,NA,"AU",1066629198,"Animalia",1,NA,"2015-10-19T05:51:15.949+0000","2016-08-04T10:56:42.491+0000","2015-04-30T09:48:41.466+0000",-25.61667,NA,NA,"-",NA,NA,NA,152.28333,NA,5,NA,NA,"edb4ddae-bd30-441c-a56c-2325382f62ba",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1971,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29369",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03454","Mammalia",359,"EX TOOLOOM, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-02-02T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332040063","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52697962-dc0e-48d0-9099-f07497d7231f",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040063,"Animalia",1,NA,"2016-08-19T07:26:18.733+0000","2016-08-03T11:46:25.783+0000","2015-04-30T07:14:28.813+0000",-28.6167,NA,NA,"EX TOOLOOM",NA,NA,NA,152.4167,NA,2,NA,NA,"52697962-dc0e-48d0-9099-f07497d7231f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1970,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29383",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M06250","Mammalia",359,"YELLOW BOG, KHANCOBAN, KOSCIUSZKO NATIONAL PARK, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-09-18T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332040801","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67f0c677-9bf7-4e6a-ab7f-94b0a5a83b70",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040801,"Animalia",1,NA,"2016-08-19T07:26:19.371+0000","2016-08-03T11:46:33.265+0000","2015-04-30T07:14:30.422+0000",-36.05,NA,NA,"YELLOW BOG, KHANCOBAN, KOSCIUSZKO NATIONAL PARK",NA,NA,NA,148.2,NA,9,NA,NA,"67f0c677-9bf7-4e6a-ab7f-94b0a5a83b70",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1970,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29389",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.21384","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-01-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4011158",NA,NA,"Macropodidae",9372,NA,"Australia","1101197723","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e8244e99-085a-47f2-a140-aa5a06891318",NA,NA,NA,"AM",NA,NA,NA,"AU",1101197723,"Animalia",1,NA,"2016-08-19T08:07:00.665+0000","2016-08-04T14:23:28.672+0000","2015-07-17T07:02:15.383+0000",-32.383,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Smith Lake, E of Buladelah (32° 23' S, 152° 30' E) 1970 - 1970, de S  Disney, H J(Collector), Field Collected - Terrestrial"";",152.5,NA,NA,NA,NA,"e8244e99-085a-47f2-a140-aa5a06891318",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","de S  Disney, H J",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1970,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29390",NA,"Tasmania",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"A865","Mammalia",359,"King River, near Gormanston, Tasmania, Australia","Mammalogy",NA,NA,NA,10000,"Australia",NA,"4ffe66a0-6c8b-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","500737115","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"970d8099-b047-4fa0-96e7-deb74571ad2e",NA,NA,NA,"TMAG",NA,NA,NA,"AU",500737115,"Animalia",1,NA,"2016-08-19T07:18:34.150+0000","2016-08-03T23:08:13.821+0000","2015-05-13T22:01:34.116+0000",-42.1986302960744,NA,NA,"King River, near Gormanston",NA,NA,NA,145.40105817622,NA,NA,NA,NA,"970d8099-b047-4fa0-96e7-deb74571ad2e",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8a226609-56b9-4b87-a0a2-767c38edd572","A Andrews",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Bennetts wallaby",NA,1970,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Tasmania","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",21.9459843637,5.53653406147,TRUE
"29509",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 18759","Mammalia",359,"Mallacoota, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-02-18T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479643688","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479643688,"Animalia",1,NA,"2013-09-07T07:19:58.000+0000","2016-08-03T15:24:07.202+0000",NA,-37.57,NA,NA,"Mallacoota",NA,NA,NA,149.75,NA,2,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1969,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
