"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","behavior","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEpochOrLowestSeries","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEpochOrHighestSeries","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"2000",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M07204","Mammalia",359,"Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-07-30T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","691280641","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",691280641,"Animalia",1,NA,"2013-09-07T07:16:37.000+0000","2016-08-04T15:41:42.182+0000",NA,-13.6,NA,NA,NA,NA,NA,NA,NA,NA,131.2,NA,NA,7,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Aitken P.F.",NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1966,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2001",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M12762","Mammalia",359,"Katherine, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-07-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","500843444","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aitken",NA,NA,NA,"agilis","SAMA",NA,NA,NA,"AU",500843444,"Animalia",1,NA,"2013-09-07T07:22:21.000+0000","2016-08-04T15:41:16.086+0000",NA,-14.466,NA,NA,NA,NA,"Katherine",NA,NA,NA,132.12499,NA,NA,7,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Aitken P.F.",NA,NA,NA,NA,NA,"Macropus agilis subsp. agilis",NA,"Macropus agilis",5219975,"agilis",NA,NA,7194032,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1966,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2029",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J14833","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-05-19T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066612900","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a7c54188-5dbc-4a9b-a5b9-f5364406bf80",NA,NA,"jardinii","QM",NA,NA,NA,"AU",1066612900,"Animalia",1,NA,"2015-10-19T05:51:12.735+0000","2016-08-04T10:56:22.111+0000","2015-04-30T09:48:28.988+0000",-19.75,NA,NA,NA,NA,"-",NA,NA,NA,146.6,NA,NA,5,NA,"a7c54188-5dbc-4a9b-a5b9-f5364406bf80",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus agilis subsp. jardinii De Vis, 1884",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219979,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1965,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2049","http://www.vertnet.org/resources/norms.html","Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M-197540","Mammalia",359,"Inglis Gap, Western Australia, Australia, OCEANIA","Mammals",NA,"OCEANIA",NA,NA,"Australia",NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,10,NA,NA,NA,NA,NA,NA,610,0,"161","NATIVE","1965-06-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","859426188","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Diprotodontia;Macropodidae;Macropus","Australia;Australia;Western Australia;;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-197540",1,NA,NA,"AMNH","urn:lsid:biocol.org:col:34925",NA,NA,"AU",859426188,"Animalia",1,"en","2016-06-20T19:01:36.884+0000","2016-08-04T10:29:39.876+0000","2016-06-20T19:01:36.901+0000",-17.1,NA,NA,NA,NA,"Inglis Gap",NA,NA,NA,125.1,NA,"2013-08-07T00:00:00.000+0000",6,"ICZN","urn:catalog:AMNH:Mammals:M-197540","Note in catalog: Partial mandibles only.","present","Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","W. H. Butler","B 1381",NA,NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis","161",NA,5219975,"SPECIES","PhysicalObject",NA,NA,"2000 ft","1965-06-10","Australia; Australia; Western Australia; ; ; ; ; ; ; ; Australia; Australia; Western Australia; ; ; ; ; ; ; ; Inglis Gap",NA,NA,1965,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2062","http://www.vertnet.org/resources/norms.html","Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M-197538","Mammalia",359,"Parry Creek, Western Australia, Australia, OCEANIA","Mammals",NA,"OCEANIA",NA,NA,"Australia",NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,21,NA,NA,NA,NA,NA,NA,30,0,"202","NATIVE","1965-07-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","859369138","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Diprotodontia;Macropodidae;Macropus","Australia;Australia;Western Australia;;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-197538",1,NA,NA,"AMNH","urn:lsid:biocol.org:col:34925",NA,NA,"AU",859369138,"Animalia",1,"en","2016-06-20T19:00:58.114+0000","2016-08-04T10:29:50.837+0000","2016-06-20T19:00:58.182+0000",-15.4,NA,NA,NA,NA,"Parry Creek",NA,NA,NA,128.15,NA,"2013-08-07T00:00:00.000+0000",7,"ICZN","urn:catalog:AMNH:Mammals:M-197538",NA,"present","Diprotodontia",1452,NA,NA,NA,"Chordata",44,"Not Mounted",NA,"DWC_ARCHIVE","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862","W. H. Butler","B 1427",NA,NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,"Macropus agilis (Gould, 1841)","FEMALE","Macropus agilis",5219975,"agilis","202",NA,5219975,"SPECIES","PhysicalObject",NA,NA,"100 ft","1965-07-21","Australia; Australia; Western Australia; ; ; ; ; ; ; ; Australia; Australia; Western Australia; ; ; ; ; ; ; ; Parry Creek",NA,NA,1965,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2098",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J14678","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-09-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066612745","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fe8abf4c-e26e-48be-afa7-46aab0f3dd69",NA,NA,"jardinii","QM",NA,NA,NA,"AU",1066612745,"Animalia",1,NA,"2015-10-19T05:51:12.706+0000","2016-08-04T10:56:01.583+0000","2015-04-30T09:48:28.879+0000",-15.48333,NA,NA,NA,NA,"-",NA,NA,NA,145.25,NA,NA,9,NA,"fe8abf4c-e26e-48be-afa7-46aab0f3dd69",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus agilis subsp. jardinii De Vis, 1884",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219979,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1965,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2233",NA,"Queensland","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M00751","Mammalia",359,"CAPSIZE CREEK, 50 MILES S OF MORTON T O, CAPE YORK PEN, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-07-19T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332032952","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"226ba5e6-0d10-4dbd-927d-59c1cd4c955c",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332032952,"Animalia",1,NA,"2016-08-19T07:26:18.035+0000","2016-08-03T11:46:16.688+0000","2015-04-30T07:14:27.455+0000",-12.9667,NA,NA,NA,NA,"CAPSIZE CREEK, 50 MILES S OF MORTON T O, CAPE YORK PEN",NA,NA,NA,142.7667,NA,NA,7,NA,"226ba5e6-0d10-4dbd-927d-59c1cd4c955c",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1964,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2234",NA,"Queensland","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M00778","Mammalia",359,"IRON RANGE AIRFIELD, CAPE YORK PENINSULA, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-07-31T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332032953","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4f1a4865-d630-4ee7-9c07-004c000eaffd",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332032953,"Animalia",1,NA,"2016-08-19T07:26:18.120+0000","2016-08-03T11:46:15.924+0000","2015-04-30T07:14:27.478+0000",-12.7667,NA,NA,NA,NA,"IRON RANGE AIRFIELD, CAPE YORK PENINSULA",NA,NA,NA,143.2667,NA,NA,7,NA,"4f1a4865-d630-4ee7-9c07-004c000eaffd",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1964,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2252",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"C17534","Mammalia",359,"Albert River,1.6 km upstream from Burketown Bridge, Queensland, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-09-17T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1272775400","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1342669d-ed6e-449c-94d6-e8121d66c243",1,NA,NA,"NMV",NA,NA,NA,"AU",1272775400,"Animalia",1,NA,"2016-08-19T07:33:51.966+0000","2016-08-03T15:24:45.981+0000","2016-06-21T15:08:48.447+0000",-17.75,NA,NA,NA,NA,"Albert River,1.6 km upstream from Burketown Bridge",NA,NA,NA,139.55,NA,NA,9,NA,"1342669d-ed6e-449c-94d6-e8121d66c243",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","Unknown",NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1962,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2254",NA,"Central","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M12583","Mammalia",359,"SOGERI, SIRINUMU, Central, not applicable, Papua New Guinea, OCEANIA","Mammals",NA,"OCEANIA",0.00139,2000,"Papua New Guinea",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-09-22T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Papua New Guinea","332032991","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4e7ace15-b4ac-4d3f-8123-a1098e61e422",NA,NA,NA,"ANWC",NA,NA,NA,"PG",332032991,"Animalia",1,NA,"2016-08-19T07:26:20.898+0000","2016-08-03T11:46:37.659+0000","2015-04-30T07:14:33.875+0000",-9.4208,NA,NA,NA,NA,"SOGERI, SIRINUMU",NA,NA,NA,147.4375,NA,NA,9,NA,"4e7ace15-b4ac-4d3f-8123-a1098e61e422",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1962,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"New Guinea","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",21.9722085611,1.73605140336,TRUE
"2257",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U2506","Mammalia",359,"Elliott, 10 Miles North, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-04-04T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1085843743","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"988ebbab-ee0e-4cd7-ae69-18fc473cffc5",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085843743,"Animalia",1,NA,"2016-08-19T07:37:39.484+0000","2016-08-04T02:31:07.179+0000","2015-05-13T22:31:13.467+0000",-17.45,NA,NA,NA,NA,"Elliott, 10 Miles North",NA,NA,NA,133.46667,NA,NA,4,NA,"988ebbab-ee0e-4cd7-ae69-18fc473cffc5",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1961,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2279",NA,"Queensland","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M00156","Mammalia",359,"INGHAM RESEARCH STATION, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959-12-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332032948","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"496eea57-4808-43da-92ef-4d649a77b4d4",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332032948,"Animalia",1,NA,"2016-08-19T07:26:17.939+0000","2016-08-03T11:46:20.858+0000","2015-04-30T07:14:27.070+0000",-18.65,NA,NA,NA,NA,"INGHAM RESEARCH STATION",NA,NA,NA,146.1667,NA,NA,12,NA,"496eea57-4808-43da-92ef-4d649a77b4d4",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile Wallaby",1959,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2281",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J19713","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958-07-05T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066614407","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d0bca7c1-cd14-4a90-afb1-f8c5e08925c1",NA,NA,NA,"QM",NA,NA,NA,"AU",1066614407,"Animalia",1,NA,"2015-10-19T05:51:13.599+0000","2016-08-04T10:56:31.494+0000","2015-04-30T09:48:30.128+0000",-23.28333,NA,NA,NA,NA,"-",NA,NA,NA,150.45,NA,NA,7,NA,"d0bca7c1-cd14-4a90-afb1-f8c5e08925c1",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus agilis (Gould, 1841)",NA,"Macropus agilis",5219975,"agilis",NA,NA,5219975,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Agile wallaby",1958,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
"2282","http://www.vertnet.org/resources/norms.html","Northern Territory",NA,NA,"PRESERVED_SPECIMEN",NA,"M-160431","Mammalia",359,"Humpty Doo, Northern Territory, Australia, OCEANIA","Mammals",NA,"OCEANIA",NA,NA,"Australia",NA,"96ca66b4-f762-11e1-a439-00145eb45e9a",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"1","NATIVE","1957-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","859482006","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Animalia;Chordata;Mammalia;Diprotodontia;Macropodidae;Macropus","Australia;Australia;Northern Territory;;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:AMNH:Mammals:M-160431",1,NA,"agilis","AMNH","urn:lsid:biocol.org:col:34925",NA,NA,"AU",859482006,"Animalia",1,"en","2016-06-20T19:02:11.069+0000","2016-08-04T10:29:29.132+0000","2016-06-20T19:02:11.195+0000",-12.36667,NA,NA,NA,NA,"Humpty Doo",NA,NA,NA,131.15,NA,"2013-08-07T00:00:00.000+0000",1,"ICZN","urn:catalog:AMNH:Mammals:M-160431",NA,"present","Diprotodontia",1452,NA,NA,NA,"Chordata",44,"Skull, Cranium and Mandible, Not Mounted",NA,"DWC_ARCHIVE","US","ccd1ddc0-6c21-11de-8224-b8a03c50a862",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,"Macropus agilis subsp. agilis",NA,"Macropus agilis",5219975,"agilis","1",NA,7194032,"SUBSPECIES","PhysicalObject",NA,NA,NA,"1957-01-01","Australia; Australia; Northern Territory; ; ; ; ; ; ; ; Australia; Australia; Northern Territory; ; ; ; ; ; ; ; Humpty Doo",NA,NA,1957,2016-08-25,40560,"Macropus agilis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",200.26747468,99.6503361533,TRUE
