"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"695",695,NA,"Texas","Parker",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14774","Mammalia",359,"no specific locality, Texas, Parker, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-07T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289737,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289737,"Animalia",1,NA,"2016-06-28T07:24:31.130+0000","2016-08-04T15:40:28.515+0000","2015-03-03T13:48:29.817+0000",32.77493,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.80346,NA,NA,1,NA,NA,"9d7174d9-029f-4c1a-961f-7cfdf7224961",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"07 January 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"696",696,NA,"Texas","Travis",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14776","Mammalia",359,"no specific locality, Texas, Travis, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-22T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289712,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289712,"Animalia",1,NA,"2016-06-28T07:24:31.095+0000","2016-08-04T15:40:26.191+0000","2015-03-03T13:48:29.762+0000",30.33201,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.76211,NA,NA,1,NA,NA,"fdabeea7-58d5-4783-8b8d-cfdf73f7dbd5",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"22 January 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"697",697,NA,"Texas","Grayson",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14645","Mammalia",359,"no specific locality, Texas, Grayson, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-28T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289623,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289623,"Animalia",1,NA,"2016-06-28T07:24:31.056+0000","2016-08-04T15:40:27.364+0000","2015-03-03T13:48:29.559+0000",33.67072,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-96.68639,NA,NA,1,NA,NA,"c15d48b8-ec5c-4379-9867-50f39cfec1ce",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"28 January 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"698",698,NA,"Texas","Coke",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14651","Mammalia",359,"8.3 mi S, 14.5 mi W Robert Lee, Texas, Coke, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-01T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289605,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289605,"Animalia",1,NA,"2016-06-28T07:24:31.065+0000","2016-08-04T15:40:27.153+0000","2015-03-03T13:48:29.539+0000",31.77079,NA,NA,NA,NA,NA,NA,NA,NA,"8.3 mi S, 14.5 mi W Robert Lee",NA,NA,NA,-100.71396,NA,NA,1,NA,NA,"139f95e9-9207-4090-9f1b-43d38ade7304",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Demere, Krysta",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"2011","8.3 mi S, 14.5 mi W Robert Lee",NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"699",699,NA,"Texas","Wilson",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14777","Mammalia",359,"no specific locality, Texas, Wilson, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-27T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289726,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289726,"Animalia",1,NA,"2016-06-28T07:24:31.108+0000","2016-08-04T15:40:25.815+0000","2015-03-03T13:48:29.792+0000",29.17405,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-98.07059,NA,NA,1,NA,NA,"0621eede-11e2-4398-9074-aab3bdf7104d",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"27 January 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"700",700,NA,"Texas","McLennan",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14707","Mammalia",359,"no specific locality, Texas, McLennan, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-22T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289643,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289643,"Animalia",1,NA,"2016-06-28T07:24:31.079+0000","2016-08-04T15:40:27.076+0000","2015-03-03T13:48:29.600+0000",31.54444,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.2044,NA,NA,1,NA,NA,"88abdc9d-48cb-46fe-8932-455c76bbab91",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"22 January 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"701",701,NA,"Texas","Marion",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14709","Mammalia",359,"no specific locality, Texas, Marion, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-18T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289660,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289660,"Animalia",1,NA,"2016-06-28T07:24:31.089+0000","2016-08-04T15:40:27.377+0000","2015-03-03T13:48:29.646+0000",32.79958,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-94.37631,NA,NA,1,NA,NA,"cc8f1c83-63f5-4423-ba0d-492254569d22",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"18 January 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"702",702,NA,"Texas","Gonzales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14698","Mammalia",359,"no specific locality, Texas, Gonzales, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-11T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289651,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289651,"Animalia",1,NA,"2016-06-28T07:24:31.091+0000","2016-08-04T15:40:26.053+0000","2015-03-03T13:48:29.640+0000",29.45855,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.47376,NA,NA,1,NA,NA,"4133e60a-da8c-4d64-be5d-504b5201da8a",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"11 January 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"705",705,NA,"Texas","Floyd",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"15075","Mammalia",359,"no specific locality, Texas, Floyd, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-28T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061290012,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061290012,"Animalia",1,NA,"2016-06-28T07:24:31.187+0000","2016-08-04T15:40:27.276+0000","2015-03-03T13:48:30.391+0000",34.06827,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-101.30255,NA,NA,1,NA,NA,"45e5e035-1f00-47c5-95d8-a944f0d98c58",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"unknown;muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"28 January 2011","No specific locality",NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"706",706,NA,"Texas","Taylor",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14616","Mammalia",359,"no specific locality, Texas, Taylor, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-25T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289550,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289550,"Animalia",1,NA,"2016-06-28T07:24:31.073+0000","2016-08-04T15:40:28.040+0000","2015-03-03T13:48:29.418+0000",32.30215,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-99.89345,NA,NA,2,NA,NA,"4d763a2e-2056-4f5b-86a2-5480b29af3fc",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"25 February 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"707",707,NA,"Texas","Uvalde",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14706","Mammalia",359,"no specific locality, Texas, Uvalde, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-17T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289638,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289638,"Animalia",1,NA,"2016-06-28T07:24:31.073+0000","2016-08-04T15:40:26.329+0000","2015-03-03T13:48:29.590+0000",29.36223,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-99.77317,NA,NA,2,NA,NA,"a2ee523a-8e89-4752-8cd3-9fba25c65ac5",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"17 February 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"708",708,NA,"Texas","Lubbock",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14734","Mammalia",359,"no specific locality, Texas, Lubbock, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-24T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289699,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289699,"Animalia",1,NA,"2016-06-28T07:24:31.090+0000","2016-08-04T15:40:27.177+0000","2015-03-03T13:48:29.722+0000",33.61014,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-101.81996,NA,NA,2,NA,NA,"8d1777c3-53f0-4e1f-95ec-5458cd8141e3",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"24 February 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"709",709,NA,"Texas","Angelina",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14768","Mammalia",359,"no specific locality, Texas, Angelina, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-02-15T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289705,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289705,"Animalia",1,NA,"2016-06-28T07:24:31.118+0000","2016-08-04T15:40:26.828+0000","2015-03-03T13:48:29.753+0000",31.24333,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-94.58854,NA,NA,2,NA,NA,"e1dd3d20-eb8b-42f8-b22f-c9992a730f01",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"15 February 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
