"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"24529",NA,"New south wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN","NCSM 9053 - North Carolina Museum of Natural Sciences Mammals Collection","9053","Mammalia",359,"Fowlers Gap University NSW Res Station, New south wales, Australia, OCEANIA","NCSM-Mammals",NA,"OCEANIA",NA,NA,"Australia","NCSM-MammalsDWC","ea9f5b0b-ad97-45ea-935a-ba2784c80cbb","NCSM Mammals Collection",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-06-16T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"MAMM-9053","Australia","897162729","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96A21EAF-FD09-405F-B13F-8D67B1C46D69",NA,NA,"NCSM","NCSM",NA,NA,"AU",897162729,"Animalia",1,"EN","2016-07-28T19:48:36.334+0000","2016-08-04T15:09:03.030+0000","2016-07-28T19:48:36.483+0000",-31.0161,NA,NA,NA,NA,NA,NA,"Fowlers Gap University NSW Res Station",NA,NA,NA,141.6003,NA,"2016-07-28T00:00:00.000+0000",6,NA,"96A21EAF-FD09-405F-B13F-8D67B1C46D69","Source: specimen tag and GMU catalog.",NA,"Diprotodontia",1452,NA,"GMU 1396","NCSM","Chordata",44,NA,NA,"DWC_ARCHIVE","US","69e7f900-ed5b-11dd-ac7e-b8a03c50a862",NA,NA,"http://collections.naturalsciences.org/specimenMammals.aspx?ID=9053","http://creativecommons.org/publicdomain/zero/1.0/","North Carolina Museum of Natural Sciences","Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,"Physical Object",NA,NA,NA,NA,"Received from C.H. Enrst, GMU.  Coordinates taken from Fowlers Gap University via Wikipedia.",NA,"Red Kangaroo",NA,1987,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"24556",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M14254","Mammalia",359,"Mobella Soak, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-10-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500848404","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500848404,"Animalia",1,NA,"2013-09-07T07:22:22.000+0000","2016-08-04T15:41:15.368+0000",NA,-30.316,NA,NA,NA,NA,NA,NA,"Mobella Soak",NA,NA,NA,133.166,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Jansen L.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"24558",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.18092","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-10-08T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4013704",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101193274","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1ea9e489-1dcf-47df-867e-4832469a7cab",NA,NA,"AM",NA,NA,NA,"AU",1101193274,"Animalia",1,NA,"2016-08-19T08:06:59.912+0000","2016-08-04T14:23:05.020+0000","2015-07-17T07:02:11.252+0000",-29.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Burban Grange, 20 km N of Weilmoringle (29<U+FFFD> 07' S, 146<U+FFFD> 56' E) 08/10/1987 - 08/10/1987, Field Collected - Terrestrial"";",146.933,NA,NA,10,NA,"1ea9e489-1dcf-47df-867e-4832469a7cab",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Campbell, J",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1987,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"24564",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M14253","Mammalia",359,"Cook, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-10-22T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500848401","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500848401,"Animalia",1,NA,"2013-09-07T07:22:22.000+0000","2016-08-04T15:41:15.285+0000",NA,-29.96916,NA,NA,NA,NA,NA,NA,"Cook",NA,NA,NA,130.05666,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"25495",NA,"Sa",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U5067","Mammalia",359,"Renmark, 77 Km Nw Of, On Morgan Road, Sa, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1986-01-01T00:00:00.000+0000",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-06-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085846133","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Archibald","5c8ecbbf-49e5-4ea0-bc1c-6b6696175345",NA,NA,"MAGNT",NA,NA,NA,"AU",1085846133,"Animalia",1,NA,"2016-08-19T07:37:40.977+0000","2016-08-04T02:31:14.988+0000","2015-05-13T22:31:20.237+0000",-34.43333,NA,NA,NA,NA,NA,NA,"Renmark, 77 Km Nw Of, On Morgan Road",NA,NA,NA,140,NA,NA,6,NA,"5c8ecbbf-49e5-4ea0-bc1c-6b6696175345",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"25501",NA,"Nsw",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U5068","Mammalia",359,"Moulamein, 45 Km E Of, Nsw, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1986-01-01T00:00:00.000+0000",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-06-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085846142","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Archibald","a689b994-2d59-4963-8c00-62e2c4677413",NA,NA,"MAGNT",NA,NA,NA,"AU",1085846142,"Animalia",1,NA,"2016-08-19T07:37:40.971+0000","2016-08-04T02:31:18.632+0000","2015-05-13T22:31:20.256+0000",-35.21667,NA,NA,NA,NA,NA,NA,"Moulamein, 45 Km E Of",NA,NA,NA,144.5,NA,NA,6,NA,"a689b994-2d59-4963-8c00-62e2c4677413",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"25502",NA,"Sa",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U5008","Mammalia",359,"5Km East Of Wilpena Pound T/O, Flinders Ranges, Sa, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1999-01-01T00:00:00.000+0000",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-06-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085846054","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Archibald","8ed80b2e-113f-453b-9782-42293e45fa7d",NA,NA,"MAGNT",NA,NA,NA,"AU",1085846054,"Animalia",1,NA,"2016-08-19T07:37:40.959+0000","2016-08-04T02:31:15.801+0000","2015-05-13T22:31:20.070+0000",-31.56667,NA,NA,NA,NA,NA,NA,"5Km East Of Wilpena Pound T/O, Flinders Ranges",NA,NA,NA,138.58333,NA,NA,6,NA,"8ed80b2e-113f-453b-9782-42293e45fa7d",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"25503",NA,"Sa",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U5075","Mammalia",359,"Renmark, 71Km Nw Of, On Morgan Road, Sa, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1986-01-01T00:00:00.000+0000",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-06-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085846203","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Archibald","1a2a117e-f464-45a8-8755-8ca83f346d2d",NA,NA,"MAGNT",NA,NA,NA,"AU",1085846203,"Animalia",1,NA,"2016-08-19T07:37:40.974+0000","2016-08-04T02:31:15.339+0000","2015-05-13T22:31:20.397+0000",-33.71667,NA,NA,NA,NA,NA,NA,"Renmark, 71Km Nw Of, On Morgan Road",NA,NA,NA,140.2,NA,NA,6,NA,"1a2a117e-f464-45a8-8755-8ca83f346d2d",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"25504",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U5070","Mammalia",359,"Alice Springs, 60Km S Of, Central Australia, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1986-01-01T00:00:00.000+0000",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-06-12T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085846160","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Archibald","592e04eb-c911-4cb0-83a7-38967bf250d0",NA,NA,"MAGNT",NA,NA,NA,"AU",1085846160,"Animalia",1,NA,"2016-08-19T07:37:40.969+0000","2016-08-04T02:31:12.263+0000","2015-05-13T22:31:20.297+0000",-24.2,NA,NA,NA,NA,NA,NA,"Alice Springs, 60Km S Of, Central Australia",NA,NA,NA,133.53333,NA,NA,6,NA,"592e04eb-c911-4cb0-83a7-38967bf250d0",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"26476",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M12724","Mammalia",359,"Mount Crombie, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985-09-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500843305","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500843305,"Animalia",1,NA,"2013-09-07T07:22:21.000+0000","2016-08-04T15:41:18.209+0000",NA,-26.516,NA,NA,NA,NA,NA,NA,"Mount Crombie",NA,NA,NA,130.9,NA,NA,9,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"27353",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM7356-106","Mammalia",359,"87.5km NW from Forrest., Australia","SU",NA,NA,5,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-04-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501886978","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501886978,"Animalia",1,NA,"2013-09-07T07:24:55.000+0000","2016-08-03T15:43:11.166+0000",NA,-30.03515,NA,NA,NA,NA,NA,NA,"87.5km NW from Forrest.",NA,NA,NA,127.82243,NA,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","BOSCACCI L.J. Louise",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"27364",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM7403-146","Mammalia",359,"Yellabinna (RR), Australia","SU",NA,NA,5,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-04-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501887216","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501887216,"Animalia",1,NA,"2013-09-07T07:24:55.000+0000","2016-08-03T15:43:11.311+0000",NA,-31.53029,NA,NA,NA,NA,NA,NA,"Yellabinna (RR)",NA,NA,NA,132.18976,NA,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","ROBINSON A.C. Tony;KEMPER C.M. Cath;HIGGINBOTTOM K. N/A",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"27484",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M11621","Mammalia",359,"Coronation Bore, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-10-29T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500839561","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500839561,"Animalia",1,NA,"2013-09-07T07:22:21.000+0000","2016-08-04T15:41:16.696+0000",NA,-29.18054,NA,NA,NA,NA,NA,NA,"Coronation Bore",NA,NA,NA,134.14721,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C.,Olman J.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"28073",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M11990","Mammalia",359,"Pidinga Tank, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500840814","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macdonald",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500840814,"Animalia",1,NA,"2013-09-07T07:22:21.000+0000","2016-08-04T15:41:16.970+0000",NA,-30.833,NA,NA,NA,NA,NA,NA,"Pidinga Tank",NA,NA,NA,132.216,NA,NA,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Higginbottom K.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"28366",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.12762","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-10-31T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4006684",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101186380","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5e6383f9-086d-402e-b834-b4df37aa2003",NA,NA,"AM",NA,NA,NA,"AU",1101186380,"Animalia",1,NA,"2016-08-19T08:06:58.604+0000","2016-08-04T14:23:04.033+0000","2015-07-17T07:02:04.849+0000",-28.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, 3KM N OF BARRINGUN (28° 58' S, 145° 42' E) 31/10/1983 - 31/10/1983, Field Collected - Terrestrial"";",145.7,NA,NA,10,NA,"5e6383f9-086d-402e-b834-b4df37aa2003",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","GIBSON, L",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1983,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
