"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventTime","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"7958",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.33374","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-09-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4000078",NA,"Macropodidae",9372,NA,"Australia","1101213396","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30f23581-aee7-4961-b320-74d722cb4101",NA,NA,NA,"AM",NA,NA,NA,"AU",1101213396,"Animalia",1,NA,"2016-08-19T08:07:03.249+0000","2016-08-04T14:24:09.931+0000","2015-07-17T07:03:28.629+0000",-35.533,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Deniliquin (35° 32' S, 144° 57' E) /09/1997 - /09/1997, Shot"";",144.95,NA,9,NA,"30f23581-aee7-4961-b320-74d722cb4101",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae",NA,NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1997,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"8366",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M18638","Mammalia",359,"Coombool Outstation, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,"1996-01-04T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500862905","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queale",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500862905,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:12.009+0000",NA,-33.95,NA,NA,"Coombool Outstation",NA,NA,140.866,NA,1,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"8475",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M19308","Mammalia",359,"Penola Forest Reserve Headquaters, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,"1996-12-15T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500865099","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper&Long",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500865099,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:13.573+0000",NA,-37.45,NA,NA,"Penola Forest Reserve Headquaters",NA,NA,140.833,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Armstrong D., Foulkes J.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"8991",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M18027","Mammalia",359,"Inila Rock Waters, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,"1995-03-25T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500860860","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queale",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500860860,"Animalia",1,NA,"2013-09-07T07:22:23.000+0000","2016-08-04T15:41:12.240+0000",NA,-31.81305,NA,NA,"Inila Rock Waters",NA,NA,133.63444,NA,3,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Owens H.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1995,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"9045",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M20689","Mammalia",359,"Yankalilla, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,"1995-07-15T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500869665","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500869665,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:10.706+0000",NA,-35.466,NA,NA,"Yankalilla",NA,NA,138.366,NA,7,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Egan A.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1995,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"9056",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.40361.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,6,NA,NA,NA,NA,NA,NA,"1995-09-06T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145953",NA,"Macropodidae",9372,NA,"Australia","1101220664","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9d1eaf86-937a-46a3-86c0-63a31429c644",NA,NA,NA,"AM",NA,NA,NA,"AU",1101220664,"Animalia",1,NA,"2016-08-19T08:07:04.565+0000","2016-08-04T14:23:13.664+0000","2015-07-17T07:04:08.171+0000",-30.333,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 40km SE Bourke (30° 20' S, 146° 13' E) 06/09/1995 - 06/09/1995, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",146.216,NA,9,NA,"9d1eaf86-937a-46a3-86c0-63a31429c644",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1995,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"9060",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.40674.002","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,"1995-09-04T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145974",NA,"Macropodidae",9372,NA,"Australia","1101221545","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd959fec-5b19-4520-b57c-ce8f62ec7958",NA,NA,NA,"AM",NA,NA,NA,"AU",1101221545,"Animalia",1,NA,"2016-08-19T08:07:04.706+0000","2016-08-04T14:23:08.244+0000","2015-07-17T07:04:14.524+0000",-29.616,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 50km N Bourke (29° 37' S, 145° 57' E) 04/09/1995 - 04/09/1995, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",145.95,NA,9,NA,"dd959fec-5b19-4520-b57c-ce8f62ec7958",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1995,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"9558",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.40672.002","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,"1994-06-26T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145972",NA,"Macropodidae",9372,NA,"Australia","1101221479","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118f8f9d-210a-4981-9fca-036b44118f79",NA,NA,NA,"AM",NA,NA,NA,"AU",1101221479,"Animalia",1,NA,"2016-08-19T08:07:04.707+0000","2016-08-04T14:23:16.552+0000","2015-07-17T07:04:13.814+0000",-30.816,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Glenariff (30° 49' S, 146° 32' E) 26/06/1994 - 26/06/1994, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",146.533,NA,6,NA,"118f8f9d-210a-4981-9fca-036b44118f79",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1994,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"9613",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.31796","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,"1994-11-08T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4001979",NA,"Macropodidae",9372,NA,"Australia","1101211761","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b701e322-1178-4add-b0eb-10fbfbd4511c",NA,NA,NA,"AM",NA,NA,NA,"AU",1101211761,"Animalia",1,NA,"2016-08-19T08:07:02.972+0000","2016-08-04T14:24:00.892+0000","2015-07-17T07:03:20.400+0000",-34.133,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Mallee Cliffs National Park (34° 08' S, 142° 20' E) 08/11/1994 - 08/11/1994"";",142.333,NA,11,NA,"b701e322-1178-4add-b0eb-10fbfbd4511c",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Gibson, L",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1994,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"9615",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.31604","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,16,NA,NA,NA,NA,NA,NA,"1994-11-16T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4001945",NA,"Macropodidae",9372,NA,"Australia","1101211464","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37986b88-d8f8-4d8c-99e1-a00d58ba5748",NA,NA,NA,"AM",NA,NA,NA,"AU",1101211464,"Animalia",1,NA,"2016-08-19T08:07:02.925+0000","2016-08-04T14:24:02.279+0000","2015-07-17T07:03:18.598+0000",-34.28916,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Gulthul Station, 30 km N of Euston (34° 17' 21"" S, 142° 51' 04"" E) 16/11/1994 - 16/11/1994"";",142.85111,NA,11,NA,"37986b88-d8f8-4d8c-99e1-a00d58ba5748",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Gibson, L",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1994,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"9690",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M18852","Mammalia",359,"Salt Creek, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,"1994-12-15T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500863616","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queale",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500863616,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:11.116+0000",NA,-36.09083,NA,NA,"Salt Creek",NA,NA,139.80027,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Owens H.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1994,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"10070",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"M.40670.001","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,"1993-06-23T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145970",NA,"Macropodidae",9372,NA,"Australia","1101221465","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204e7ec1-7539-4034-bc52-e216b8fccac3",NA,NA,NA,"AM",NA,NA,NA,"AU",1101221465,"Animalia",1,NA,"2016-08-19T08:07:04.703+0000","2016-08-04T14:22:59.644+0000","2015-07-17T07:04:13.788+0000",-27.9,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, 18km N Cunnamulla (27° 54' S, 145° 41' E) 23/06/1993 - 23/06/1993, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",145.683,NA,6,NA,"204e7ec1-7539-4034-bc52-e216b8fccac3",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1993,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"10125",NA,"South Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.32274","Mammalia",359,"South Australia, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,"1993-12-25T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4020738",NA,"Macropodidae",9372,NA,"Australia","1101212341","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dbf55698-99a3-4b3d-a10c-ccbcbbbdcd60",NA,NA,NA,"AM",NA,NA,NA,"AU",1101212341,"Animalia",1,NA,"2016-08-19T08:07:03.063+0000","2016-08-04T14:24:12.115+0000","2015-07-17T07:03:22.845+0000",-35.916,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, Kangaroo Island: West end of Highway,7kms W.Grainger Lagoon. (35° 55' S, 136° 47' E) 25/12/1993 - 25/12/1993, Road kill, Field Collected - Terrestrial"";",136.783,NA,12,NA,"dbf55698-99a3-4b3d-a10c-ccbcbbbdcd60",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Arnold, S J",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1993,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Kangaroo","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",4.76432478855,0.43870913507,TRUE
"10429",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.40348.002","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,"1992-06-30T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145940",NA,"Macropodidae",9372,NA,"Australia","1101220709","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"df2f3796-a741-4460-98ff-5058ad90711f",NA,NA,NA,"AM",NA,NA,NA,"AU",1101220709,"Animalia",1,NA,"2016-08-19T08:07:04.559+0000","2016-08-04T14:23:15.821+0000","2015-07-17T07:04:08.297+0000",-30.633,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Byrock (30° 38' S, 146° 25' E) 30/06/1992 - 30/06/1992, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",146.416,NA,6,NA,"df2f3796-a741-4460-98ff-5058ad90711f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",1992,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"10519",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"OPM38577-1384731","Mammalia",359,"Australia","OP",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,8,NA,NA,NA,NA,NA,NA,"1992-10-08T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","501528186","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501528186,"Animalia",1,NA,"2013-09-07T07:24:04.000+0000","2016-08-03T15:43:55.615+0000",NA,-32.79065,NA,NA,NA,NA,NA,140.25908,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","ARMSTRONG D.M. David",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1992,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
