"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","sampleSizeUnit","sampleSizeValue","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"3234",3238,"http://www.vertnet.org/resources/norms.html","British Columbia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"69395","Mammalia",359,"Copper Canyon, Chemanius River, British Columbia, Canada, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,2220.89,"Canada",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"sex: male; verbatim preservation date: 22 APR 1998",NA,NA,NA,NA,NA,NA,NA,335,NA,"1997-12-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",897079915,"Martes","Martes",2433765,"WGS84",NA,"Jonathan L. Fiely","2004-10-11 00:00:00.0","not recorded",NA,"Geographical Names Board of Canada (NRC website)","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, Canada, British Columbia, Vancouver Island",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown, Joseph A. Cook, Rodney W. Flynn, Karen D. Stone","http://arctos.database.museum/guid/UAM:Mamm:69395?seid=122571",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847","Vancouver Island",NA,"CA",897079915,"Animalia",1,"en","2016-08-09T08:06:23.330+0000","2016-08-09T08:08:12.223+0000","2016-08-09T08:06:23.526+0000",48.86667,NA,NA,NA,NA,NA,NA,NA,"Copper Canyon, Chemanius River","Jonathan L. Fiely",NA,NA,-123.8,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:69395?seid=122571",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:69395","AF=24480; original identifier=3100",NA,NA,"Chordata",44,"skull; spleen (frozen); muscle (frozen); heart (frozen)",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Jerry Baker; Preparator(s): Rodney W. Flynn",NA,"http://arctos.database.museum/guid/UAM:Mamm:69395",NA,NA,NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"Dec 1997","Copper Canyon, Chemanius River",NA,NA,NA,1997,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,"Vancouver","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",34.4345008154,3.95892018255,TRUE
"3247",3251,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"49748","Mammalia",359,"20 mile Glacier Hwy, Juneau mainland, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",23,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,357,NA,"1997-12-23T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897058275,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, United States, Alaska, Juneau Quad, Alexander Archipelago",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:49748?seid=1072298",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"Alexander Archipelago","US",897058275,"Animalia",1,"en","2016-08-09T08:06:11.170+0000","2016-08-09T08:07:32.884+0000","2016-08-09T08:06:11.422+0000",58.43694,NA,NA,NA,NA,NA,NA,NA,"20 mile Glacier Hwy, Juneau mainland","unknown",NA,NA,-134.75,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:49748?seid=1072298",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:49748","AF=20068; original identifier=2706",NA,NA,"Chordata",44,"skull; kidney (frozen); spleen (frozen); muscle (frozen); liver (frozen); heart (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy<br><i>Martes americana</i> identified by Joseph A. Cook, Rodney W. Flynn, Karen D. Stone <i>sensu</i> <a href=""http://arctos.database.museum/publication/10004414"">Stone et al. 2002</a>; method: type specimen Remark: ID from citation in Stone et al. 2002.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Curtis J. McNeill; Preparator(s): Rodney W. Flynn",NA,"http://arctos.database.museum/guid/UAM:Mamm:49748",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"23 Dec 1997","20-mile Glacier Hwy, Juneau mainland",NA,NA,NA,1997,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3248",3252,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"51751","Mammalia",359,"Saint James Bay, Chilkat Range, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,NA,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,335,NA,"1997-12-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897060281,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, United States, Alaska, Juneau Quad, Alexander Archipelago",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:51751?seid=168315",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"Alexander Archipelago","US",897060281,"Animalia",1,"en","2016-08-09T08:06:12.167+0000","2016-08-09T08:07:36.356+0000","2016-08-09T08:06:12.474+0000",58.60694,NA,NA,NA,NA,NA,NA,NA,"Saint James Bay, Chilkat Range","unknown",NA,NA,-135.26389,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:51751?seid=168315","pelt is at ADF&G office in Douglas.",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:51751","AF=24468; original identifier=EO63012",NA,NA,"Chordata",44,"skin (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy<br><i>Martes americana</i> identified by Joseph A. Cook, Rodney W. Flynn, Karen D. Stone <i>sensu</i> <a href=""http://arctos.database.museum/publication/10004414"">Stone et al. 2002</a>; method: type specimen Remark: ID from citation in Stone et al. 2002.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Rodney W. Flynn",NA,"http://arctos.database.museum/guid/UAM:Mamm:51751",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"Dec 1997","Saint James Bay, Chilkat Range",NA,NA,NA,1997,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3323",3327,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","WALLOWA CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"158820","Mammalia",359,"NO LOCALITY, Oregon, WALLOWA CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-12-15T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",686485936,"Martes","Martes",2433765,"WGS84",NA,"N Slade","2007-08-14",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96e20db1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"caurina","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686485936,"Animalia",1,"en","2016-03-28T15:43:48.626+0000","2016-08-03T12:33:15.979+0000","2015-06-05T22:02:33.705+0000",45.4997756232062,NA,NA,NA,NA,NA,NA,NA,"NO LOCALITY",NA,NA,"Center of county",-117.160764223322,NA,NA,12,NA,NA,"96e20db1-1ed8-11e3-bfac-90b11c41863e","1 YEAR",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","PETTY H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,NA,NA,"Martes americana subsp. caurina Merriam, 1890",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218875,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1997,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3459",3463,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"53358","Mammalia",359,"Kah Shakes, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,2000,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",3,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,3,NA,"1996-01-03T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897062145,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"Dictionary of Alaska Place Names (Orth, 1967)","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska, Ketchikan Quad",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:53358?seid=1686156",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897062145,"Animalia",1,"en","2016-08-09T08:06:12.962+0000","2016-08-09T08:07:38.771+0000","2016-08-09T08:06:13.246+0000",55.03333,NA,NA,NA,NA,NA,NA,NA,"Kah Shakes","unknown",NA,NA,-130.96667,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:53358?seid=1686156",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:53358","AF=10688; original identifier=ADFG 2041",NA,NA,"Chordata",44,"skull; kidney (frozen); muscle (frozen); liver (frozen); heart (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): A. J. Slagle; Preparator(s): Douglas Larsen",NA,"http://arctos.database.museum/guid/UAM:Mamm:53358",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"03 Jan 1996","Kah Shakes",NA,NA,NA,1996,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3604",3608,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"48839","Mammalia",359,"near Sinona Lake, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",1,NA,NA,NA,"sex: unknown",NA,NA,NA,NA,NA,NA,NA,336,NA,"1996-12-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897057062,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, United States, Alaska, Gulkana Quad",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:48839?seid=1602220",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897057062,"Animalia",1,"en","2016-08-09T08:06:10.749+0000","2016-08-09T08:07:31.497+0000","2016-08-09T08:06:11.096+0000",62.96667,NA,NA,NA,NA,NA,NA,NA,"near Sinona Lake","unknown",NA,NA,-144.88333,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:48839?seid=1602220","* Between 1 December 1996 - 15 January 1997.",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:48839","AF=17495; original identifier=AF 17495",NA,NA,"Chordata",44,"skull; muscle (frozen); muscle (frozen)",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Bob Flint; Preparator(s): Amber N. Bethe",NA,"http://arctos.database.museum/guid/UAM:Mamm:48839",NA,NA,NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"Dec 1996","near Sinona Lake",NA,NA,NA,1996,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3851",3855,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,"http://www.ncbi.nlm.nih.gov/nuccore/AY121216","PRESERVED_SPECIMEN",NA,NA,NA,"34793","Mammalia",359,"Excursion Inlet, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,2000,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",9,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,9,NA,"1995-01-09T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897041731,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"Dictionary of Alaska Place Names (Orth, 1967)","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, United States, Alaska, Juneau Quad, Alexander Archipelago",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:34793?seid=1025983",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,"Alexander Archipelago","US",897041731,"Animalia",1,"en","2016-08-09T08:06:03.093+0000","2016-08-09T08:07:10.054+0000","2016-08-09T08:06:03.421+0000",58.41667,NA,NA,NA,NA,NA,NA,NA,"Excursion Inlet","unknown",NA,NA,-135.43333,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:34793?seid=1025983",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:34793","AF=10848; GenBank=AY121216; original identifier=ADFG 1418",NA,NA,"Chordata",44,"liver (frozen); kidney (frozen); muscle (frozen); heart (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy<br><i>Martes americana</i> identified by Joseph A. Cook, Rodney W. Flynn, Karen D. Stone <i>sensu</i> <a href=""http://arctos.database.museum/publication/10004414"">Stone et al. 2002</a>; method: type specimen Remark: ID from citation in Stone et al. 2002.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Rodney W. Flynn; Preparator(s): Thomas V. Schumacher",NA,"http://arctos.database.museum/guid/UAM:Mamm:34793",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"09 Jan 1995","Excursion Inlet",NA,NA,NA,1995,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3970",3974,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","JACKSON CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"154456","Mammalia",359,"NO LOCALITY, Oregon, JACKSON CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-11-04T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",686481572,"Martes","Martes",2433765,"WGS84",NA,"N Slade","2007-08-14",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96984bcc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"sierrae","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686481572,"Animalia",1,"en","2016-03-28T15:43:46.927+0000","2016-08-03T12:33:12.909+0000","2015-06-05T22:02:32.067+0000",42.4097560253683,NA,NA,NA,NA,NA,NA,NA,"NO LOCALITY",NA,NA,"Center of county",-122.830855407341,NA,NA,11,NA,NA,"96984bcc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","UNKNOWN",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,NA,NA,"Martes americana subsp. sierrae Grinnell & Storer, 1916",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218877,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1995,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"4064",4068,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","KLAMATH CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"154448","Mammalia",359,"NO LOCALITY, Oregon, KLAMATH CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-12-12T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",686481564,"Martes","Martes",2433765,"WGS84",NA,"N Slade","2007-08-14",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96984140-1ed8-11e3-bfac-90b11c41863e",NA,NA,"sierrae","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686481564,"Animalia",1,"en","2016-03-28T15:43:46.933+0000","2016-08-03T12:33:13.346+0000","2015-06-05T22:02:32.085+0000",42.6597624923021,NA,NA,NA,NA,NA,NA,NA,"NO LOCALITY",NA,NA,"Center of county",-121.750833541445,NA,NA,12,NA,NA,"96984140-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","UNKNOWN",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,NA,NA,"Martes americana subsp. sierrae Grinnell & Storer, 1916",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218877,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1995,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"4066",4070,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"53360","Mammalia",359,"Loring, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,NA,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",15,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,349,NA,"1995-12-15T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897062215,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"Dictionary of Alaska Place Names (Orth, 1967)","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, United States, Alaska, Ketchikan Quad, Alexander Archipelago, Revillagigedo Island",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:53360?seid=726680",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847","Revillagigedo Island","Alexander Archipelago","US",897062215,"Animalia",1,"en","2016-08-09T08:06:12.951+0000","2016-08-09T08:07:39.197+0000","2016-08-09T08:06:13.350+0000",55.60333,NA,NA,NA,NA,NA,NA,NA,"Loring","unknown",NA,NA,-130.63333,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:53360?seid=726680",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:53360","AF=10690; original identifier=ADFG 2044",NA,NA,"Chordata",44,"skull; kidney (frozen); muscle (frozen); liver (frozen); heart (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy<br><i>Martes americana</i> identified by Joseph A. Cook, Rodney W. Flynn, Karen D. Stone <i>sensu</i> <a href=""http://arctos.database.museum/publication/10004414"">Stone et al. 2002</a>; method: type specimen Remark: ID from citation in Stone et al. 2002.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Robert Jahnke; Preparator(s): Douglas Larsen, Ron Parsley Jr.",NA,"http://arctos.database.museum/guid/UAM:Mamm:53360",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"15 Dec 1995","Loring",NA,NA,NA,1995,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
