"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"18597",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM8669","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991-04-16T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066631328","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61ba86b0-3822-48c0-b768-798b62ff2096",NA,NA,NA,"QM",NA,NA,NA,"AU",1066631328,"Animalia",1,NA,"2015-10-19T05:51:16.963+0000","2016-08-04T10:56:19.081+0000","2015-04-30T09:48:43.131+0000",-18.75,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,138.58333,NA,NA,4,NA,"61ba86b0-3822-48c0-b768-798b62ff2096",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1991,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"18754",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM8116","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-06-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066630716","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bb85457d-e121-4826-b1f7-b68a65ddee71",NA,NA,NA,"QM",NA,NA,NA,"AU",1066630716,"Animalia",1,NA,"2015-10-19T05:51:16.876+0000","2016-08-04T10:56:09.887+0000","2015-04-30T09:48:42.652+0000",-17.08333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,144.48333,NA,NA,6,NA,"bb85457d-e121-4826-b1f7-b68a65ddee71",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1990,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"18889",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"C 28726","Mammalia",359,"Torrington, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989-07-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479724324","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479724324,"Animalia",1,NA,"2013-09-07T07:20:04.000+0000","2016-08-03T15:24:06.115+0000",NA,-29.32,NA,NA,NA,NA,NA,NA,"Torrington",NA,NA,NA,151.7,NA,NA,7,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"18937",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M15914","Mammalia",359,"Purple Downs, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989-11-12T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500853900","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queale/Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500853900,"Animalia",1,NA,"2013-09-07T07:22:22.000+0000","2016-08-04T15:41:16.171+0000",NA,-30.79166,NA,NA,NA,NA,NA,NA,"Purple Downs",NA,NA,NA,136.95833,NA,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Allchurch C.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19143",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM6658","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-03-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066629104","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3de430a4-9ab0-4649-b084-ff6e356d3d57",NA,NA,NA,"QM",NA,NA,NA,"AU",1066629104,"Animalia",1,NA,"2015-10-19T05:51:15.941+0000","2016-08-04T10:56:38.883+0000","2015-04-30T09:48:41.405+0000",-25.1,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,150.81667,NA,NA,3,NA,"3de430a4-9ab0-4649-b084-ff6e356d3d57",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1987,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19336",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U0631","Mammalia",359,"Victoria River Bridge Area, Gregory National Park, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1990-01-01T00:00:00.000+0000",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-05-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085841940","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P.G. Horner","bcfc2aa1-874c-41be-8f2d-07b8468b8395",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085841940,"Animalia",1,NA,"2016-08-19T07:37:38.243+0000","2016-08-04T02:31:05.090+0000","2015-05-13T22:31:03.037+0000",-15.46667,NA,NA,NA,NA,NA,NA,"Victoria River Bridge Area, Gregory National Park",NA,NA,NA,131.38333,NA,NA,5,NA,"bcfc2aa1-874c-41be-8f2d-07b8468b8395",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19344",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"U5072","Mammalia",359,"Daly Waters, 10Km S Of, Sa, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1986-01-01T00:00:00.000+0000",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-06-12T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085846178","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Archibald","777afaa0-aa8c-45fd-bc61-0fb32b9b532b",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085846178,"Animalia",1,NA,"2016-08-19T07:37:40.984+0000","2016-08-04T02:31:06.118+0000","2015-05-13T22:31:20.337+0000",-16.35,NA,NA,NA,NA,NA,NA,"Daly Waters, 10Km S Of",NA,NA,NA,133.36667,NA,NA,6,NA,"777afaa0-aa8c-45fd-bc61-0fb32b9b532b",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19357",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"U5071","Mammalia",359,"Renmark, 112Km Nw Of (1Km E Of Cadell T/O, Sa, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1986-01-01T00:00:00.000+0000",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-06-16T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085846169","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Archibald","79dc75e2-1ffe-43f6-98f1-3b90dd244ee0",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085846169,"Animalia",1,NA,"2016-08-19T07:37:40.942+0000","2016-08-04T02:31:15.842+0000","2015-05-13T22:31:20.317+0000",-34.25,NA,NA,NA,NA,NA,NA,"Renmark, 112Km Nw Of (1Km E Of Cadell T/O",NA,NA,NA,139.28333,NA,NA,6,NA,"79dc75e2-1ffe-43f6-98f1-3b90dd244ee0",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19363",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U5003","Mammalia",359,"165Kms West Of Katherine On Victoria Hwy, Victoria River, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,"1986-01-01T00:00:00.000+0000",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-07-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085846025","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Archibald","6de69f4d-d48a-4f9c-874c-45925415d7e5",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085846025,"Animalia",1,NA,"2016-08-19T07:37:40.962+0000","2016-08-04T02:31:05.223+0000","2015-05-13T22:31:20.007+0000",-15.5,NA,NA,NA,NA,NA,NA,"165Kms West Of Katherine On Victoria Hwy, Victoria River",NA,NA,NA,131.33333,NA,NA,7,NA,"6de69f4d-d48a-4f9c-874c-45925415d7e5",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19497",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U1068","Mammalia",359,"Bauhinia Downs, Alligator Yard, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985-09-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085842354","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38e99201-7572-4ca4-b776-15d6e8ca4f4d",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085842354,"Animalia",1,NA,"2016-08-19T07:37:38.361+0000","2016-08-04T02:31:06.041+0000","2015-05-13T22:31:06.757+0000",-16.06667,NA,NA,NA,NA,NA,NA,"Bauhinia Downs, Alligator Yard",NA,NA,NA,135.36667,NA,NA,9,NA,"38e99201-7572-4ca4-b776-15d6e8ca4f4d",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19600",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM6427","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066628852","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5fc244e2-a30a-4195-9e22-49a686cf6e5f",NA,NA,NA,"QM",NA,NA,NA,"AU",1066628852,"Animalia",1,NA,"2015-10-19T05:51:15.911+0000","2016-08-04T10:56:25.374+0000","2015-04-30T09:48:41.188+0000",-20.85,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,144.2,NA,NA,1,NA,"5fc244e2-a30a-4195-9e22-49a686cf6e5f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1984,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19626",NA,"South Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.26216","Mammalia",359,"South Australia, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-10-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4009451",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101204912","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02899ab7-3507-413f-8b23-6ee807400dea",NA,NA,NA,"AM",NA,NA,NA,"AU",1101204912,"Animalia",1,NA,"2016-08-19T08:07:01.839+0000","2016-08-04T14:23:34.624+0000","2015-07-17T07:02:38.933+0000",-33.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, Pandappa Hill, Porcupine Range (33° 11' S, 139° 08' E) /10/1984 - /10/1984, Field Collected - Terrestrial"";",139.133,NA,NA,10,NA,"02899ab7-3507-413f-8b23-6ee807400dea",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","G  Shea & M  Peterson",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1984,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19635",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM13433","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.009,1000,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-12-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066622423","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a9ab31f-04f3-43b2-9021-89930414bc41",NA,NA,NA,"QM",NA,NA,NA,"AU",1066622423,"Animalia",1,NA,"2015-10-19T05:51:14.887+0000","2016-08-04T10:56:18.812+0000","2015-04-30T09:48:35.988+0000",-18.6986146290677,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,138.484256377424,NA,NA,12,NA,"5a9ab31f-04f3-43b2-9021-89930414bc41",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1984,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19774",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM3852","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.01667,1000,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-10-27T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066626414","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9757a82c-7c8d-439f-804a-f6a4c8bf58d6",NA,NA,NA,"QM",NA,NA,NA,"AU",1066626414,"Animalia",1,NA,"2015-10-19T05:51:15.517+0000","2016-08-04T10:56:34.555+0000","2015-04-30T09:48:39.296+0000",-23.5152383713526,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,148.167508014561,NA,NA,10,NA,"9757a82c-7c8d-439f-804a-f6a4c8bf58d6",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1982,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19827",NA,"South Australia","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M11335","Mammalia",359,"EX WHYALLA, South Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-09-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041110","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d3e662c0-9171-4173-a027-8edd22ff307f",NA,NA,"erubescens","ANWC",NA,NA,NA,"AU",332041110,"Animalia",1,NA,"2016-08-19T07:26:20.475+0000","2016-08-03T11:46:29.325+0000","2015-04-30T07:14:33.169+0000",-33.0333,NA,NA,NA,NA,NA,NA,"EX WHYALLA",NA,NA,"ADA RYANS GARDENS",137.5833,NA,NA,9,NA,"d3e662c0-9171-4173-a027-8edd22ff307f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus subsp. erubescens Sclater, 1870",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219973,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro subspecies",NA,1981,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
