"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"3169",3179,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Durango",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"40779","Mammalia",359,"CHOCOLATE, 2 MI NW OF, Durango, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-01-31T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",686370122,"Urocyon","Urocyon",2434558,"WGS84",NA,"Nadya Moreno Almeraya (CONABIO)","2002-12-13",NA,NA,"Localidades 2000, INEGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91c54e3f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"scottii","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686370122,"Animalia",1,"en","2016-03-28T15:43:06.601+0000","2016-08-03T12:33:01.836+0000","2015-06-05T22:01:47.352+0000",25.3103454566735,NA,NA,NA,NA,NA,NA,NA,"CHOCOLATE, 2 MI NW OF",NA,NA,NA,-103.650234824263,NA,NA,1,NA,NA,"91c54e3f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164340,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3172",3182,"http://www.vertnet.org/resources/norms.html","San Luis Potosí",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"6023","Mammalia",359,"Bledos, San Luis Potosí, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"NATIVE","1951-01-20T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",45914504,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,"2004-1-3",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Canidae | Urocyon","North America | Mexico | San Luis Potosí |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:6023",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"MX",45914504,"Animalia",1,"en","2015-03-10T08:52:28.253+0000","2016-08-04T07:23:39.172+0000","2015-03-10T08:52:29.980+0000",21.8415015343585,NA,NA,NA,NA,NA,NA,NA,"Bledos",NA,NA,NA,-101.116159418573,NA,NA,1,NA,"ICZN","urn:catalog:LSUMZ:Mammals:6023",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skull only-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Dalquest, Walter W.",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=6023",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",20,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | Mexico | San Luis Potosí",NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3176",3186,"http://www.vertnet.org/resources/norms.html","Arizona","Maricopa",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"52035","Mammalia",359,"Lat: 32.5748 Long: -112.86ARIZONA: Maricopa County; Ajo, 14 mi N, Arizona, Maricopa, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",NA,21438,"United States",NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,1,NA,NA,NA,"{""totalLengthInMM"":""845"", ""tailLengthInMM"":""350"", ""hindfootLengthInMM"":""125"", ""earLengthInMM"":""70"" }",NA,NA,NA,NA,NA,NA,NA,32,"NATIVE","1951-02-01T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",70182085,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","Maricopa Co is correct for offset",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Canidae |  | Urocyon","| USA | Arizona | Maricopa |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:52035",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878",NA,NA,"US",70182085,"Animalia",1,"en","2015-02-24T03:03:58.157+0000","2016-08-04T04:34:25.142+0000","2015-02-16T16:39:00.094+0000",32.5748441472507,NA,NA,NA,NA,NA,NA,NA,"Lat: 32.5748 Long: -112.86ARIZONA: Maricopa County; Ajo, 14 mi N",NA,NA,NA,-112.860500941486,NA,"2015-01-06T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:UWBM:Mammal:52035","845-350-125-70","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","D. Palmer",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=52035",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",32,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Arizona | Maricopa |  | Lat: 32.5748 Long: -112.86ARIZONA: Maricopa County; Ajo, 14 mi N",NA,"Gray Fox",NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3177",3187,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","SHAWNEE CO",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"39442","Mammalia",359,"TOPEKA, 8 MI E OF STATE CAPITOL BUILDING, Kansas, SHAWNEE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-02-08T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",686368797,"Urocyon","Urocyon",2434558,"WGS84",NA,"N Slade","2006-05-30",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91b414c5-1ed8-11e3-bfac-90b11c41863e",NA,NA,"ocythous","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686368797,"Animalia",1,"en","2016-03-28T15:43:06.110+0000","2016-08-03T12:33:09.539+0000","2015-06-05T22:01:46.861+0000",39.0399759739216,NA,NA,NA,NA,NA,NA,NA,"TOPEKA, 8 MI E OF STATE CAPITOL BUILDING",NA,NA,NA,-95.520098310982,NA,NA,2,NA,NA,"91b414c5-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","COE R W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. ocythous Bangs, 1899",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164339,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3181",3191,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","California","LOS ANGELES CO",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"49832","Mammalia",359,"SAN ANTONIO CANYON; SAN GABRIEL MTS, California, LOS ANGELES CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-03-18T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",686379089,"Urocyon","Urocyon",2434558,"WGS84",NA,"Tamrya D. d'Artenay, Nitin Bhasin, Julian A. Kapoo","2003-03-03",NA,NA,"Terrain Navigator 3.02 USGS 1:24,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9221f439-1ed8-11e3-bfac-90b11c41863e",NA,NA,"californicus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686379089,"Animalia",1,"en","2016-03-28T15:43:09.943+0000","2016-08-03T12:33:05.354+0000","2015-06-05T22:01:50.877+0000",34.1999662314521,NA,NA,NA,NA,NA,NA,NA,"SAN ANTONIO CANYON; SAN GABRIEL MTS",NA,NA,NA,-117.670628428206,NA,NA,3,NA,NA,"9221f439-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","VAUGHAN T A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. californicus Mearns, 1897",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164341,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3186",3196,"http://www.vertnet.org/resources/norms.html","California","Nevada County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"184057","Mammalia",359,"3 mi N Nevada City, California, Nevada County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,5610.17,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",8,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,98,NA,"1951-04-08T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145758799,"Urocyon","Urocyon",2434558,"WGS84",NA,"Kristina Yamamoto","2002-05-13 00:00:00.0","not recorded",NA,"MaNIS Georeferencing Calculator; Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Carnivora Canidae","North America, United States, California, Nevada County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:184057?seid=1601240",1,NA,"townsendi","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145758799,"Animalia",1,"en","2016-08-09T09:38:32.940+0000","2016-08-09T09:40:24.432+0000","2016-08-09T09:38:33.021+0000",39.3028214734251,NA,NA,NA,NA,NA,NA,NA,"3 mi N Nevada City","Kristina Yamamoto",NA,NA,-121.017385993223,NA,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:184057?seid=1601240","ALSO HYOID",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:184057","collector number=1805",NA,NA,"Chordata",44,"skull; baculum","<i>Urocyon cinereoargenteus townsendi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Milton Hildebrand, E. Beck","1805","http://arctos.database.museum/guid/MVZ:Mamm:184057",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus subsp. townsendi Merriam, 1899",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164345,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"8 Apr 1951","3 mi N Nevada City",NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3188",3198,"http://www.vertnet.org/resources/norms.html","Arizona","Gila County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"114485","Mammalia",359,"Sawmill, 27 mi NE Globe, Arizona, Gila County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,14.48,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",23,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1706.88,0,113,NA,"1951-04-23T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145681506,"Urocyon","Urocyon",2434558,"WGS84",NA,"Gary W. Shugart","2003-08-03 00:00:00.0","MaNIS georeferencing guidelines",NA,"AZ GNIS downloaded March 2003","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, Arizona, Gila County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:114485?seid=1443209",1,NA,"scottii","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145681506,"Animalia",1,"en","2016-08-09T09:37:46.185+0000","2016-08-09T09:38:02.520+0000","2016-08-09T09:37:46.302+0000",33.6181284046397,NA,NA,NA,NA,NA,NA,NA,"Sawmill, 27 mi NE Globe","Gary W. Shugart",NA,NA,-110.396250204601,NA,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:114485?seid=1443209",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:114485","collector number=3312",NA,NA,"Chordata",44,"skull","<i>Urocyon cinereoargenteus scottii</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Oliver P. Pearson","3312","http://arctos.database.museum/guid/MVZ:Mamm:114485",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164340,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"23 Apr 1951","Sawmill, 27 mi NE Globe",NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3197",3207,"http://vertnet.org/resources/norms.html","Santa Rosa",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"99412","Mammalia",359,"FINCA LA MORESanta Rosa, Guatemala, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",NA,3370,"Guatemala",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,"NATIVE","1951-08-05T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Guatemala",783990172,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","Extent is half the distance to the Rio Frio to the east","ArcView GNS data","requires verification",NA,"CARNIVORA | CANIDAE | UROCYON","| Guatemala | Santa Rosa |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:99412",NA,NA,"guatemalae","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"GT",783990172,"Animalia",1,"en","2015-07-16T13:28:43.993+0000","2016-08-04T00:58:56.555+0000","2015-04-07T16:40:31.726+0000",14.13333,NA,NA,NA,NA,NA,NA,NA,"FINCA LA MORENA",NA,NA,NA,-90.38333,NA,"2015-04-06T00:00:00.000+0000",8,NA,"ICZN","urn:catalog:UMMZ:Mammals:99412",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skeleton | Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","LUIS DE LA TORRE","1073","http://portal.vertnet.org/o/ummz/mammals?id=99412",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Urocyon cinereoargenteus subsp. guatemalae Miller, 1899",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",217,NA,6164338,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"5 AUG 1951","GUATEMALA | SANTA ROSA | FINCA LA MORENA",NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3199",3209,"http://www.vertnet.org/resources/norms.html","Louisiana","Beauregard",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"6467","Mammalia",359,"10 mi S De Ridder, Louisiana, Beauregard, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"NATIVE","1951-10-27T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",45914508,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,"2002-11-12",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Canidae | Urocyon","North America | USA | Louisiana | Beauregard Parish |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:6467",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"US",45914508,"Animalia",1,"en","2015-03-10T08:52:28.683+0000","2016-08-04T07:23:42.812+0000","2015-03-10T08:52:30.146+0000",30.70118716511,NA,NA,NA,NA,NA,NA,NA,"10 mi S De Ridder",NA,NA,NA,-93.2890011959481,NA,NA,10,NA,"ICZN","urn:catalog:LSUMZ:Mammals:6467",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skin-1, Skull-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Ensminger, A. B.",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=6467",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",300,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | Louisiana | Beauregard Parish",NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3228",3238,"http://www.vertnet.org/resources/norms.html","Durango",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"113519","Mammalia",359,"20 mi W, 8 mi S Durango, Durango, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,13410,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",19,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,78,NA,"1950-03-19T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",1145680393,"Urocyon","Urocyon",2434558,"WGS84",NA,"Nadya Moreno Almeraya","2002-12-13 00:00:00.0","MaNIS georeferencing guidelines",NA,"Localidades 2000, INEGI","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, Mexico, Durango",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:113519?seid=1259879",1,NA,"nigrirostris","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"MX",1145680393,"Animalia",1,"en","2016-08-09T09:37:45.638+0000","2016-08-09T09:38:00.933+0000","2016-08-09T09:37:45.722+0000",23.7329860196774,NA,NA,NA,NA,NA,NA,NA,"20 mi W, 8 mi S Durango","Nadya Moreno Almeraya",NA,"CONABIO suggests: Durango,Durango,Victoria de Durango (Durango), 20 mi W y 8 mi S",-104.786384291668,NA,NA,3,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:113519?seid=1259879","blue card in skull box notes ""skin only, missing 12/18/64"". Has not been verified missing as of 28 March 2014. CJC.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:113519","collector number=644",NA,NA,"Chordata",44,"skull","<i>Urocyon cinereoargenteus nigrirostris</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Carl B. Koford","644","http://arctos.database.museum/guid/MVZ:Mamm:113519",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus subsp. nigrirostris Lichtenstein, 1850",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164348,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"19 Mar 1950","20 mi W, 8 mi S Durango",NA,NA,NA,1950,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
