"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"10",10,"http://www.vertnet.org/resources/norms.html","California","Fresno County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"231433","Mammalia",359,"3 mi SW W terminus of Kamm Ave., Ciervo Hills, California, Fresno County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",30,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,17,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,137,NA,"2014-05-17T00:00:00.000+0000","found as skull and skeleton with minimal dried flesh.",NA,"Canidae",9701,NA,NA,NA,"United States",1145811283,"Vulpes","Vulpes",5219234,"WGS84",NA,"Thomas E. Kucera","2014-05-17 00:00:00.0","not recorded",NA,"GPS","unverified","Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, California, Fresno County",NA,NA,NA,NA,"A",NA,"expert","Thomas E. Kucera","http://arctos.database.museum/guid/MVZ:Mamm:231433?seid=2441595",1,NA,"mutica","MVZ","urn:lsid:biocol.org:col:34777","US",1145811283,"Animalia",1,"en","2016-08-09T09:39:05.791+0000","2016-08-09T09:42:01.051+0000","2016-08-09T09:39:05.911+0000",36.47645,NA,NA,NA,NA,NA,NA,"3 mi SW W terminus of Kamm Ave., Ciervo Hills","Thomas E. Kucera",NA,"GPS error +/- 10 ft.",-120.47792,NA,NA,5,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:231433?seid=2441595",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:231433",NA,NA,NA,"Chordata",44,"skull; partial skeleton","<i>Vulpes macrotis mutica</i> (accepted ID) identified by Thomas E. Kucera; method: expert","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Thomas E. Kucera, Lawrence E. Hunt",NA,"http://arctos.database.museum/guid/MVZ:Mamm:231433",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Vulpes macrotis subsp. mutica Merriam, 1902",NA,NA,"Vulpes macrotis",5219311,"macrotis",NA,NA,6164308,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"17 May 2014","~ 3 mi SW W terminus of Kamm Road, Ciervo Hills, Fresno Co. 36.47645 N, -120.47792 W, +- 10 ft",NA,2014,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",11.5602099081,6.01384412331,TRUE
"16",16,"http://www.vertnet.org/resources/norms.html","California","Kern County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"229749","Mammalia",359,"bike path NW of Stockdale Hwy. and Calloway Dr., Bakersfield, California, Kern County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",235,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,12,NA,"sex=female ; total length=749 mm; tail length=258 mm; hind foot with claw=125 mm; ear from notch=82 mm; reproductive data=Female reproductive organs were not present.",NA,NA,NA,NA,NA,NA,12,NA,"2012-01-12T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,"United States",1145809572,"Vulpes","Vulpes",5219234,"WGS84",NA,"Christopher J. Conroy","2013-09-25 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator","Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, California, Kern County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:229749?seid=2083774",1,NA,"mutica","MVZ","urn:lsid:biocol.org:col:34777","US",1145809572,"Animalia",1,"en","2016-08-09T09:39:04.572+0000","2016-08-09T09:41:58.063+0000","2016-08-09T09:39:04.904+0000",35.35364,NA,NA,NA,NA,NA,NA,"bike path NW of Stockdale Hwy. and Calloway Dr., Bakersfield","Christopher J. Conroy",NA,NA,-119.1177,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:229749?seid=2083774","Previously necropsied. Bite marks on neck and thoracic area.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:229749","Endangered Species Recovery Program, CSU Stanislaus=U138; MVZ Prep Lab Catalog=2179",NA,NA,"Chordata",44,"skin; skull; tissue (frozen); skeleton","<i>Vulpes macrotis mutica</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Endangered Species Recovery Program, California State University, Stanislaus; Preparator(s): Shelby Medina",NA,"http://arctos.database.museum/guid/MVZ:Mamm:229749",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Vulpes macrotis subsp. mutica Merriam, 1902",NA,"FEMALE","Vulpes macrotis",5219311,"macrotis",NA,NA,6164308,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"12 January 2012","By the bike path northwest Stockdale and Calloway, Bakersfield, Kern County, California",NA,2012,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",11.5602099081,6.01384412331,TRUE
"42",42,"http://www.vertnet.org/resources/norms.html","California","Kings County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"229757","Mammalia",359,"On Hwy. 41, 1 mi W of Junction of Hwy.'s 41 and 33, California, Kings County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",205,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,17,NA,"sex=male ; total length=799 mm; tail length=318 mm; hind foot with claw=130 mm; ear from notch=79 mm; reproductive data=Testes scrotal, 17x10mm",NA,NA,NA,NA,NA,NA,48,NA,"2009-02-17T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,"United States",1145809567,"Vulpes","Vulpes",5219234,"WGS84",NA,"Christopher J. Conroy","2013-09-25 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator","Animalia Chordata Mammalia Carnivora Canidae","North America, United States, California, Kings County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:229757?seid=2083782",1,NA,"mutica","MVZ","urn:lsid:biocol.org:col:34777","US",1145809567,"Animalia",1,"en","2016-08-09T09:39:04.611+0000","2016-08-09T09:41:58.025+0000","2016-08-09T09:39:04.901+0000",35.8764,NA,NA,NA,NA,NA,NA,"On Hwy. 41, 1 mi W of Junction of Hwy.'s 41 and 33","Christopher J. Conroy",NA,NA,-120.05876,NA,NA,2,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:229757?seid=2083782","Tail previously removed. Specimen already partially necropsied, so no weight available.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:229757","Endangered Species Recovery Program, CSU Stanislaus=U134; MVZ Prep Lab Catalog=2284",NA,NA,"Chordata",44,"skin; skull; tissue (frozen); skeleton","<i>Vulpes macrotis mutica</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Endangered Species Recovery Program, California State University, Stanislaus; Preparator(s): Emily Pearman",NA,"http://arctos.database.museum/guid/MVZ:Mamm:229757",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Vulpes macrotis subsp. mutica Merriam, 1902",NA,"MALE","Vulpes macrotis",5219311,"macrotis",NA,NA,6164308,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"17 February 2009","1 mile west of Hwy Junction 41 and 43 on Hwy 41, Kings County, California",NA,2009,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",11.5602099081,6.01384412331,TRUE
"57",57,"http://www.vertnet.org/resources/norms.html","California","Kings County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"229740","Mammalia",359,"State Rte. 33, ca. 1.5 mi N of Kern-Kings County line, California, Kings County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",2492,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"2013-09-20T00:00:00.000+0000",21,NA,"sex=male ; total length=761 mm; tail length=263 mm; hind foot with claw=123 mm; ear from notch=75 mm; reproductive data=Testes scrotal, 16x4mm",NA,NA,NA,NA,NA,NA,81,NA,"2008-03-21T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,"United States",1145809554,"Vulpes","Vulpes",5219234,"WGS84",NA,"Christopher J. Conroy","2013-09-20 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator","Animalia Chordata Mammalia Carnivora Canidae","North America, United States, California, Kings County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:229740?seid=2083805",1,NA,"mutica","MVZ","urn:lsid:biocol.org:col:34777","US",1145809554,"Animalia",1,"en","2016-08-09T09:39:04.575+0000","2016-08-09T09:41:58.202+0000","2016-08-09T09:39:04.899+0000",35.8021,NA,NA,NA,NA,NA,NA,"State Rte. 33, ca. 1.5 mi N of Kern-Kings County line","Christopher J. Conroy",NA,NA,-119.99332,NA,NA,3,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:229740?seid=2083805","Previously necropsied. Skull fractured.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:229740","Endangered Species Recovery Program, CSU Stanislaus=U114; MVZ Prep Lab Catalog=2243",NA,NA,"Chordata",44,"skull; tissue (frozen); skeleton","<i>Vulpes macrotis mutica</i> (accepted ID) identified by Anna Petrosky on 2013-09-20; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Endangered Species Recovery Program, California State University, Stanislaus; Preparator(s): Shelby Medina, Emily Pearman",NA,"http://arctos.database.museum/guid/MVZ:Mamm:229740",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Vulpes macrotis subsp. mutica Merriam, 1902",NA,"MALE","Vulpes macrotis",5219311,"macrotis",NA,NA,6164308,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"21 March 2008","State Route 33, approx. 1.5 miles north of Kern-Kings County line, Kings County, California",NA,2008,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",11.5602099081,6.01384412331,TRUE
"66",66,"http://www.vertnet.org/resources/norms.html","California","Kern County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"229730","Mammalia",359,"Bena Landfill, Bakersfield, California, Kern County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",891,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"2013-09-20T00:00:00.000+0000",2,NA,"sex=unknown ; total length=751 mm; tail length=269 mm; hind foot with claw=118 mm; ear from notch=77 mm; reproductive data=No gonads present",NA,NA,NA,NA,NA,NA,246,NA,"2008-09-02T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,"United States",1145809476,"Vulpes","Vulpes",5219234,"WGS84",NA,"Christopher J. Conroy","2013-09-20 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator","Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, California, Kern County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:229730?seid=2083795",1,NA,"mutica","MVZ","urn:lsid:biocol.org:col:34777","US",1145809476,"Animalia",1,"en","2016-08-09T09:39:04.596+0000","2016-08-09T09:41:58.081+0000","2016-08-09T09:39:04.883+0000",35.34928,NA,NA,NA,NA,NA,NA,"Bena Landfill, Bakersfield","Christopher J. Conroy",NA,NA,-118.76246,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:229730?seid=2083795","Specimen was a fresh predator kill: missing all organs, limbs (except right hind foot) were broken or disarticulated, spine broken, several ribs missing or broken.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:229730","Endangered Species Recovery Program, CSU Stanislaus=6396; MVZ Prep Lab Catalog=2252",NA,NA,"Chordata",44,"skull; tissue (frozen); skeleton","<i>Vulpes macrotis mutica</i> (accepted ID) identified by Anna Petrosky on 2013-09-20; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Endangered Species Recovery Program, California State University, Stanislaus; Preparator(s): Shelby Medina",NA,"http://arctos.database.museum/guid/MVZ:Mamm:229730",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Vulpes macrotis subsp. mutica Merriam, 1902",NA,NA,"Vulpes macrotis",5219311,"macrotis",NA,NA,6164308,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2 September 2008","In wash north of red barn, Bena Landfill, Bakersfield, Kern County, California",NA,2008,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",134.401330285,149.734181761,TRUE
"72",72,"http://www.vertnet.org/resources/norms.html","California","Kern County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"229754","Mammalia",359,"Lokern North, California, Kern County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",9023,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,24,NA,"sex=male ; total length=785 mm; tail length=25 mm; hind foot with claw=131 mm; ear from notch=78 mm; reproductive data=Testes scrotal, 24x17mm",NA,NA,NA,NA,NA,NA,359,NA,"2008-12-24T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,"United States",1145809569,"Vulpes","Vulpes",5219234,"WGS84",NA,"Christopher J. Conroy","2013-09-25 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator","Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, California, Kern County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:229754?seid=2083779",1,NA,"mutica","MVZ","urn:lsid:biocol.org:col:34777","US",1145809569,"Animalia",1,"en","2016-08-09T09:39:04.583+0000","2016-08-09T09:41:57.938+0000","2016-08-09T09:39:04.831+0000",35.45735,NA,NA,NA,NA,NA,NA,"Lokern North","Christopher J. Conroy",NA,NA,-119.58894,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:229754?seid=2083779","Previously partially necropsied.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:229754","Endangered Species Recovery Program, CSU Stanislaus=6239; MVZ Prep Lab Catalog=2166",NA,NA,"Chordata",44,"skull; tissue (frozen); skeleton","<i>Vulpes macrotis mutica</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Endangered Species Recovery Program, California State University, Stanislaus; Preparator(s): Shelby Medina, Emily Pearman",NA,"http://arctos.database.museum/guid/MVZ:Mamm:229754",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Vulpes macrotis subsp. mutica Merriam, 1902",NA,"MALE","Vulpes macrotis",5219311,"macrotis",NA,NA,6164308,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"24 December 2008","Lokern North, Kern County, California",NA,2008,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",11.5602099081,6.01384412331,TRUE
"82",82,"http://www.vertnet.org/resources/norms.html","California","Kern County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"229706","Mammalia",359,"Hwy. 166, ca. 0.75 mi E of Cerro Noroeste Rd., Bakersfield, California, Kern County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",631,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,9,NA,"sex=male ; total length=844 mm; tail length=278 mm; hind foot with claw=121 mm; ear from notch=83 mm; weight=2111 g; reproductive data=Testes scrotal, 22x13.5mm",NA,NA,NA,NA,NA,NA,68,NA,"2007-03-09T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,"United States",1145809519,"Vulpes","Vulpes",5219234,"WGS84",NA,"Christopher J. Conroy","2013-09-25 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator","Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, California, Kern County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:229706?seid=2083809",1,NA,"mutica","MVZ","urn:lsid:biocol.org:col:34777","US",1145809519,"Animalia",1,"en","2016-08-09T09:39:04.554+0000","2016-08-09T09:41:57.736+0000","2016-08-09T09:39:04.779+0000",34.95108,NA,NA,NA,NA,NA,NA,"Hwy. 166, ca. 0.75 mi E of Cerro Noroeste Rd., Bakersfield","Christopher J. Conroy",NA,NA,-119.45231,NA,NA,3,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:229706?seid=2083809","Specimen was observed to have a broken jaw, neck, left forelimb and both hind limbs, as well as a severed tail and fractured skull.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:229706","Endangered Species Recovery Program, CSU Stanislaus=U107; MVZ Prep Lab Catalog=1165",NA,NA,"Chordata",44,"skull; tissue (frozen); skeleton","<i>Vulpes macrotis mutica</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Endangered Species Recovery Program, California State University, Stanislaus; Preparator(s): Tiffany Sung, Gerardo A. Cordero, Chinh Lun Lin",NA,"http://arctos.database.museum/guid/MVZ:Mamm:229706",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Vulpes macrotis subsp. mutica Merriam, 1902",NA,"MALE","Vulpes macrotis",5219311,"macrotis",NA,NA,6164308,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"09 March 2007","Highway 166, approximately 3/4 mile east of Cerro Noroeste Rd, Bakersfield, Kern County, California",NA,2007,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",11.5602099081,6.01384412331,TRUE
"138",138,"http://www.vertnet.org/resources/norms.html","California","San Benito County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"229758","Mammalia",359,"Little Panoche Rd., 1 mi S of Mercey Hot Springs, California, San Benito County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",648,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,24,NA,"sex=female ; total length=760 mm; tail length=291 mm; hind foot with claw=117 mm; ear from notch=75 mm",NA,NA,NA,NA,NA,NA,236,NA,"2006-08-24T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,"United States",1145809585,"Vulpes","Vulpes",5219234,"WGS84",NA,"Christopher J. Conroy","2013-10-08 00:00:00.0","GeoLocate",NA,"GeoLocate","checked by curator","Animalia Chordata Mammalia Carnivora Canidae","North America, United States, California, San Benito County",NA,NA,NA,NA,"A",NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:229758?seid=2083821",1,NA,"mutica","MVZ","urn:lsid:biocol.org:col:34777","US",1145809585,"Animalia",1,"en","2016-08-09T09:39:04.610+0000","2016-08-09T09:41:57.831+0000","2016-08-09T09:39:04.836+0000",36.68916,NA,NA,NA,NA,NA,NA,"Little Panoche Rd., 1 mi S of Mercey Hot Springs","Christopher J. Conroy",NA,NA,-120.85653,NA,NA,8,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:229758?seid=2083821","No organs present, upper limbs dislocated.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:229758","Endangered Species Recovery Program, CSU Stanislaus=U093; MVZ Prep Lab Catalog=2259",NA,NA,"Chordata",44,"skull; postcranial skeleton; tissue (frozen)","<i>Vulpes macrotis mutica</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Endangered Species Recovery Program, California State University, Stanislaus; Preparator(s): Meena Nagappan, Emily Pearman, Shelby Medina",NA,"http://arctos.database.museum/guid/MVZ:Mamm:229758",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"Vulpes macrotis subsp. mutica Merriam, 1902",NA,"FEMALE","Vulpes macrotis",5219311,"macrotis",NA,NA,6164308,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"24 August 2006","Little Panoche Road, 1 mile south of Mercey Hot Springs, San Benito County, California",NA,2006,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",11.5602099081,6.01384412331,TRUE
"150",150,"http://vertnet.org/resources/norms.html","New Mexico","Doña Ana",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"5316","Mammalia",359,"2 mi. SW Hatch, New Mexico, Doña Ana, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34907","NORTH_AMERICA",NA,"United States",NA,"4e50e3a6-8d31-44bc-ad3d-de6311ad0943",NA,NA,5,"in collection","{""measurements"":""775-310-127-82=2 kg"" }",NA,NA,NA,NA,0,0,309,"NATIVE","2006-11-05T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,"United States",780339475,"Vulpes","Vulpes",5219234,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification","Carnivora | Canidae | Vulpes","NA | USA | New Mexico | Doña Ana Co. |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:NMMNH:Mammals:5316",NA,NA,NA,"NMMNH","urn:lsid:biocol.org:col:34906","US",780339475,"Animalia",1,"en","2015-04-14T22:17:15.751+0000","2016-08-03T16:49:37.101+0000","2015-04-09T12:29:12.806+0000",32.65,NA,NA,NA,NA,NA,NA,"2 mi. SW Hatch",NA,NA,NA,-107.2,NA,"2015-04-09T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:NMMNH:Mammals:5316","Road-kill","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skeleton | tissue",NA,"DWC_ARCHIVE","US","ac1a4340-812c-11de-86fe-b8a03c50a862","Hafner, D.J.; Hafner, D.J.","DJH 5357","http://portal.vertnet.org/o/nmmnh/mammals?id=5316",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,"Vulpes macrotis Merriam, 1888",NA,"MALE","Vulpes macrotis",5219311,"macrotis",309,NA,5219311,"SPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds","1260 m","5 Nov 2006","NA | USA | New Mexico | Doña Ana Co. | 2 mi. SW Hatch",NA,2006,"2016-08-10",41587,"Vulpes macrotis",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)","Dragoo et al. 1990",NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",134.401330285,149.734181761,TRUE
