"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nameAccordingTo","nameAccordingToID","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"218",218,"http://vertnet.org/resources/norms.html","Colorado","Denver County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"16428","Mammalia",359,"Denver, 5 Polo Field Lane, Colorado, Denver County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,30,"United States",NA,NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2016-04-17T00:00:00.000+0000",9,NA,NA,NA,"age class=immature",NA,NA,NA,NA,NA,1624.5,0.5,"100",NA,"2016-04-09T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1273762922,"Procyon","Procyon",2433592,"WGS84",NA,"Jeffrey T. Stephenson","2016-04-19 00:00:00.0","Google automated georeference",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, Colorado, Denver County",NA,NA,NA,NA,"A",NA,NA,"field","Jim Wilson","http://arctos.database.museum/guid/DMNS:Mamm:16428?seid=3149593",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1273762922,"Animalia",1,"en","2016-07-28T04:44:43.975+0000","2016-08-04T00:09:32.724+0000","2016-06-24T04:06:48.643+0000",39.70859,NA,NA,NA,NA,NA,NA,NA,NA,"Denver, 5 Polo Field Lane","Jeffrey T. Stephenson",NA,NA,-104.9558,NA,NA,4,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:16428?seid=3149593","Found drowned.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:16428",NA,"DZTM: Denver Zoology Tissue Mammal=5551",NA,NA,"Chordata",44,"whole organism (frozen)","<i>Procyon lotor</i> (accepted ID) identified by Jim Wilson on 2016-04-17; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Jim Wilson",NA,"http://arctos.database.museum/guid/DMNS:Mamm:16428",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,"salvage","Procyon lotor (Linnaeus, 1758)",NA,NA,NA,"Procyon lotor",5218786,"lotor",NA,NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"4/9/2016","5 Polo Field Lane, Denver",NA,NA,NA,NA,2016,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
"725",725,"http://vertnet.org/resources/norms.html","Colorado","Boulder County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"16459","Mammalia",359,"Boulder, 5600 Flatiron Parkway, Colorado, Boulder County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,116,"United States",NA,NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2015-04-08T00:00:00.000+0000",8,NA,NA,NA,"age class=juvenile",NA,NA,NA,NA,NA,1588.5,0.5,"98",NA,"2015-04-08T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1288187530,"Procyon","Procyon",2433592,"WGS84",NA,"Jeffrey T. Stephenson","2016-04-05 00:00:00.0","Google automated georeference",NA,"Google Earth and confirmed via pictomety ortho","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, Colorado, Boulder County",NA,NA,NA,NA,"A",NA,NA,"field","Greenwood Wildlife Rehabilitation Center","http://arctos.database.museum/guid/DMNS:Mamm:16459?seid=3172244",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1288187530,"Animalia",1,"en","2016-07-28T04:44:43.839+0000","2016-08-04T00:09:32.953+0000","2016-07-28T04:44:43.848+0000",40.0227,NA,NA,NA,NA,NA,NA,"JUVENILE",NA,"Boulder, 5600 Flatiron Parkway","Jeffrey T. Stephenson",NA,NA,-105.2237,NA,NA,4,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:16459?seid=3172244","Found in a sheriff's office van; engine burns all over; mama ran off.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:16459",NA,"DZTM: Denver Zoology Tissue Mammal=5563; GWRC: Greenwood Wildlife Rehabilitation Center=259",NA,NA,"Chordata",44,"whole organism (frozen)","<i>Procyon lotor</i> (accepted ID) identified by Greenwood Wildlife Rehabilitation Center on 2015-04-08; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Boulder County Animal Control, Greenwood Wildlife Rehabilitation Center",NA,"http://arctos.database.museum/guid/DMNS:Mamm:16459",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,"salvage","Procyon lotor (Linnaeus, 1758)",NA,NA,NA,"Procyon lotor",5218786,"lotor",NA,NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"4/8/2015","5600 Flatiron Parkway, Boulder",NA,NA,NA,NA,2015,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
"767",767,"http://vertnet.org/resources/norms.html","Colorado","Boulder County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"15250","Mammalia",359,"Boulder, 2990 Stanford Avenue, Colorado, Boulder County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,15,"United States",NA,NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2015-05-23T00:00:00.000+0000",23,NA,NA,NA,"age class=juvenile",NA,NA,NA,NA,NA,1677,0,"143",NA,"2015-05-23T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1249234639,"Procyon","Procyon",2433592,"WGS84",NA,"Andrew Charles Doll","2015-01-25 00:00:00.0","Google automated georeference",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, Colorado, Boulder County",NA,NA,NA,NA,"A",NA,NA,"field","Greenwood Wildlife Rehabilitation Center","http://arctos.database.museum/guid/DMNS:Mamm:15250?seid=3125769",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1249234639,"Animalia",1,"en","2016-07-28T04:44:43.558+0000","2016-08-04T00:09:33.733+0000","2016-06-24T04:06:48.023+0000",39.98635,NA,NA,NA,NA,NA,NA,"JUVENILE",NA,"Boulder, 2990 Stanford Avenue","Andrew Charles Doll",NA,NA,-105.2565,NA,NA,5,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:15250?seid=3125769","found in the shed mom never returned to get them. Eyes open.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:15250",NA,"DZTM: Denver Zoology Tissue Mammal=4421; GWRC: Greenwood Wildlife Rehabilitation Center=779",NA,NA,"Chordata",44,"whole organism (frozen)","<i>Procyon lotor</i> (accepted ID) identified by Greenwood Wildlife Rehabilitation Center on 2015-05-23; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Marcia Huber, Greenwood Wildlife Rehabilitation Center",NA,"http://arctos.database.museum/guid/DMNS:Mamm:15250",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,"salvage","Procyon lotor (Linnaeus, 1758)",NA,NA,NA,"Procyon lotor",5218786,"lotor",NA,NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"5/23/2015","2990 Stawford Ave., Boulder",NA,NA,NA,NA,2015,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
"1308",1308,"http://vertnet.org/resources/norms.html","Colorado","Boulder County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14436","Mammalia",359,"Nederland: 4th of July Campground, Colorado, Boulder County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,250,"United States",NA,NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2014-05-28T00:00:00.000+0000",28,NA,NA,NA,"sex=male ; total length=410.3 mm; tail length=94 mm; hind foot with claw=70 mm; ear from notch=35 mm; weight=630.8 g; verbatim preservation date=9 September 2014 ; ectoparasites detected=no ; endoparasites detected=no ; age class=immature",NA,NA,NA,NA,NA,NA,NA,"148",NA,"2014-05-28T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1145099146,"Procyon","Procyon",2433592,"WGS84",NA,"Elaine Perry","2014-10-29 00:00:00.0","BioGeoMancer",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, Colorado, Boulder County",NA,NA,NA,NA,"A",NA,NA,"field","John R. Demboski","http://arctos.database.museum/guid/DMNS:Mamm:14436?seid=2440169",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1145099146,"Animalia",1,"en","2016-07-28T04:44:43.206+0000","2016-08-04T00:09:33.252+0000","2016-07-28T04:44:43.243+0000",39.99508,NA,NA,NA,NA,NA,NA,NA,NA,"Nederland: 4th of July Campground","Elaine Perry",NA,NA,-105.63437,NA,NA,5,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:14436?seid=2440169","Abandoned; the liver has white spots in patches; the kidneys look gray and enlarged; the stomach was 2x the normal size and filled with air and meal.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:14436",NA,"DZTM: Denver Zoology Tissue Mammal=3081; original identifier=GWRC ID 702",NA,NA,"Chordata",44,"liver (frozen); heart (frozen); kidney (frozen); study skin; skeleton","<i>Procyon lotor</i> (accepted ID) identified by John R. Demboski on 2014-05-28; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Monica Weisner, Greenwood Wildlife Rehabilitation Center; Preparator(s): Emily Schenderlein",NA,"http://arctos.database.museum/guid/DMNS:Mamm:14436",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,NA,"Procyon lotor (Linnaeus, 1758)",NA,"MALE",NA,"Procyon lotor",5218786,"lotor",NA,NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"28 May 2014","Nederland: 4th of July Campground",NA,NA,NA,NA,2014,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
"1362",1362,"http://vertnet.org/resources/norms.html","Colorado","Weld County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14424","Mammalia",359,"Windsor: 10972 County Road 72, Colorado, Weld County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,137,"United States",NA,NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2014-06-08T00:00:00.000+0000",8,NA,NA,NA,"sex=female ; total length=395 mm; tail length=102 mm; hind foot with claw=72 mm; ear from notch=36 mm; weight=789.9 g; verbatim preservation date=27 August 2014 ; ectoparasites detected=no ; endoparasites detected=no ; reproductive data=No placental scars",NA,NA,NA,NA,NA,1479,0,"159",NA,"2014-06-08T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1145099151,"Procyon","Procyon",2433592,"WGS84",NA,"Elaine Perry","2014-10-29 00:00:00.0","BioGeoMancer",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, Colorado, Weld County",NA,NA,NA,NA,"A",NA,NA,"field","Greenwood Wildlife Rehabilitation Center","http://arctos.database.museum/guid/DMNS:Mamm:14424?seid=2440159",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1145099151,"Animalia",1,"en","2016-07-28T04:44:43.196+0000","2016-08-04T00:09:33.686+0000","2016-06-24T04:06:47.213+0000",40.50894,NA,NA,NA,NA,NA,NA,NA,NA,"Windsor: 10972 County Road 72","Elaine Perry",NA,NA,-104.85226,NA,NA,6,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:14424?seid=2440159","Immature, orphaned.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:14424",NA,"DZTM: Denver Zoology Tissue Mammal=3059; original identifier=GWRC ID 907",NA,NA,"Chordata",44,"study skin; skeleton; muscle (frozen); liver (frozen); heart, kidney (frozen)","<i>Procyon lotor</i> (accepted ID) identified by Greenwood Wildlife Rehabilitation Center on 2014-06-08; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Weld County Animal Control, Greenwood Wildlife Rehabilitation Center; Preparator(s): Morgana Eckman",NA,"http://arctos.database.museum/guid/DMNS:Mamm:14424",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,NA,"Procyon lotor (Linnaeus, 1758)",NA,"FEMALE",NA,"Procyon lotor",5218786,"lotor",NA,NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2014-06-08","Windsor: 10972 County Rd. 72",NA,NA,NA,NA,2014,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
"1407",1407,NA,"Louisiana","Madison Parish","(host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:19294; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:19295; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:19296",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"15528","Mammalia",359,"Tensas River National Wildlife Refuge, Louisiana, Madison Parish, United States, NORTH_AMERICA","Host (of parasite) specimens",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"b211f32f-326b-43d3-8012-2fbce0cc6dcc",NA,"2014-08-20T00:00:00.000+0000",29,NA,NA,NA,"sex=male ; endoparasite examination=yes ; endoparasites detected=yes ; parts examined=body cavity ; parts examined=mesentery ; parts examined=small intestine ; age class=adult ; parts examined=liver ; stomach contents=not examined",NA,NA,NA,NA,NA,17.5,1.5,"210",NA,"2014-07-29T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1050665233,"Procyon","Procyon",2433592,"WGS84",NA,"Erika T. Gendron","2014-08-20 00:00:00.0","Google automated georeference",NA,"Google auto-suggest georeference","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, Louisiana, Madison Parish",NA,NA,NA,NA,"A",NA,NA,"field","Erika T. Gendron","http://arctos.database.museum/guid/MSB:Host:15528?seid=2438015",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1050665233,"Animalia",1,"en","2016-07-28T04:51:31.583+0000","2016-08-04T12:19:26.300+0000","2016-06-24T04:18:48.952+0000",32.32585,NA,NA,NA,NA,NA,NA,"ADULT",NA,"Tensas River National Wildlife Refuge","Erika T. Gendron",NA,NA,-91.38552,NA,NA,7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MSB:Host:15528?seid=2438015",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Host:15528",NA,"collector number=ETG232",NA,NA,"Chordata",44,NA,"<i>Procyon lotor</i> (accepted ID) identified by Erika T. Gendron on 2014-08-20; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Erika T. Gendron, John Dickson, Eric S. Loker, Sara V. Brant","ETG232","http://arctos.database.museum/guid/MSB:Host:15528",NA,"http://arctosdb.org/home/data/",NA,NA,"Procyon lotor (Linnaeus, 1758)",NA,"MALE",NA,"Procyon lotor",5218786,"lotor",NA,NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"29 July 2014","Tensas River National Wildlife Refuge",NA,NA,NA,NA,2014,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
"1490",1490,"http://www.vertnet.org/resources/norms.html","New Mexico","Grant County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"284706","Mammalia",359,"near Tyrone, along Highway 90, New Mexico, Grant County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,10,"United States",NA,NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2014-09-27T00:00:00.000+0000",27,NA,NA,NA,"sex=female ; total length=710 mm; tail length=250 mm; hind foot with claw=101 mm; ear from notch=57 mm; reproductive data=CSN, no PLSC ; ectoparasite examination=no ; endoparasite examination=no",NA,NA,NA,NA,NA,NA,NA,"270",NA,"2014-09-27T00:00:00.000+0000",NA,"DOR",NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1145313788,"Procyon","Procyon",2433592,"WGS84",NA,"Mammalogy Class 2014","2014-09-27 00:00:00.0","not recorded",NA,"GPS","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, New Mexico, Grant County",NA,NA,NA,NA,"A",NA,NA,"field","Mammalogy Class 2014","http://arctos.database.museum/guid/MSB:Mamm:284706?seid=2670535",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145313788,"Animalia",1,"en","2016-07-28T04:56:08.108+0000","2016-08-04T12:18:29.871+0000","2016-06-24T04:34:22.269+0000",32.70843,NA,NA,NA,NA,NA,NA,NA,NA,"near Tyrone, along Highway 90","Mammalogy Class 2014",NA,NA,-108.2968,NA,NA,9,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:284706?seid=2670535",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:284706",NA,"NK=256849",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; heart, kidney, lung, spleen (frozen); liver (frozen)","<i>Procyon lotor</i> (accepted ID) identified by Mammalogy Class 2014 on 2014-09-27; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Mammalogy Class 2014, Joseph A. Cook, Amanda K. Jones",NA,"http://arctos.database.museum/guid/MSB:Mamm:284706",NA,"http://arctosdb.org/home/data/",NA,"salvage","Procyon lotor (Linnaeus, 1758)",NA,"FEMALE",NA,"Procyon lotor",5218786,"lotor",NA,NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2014-09-27","Near Tyrone, along Highway 90",NA,NA,NA,NA,2014,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
"1791",1791,"http://www.vertnet.org/resources/norms.html","New Mexico","Bernalillo County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"280030","Mammalia",359,"ABQ BioPark Zoo, Albuquerque, New Mexico, Bernalillo County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,500,"United States",NA,NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2013-07-25T00:00:00.000+0000",25,NA,NA,NA,"verbatim collector=Rio Grande Zoo ; sex=female ; total length=789 mm; tail length=225 mm; hind foot with claw=121 mm; ear from notch=62 mm; weight=7.75 kg",NA,NA,NA,NA,NA,NA,NA,"206",NA,"2013-07-25T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1145308576,"Procyon","Procyon",2433592,"WGS84",NA,"Schuyler W. Liphardt","2013-07-25 00:00:00.0","not recorded",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, New Mexico, Bernalillo County",NA,NA,NA,NA,"A",NA,NA,"student","Schuyler W. Liphardt","http://arctos.database.museum/guid/MSB:Mamm:280030?seid=2621531",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145308576,"Animalia",1,"en","2016-07-28T04:56:06.518+0000","2016-08-04T12:18:39.079+0000","2016-07-28T04:56:06.537+0000",35.07838,NA,NA,NA,NA,NA,NA,NA,NA,"ABQ BioPark Zoo, Albuquerque","Schuyler W. Liphardt",NA,"RIO GRAND",-106.66348,NA,NA,7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:280030?seid=2621531","Examined for schistosome trematodes and baylisascaris by Sara Brant 26 July 2013. Animal negative for both.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:280030",NA,"NK=230694; original identifier=BWT 108FL; original identifier=WRI 107",NA,NA,"Chordata",44,"skull; liver (frozen); heart, kidney, lung, spleen (frozen); tongue (frozen)","<i>Procyon lotor</i> (accepted ID) identified by Schuyler W. Liphardt on 2013-07-25; method: student","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): ABQ BioPark; Preparator(s): Schuyler W. Liphardt",NA,"http://arctos.database.museum/guid/MSB:Mamm:280030",NA,"http://arctosdb.org/home/data/",NA,NA,"Procyon lotor (Linnaeus, 1758)",NA,"FEMALE",NA,"Procyon lotor",5218786,"lotor",NA,NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"Before 25 July 2013","USA/NM: Bernalillo County, Rio Grande Zoo",NA,NA,NA,NA,2013,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
"2124",2124,NA,"California","Contra Costa Co.",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"30890","Mammalia",359,"Rodeo, 689 Parker Avenue, California, Contra Costa Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,31,NA,NA,NA,"Tail=85.0mm; Foot=54.0mm; Ear=11.0mm.; Weight=239.0g; Length=290.0mm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-05-31T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,NA,NA,"United States",1269442986,"Procyon","Procyon",2433592,"WGS84",NA,NA,NA,"Google Earth",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae","North America; USA; California; Contra Costa Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:30890",NA,NA,NA,"CAS",NA,NA,NA,"US",1269442986,"Animalia",1,"en","2016-08-09T10:34:02.491+0000","2016-08-04T00:58:25.088+0000","2016-05-23T17:55:24.905+0000",38.02974,NA,NA,NA,NA,NA,NA,NA,NA,"Rodeo, 689 Parker Avenue",NA,NA,NA,-122.26628,NA,NA,5,NA,NA,NA,NA,"urn:catalog:CAS:MAM:30890","Fixed and stored in 95% EtOH, no tissues.",NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"ALC",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","Lindsay Wildlife Museum","PJY083",NA,NA,NA,NA,NA,"Procyon lotor (Linnaeus, 1758)",NA,NA,NA,"Procyon lotor",5218786,"lotor","152",NA,5218786,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"31 May 2012",NA,NA,NA,NA,NA,2012,"2016-08-10",41686,"Procyon lotor",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",873.593127391,1239.84577805,TRUE
