"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate"
"66",NA,NA,NA,"Genbank:","PRESERVED_SPECIMEN",NA,"582235.7570327","Mammalia",359,"Namibia","Mammals",NA,NA,NA,"Namibia",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232",NA,"1993-08-20T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"883871753","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,"Ecological remarks by collector(s): no","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","Locality Unknown, Locality Unknown",NA,"582235",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3f2fae3d1-65b1-4151-a60a-688b2fda40af",1,NA,"USNM",NA,NA,883871753,"Animalia",1,NA,"2016-04-27T20:41:56.974+0000","2016-08-04T00:01:47.559+0000","2016-02-09T18:16:14.053+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"http://n2t.net/ark:/65665/3f2fae3d1-65b1-4151-a60a-688b2fda40af",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Fluid",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","Collector Unknown","NZP 42817",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,"FEMALE","Mustela nigripes",5218985,"nigripes","232",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"20 Aug 1993",NA,NA,1993,2016-08-10
"67","http://vertnet.org/resources/norms.html","Wyoming",NA,NA,"PRESERVED_SPECIMEN",NA,"8277","Mammalia",359,"No specific locality recorded, Wyoming, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,"United States",NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"1992-10-04T00:00:00.000+0000",19,NA,NA,NA,"sex=female ; unformatted measurements=Field weight: 720 grams ; hind foot with claw=56 mm; total length=503 mm; total length=503 mm; tail length=110 mm; hind foot with claw=56 mm; ear from notch=29 mm; weight=730 g; tail length=110 mm; ear from notch=29 mm",NA,NA,NA,NA,NA,NA,"292","UNCERTAIN","1993-10-19T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","1145107336","Mustela","Mustela",2433922,NA,"unknown","2012-07-08 00:00:00.0",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mustelinae;","North America, United States, Wyoming",NA,NA,NA,"A",NA,"field","Wyoming Game and Fish Department","http://arctos.database.museum/guid/DMNS:Mamm:8277?seid=1525559",1,NA,"DMNS","urn:lsid:biocol.org:col:35013","US",1145107336,"Animalia",1,"en","2016-07-28T04:44:46.637+0000","2016-08-04T00:09:30.914+0000","2016-06-24T04:06:55.944+0000",NA,NA,NA,NA,NA,NA,NA,"No specific locality recorded","unknown",NA,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:8277?seid=1525559","This specimen was born 27 May 1992 and died 4 October 1992. This specimen was obtained under permit PRT-764930, subpermit SP87-03.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:8277","preparator number=XM.256; secondary identifier=A-BFF-85; secondary identifier=Studbook # 545",NA,"Chordata",44,"skeleton; study skin","<i>Mustela nigripes</i> (accepted ID) identified by Wyoming Game and Fish Department on 1992-10-04; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Wyoming Game and Fish Department; Preparator(s): Maggie Murphy Lane",NA,"http://arctos.database.museum/guid/DMNS:Mamm:8277","http://creativecommons.org/licenses/by-nc/3.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,"FEMALE","Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"19 October 1993","No specific locality recorded",NA,1993,2016-08-10
"68","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"2803","Mammalia",359,"captive, Namibia","WildlifeMammals",NA,NA,NA,"Namibia",NA,"41a910f3-db13-4520-a3b2-199edb4a32ea",NA,NA,20,NA,NA,NA,"{""measurements"":""Weight=654"" }",NA,NA,NA,NA,NA,NA,"172","NATIVE","1992-06-20T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"465976164","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustela",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:HSU:WildlifeMammals:2803",NA,NA,"HSU","http://grbio.org/cool/jaci-3nzp",NA,465976164,"Animalia",1,"en","2016-03-14T23:28:48.912+0000","2016-08-03T15:45:17.771+0000","2016-03-14T23:28:48.970+0000",NA,NA,NA,NA,NA,NA,NA,"captive",NA,NA,NA,"2016-02-17T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:HSU:WildlifeMammals:2803",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"mount | skeleton",NA,"DWC_ARCHIVE","US","c10e9f64-38b0-4cb9-98d3-92b82cb7256a","Terry Grosz",NA,"http://portal.vertnet.org/o/hsu/wildlifemammals?id=2803","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","172",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"black-footed ferret",1992,2016-08-10
"69","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"2809","Mammalia",359,"captive, Namibia","WildlifeMammals",NA,NA,NA,"Namibia",NA,"41a910f3-db13-4520-a3b2-199edb4a32ea",NA,NA,4,NA,NA,NA,"{""measurements"":""Weight=191"" }",NA,NA,NA,NA,NA,NA,"186","NATIVE","1992-07-04T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"465976177","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustela",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:HSU:WildlifeMammals:2809",NA,NA,"HSU","http://grbio.org/cool/jaci-3nzp",NA,465976177,"Animalia",1,"en","2016-03-14T23:28:48.924+0000","2016-08-03T15:45:17.710+0000","2016-03-14T23:28:48.980+0000",NA,NA,NA,NA,NA,NA,NA,"captive",NA,NA,NA,"2016-02-17T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:HSU:WildlifeMammals:2809",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"mount | skeleton",NA,"DWC_ARCHIVE","US","c10e9f64-38b0-4cb9-98d3-92b82cb7256a","Terry Grosz",NA,"http://portal.vertnet.org/o/hsu/wildlifemammals?id=2809","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","186",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"black-footed ferret",1992,2016-08-10
"70","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"2804","Mammalia",359,"captive, Namibia","WildlifeMammals",NA,NA,NA,"Namibia",NA,"41a910f3-db13-4520-a3b2-199edb4a32ea",NA,NA,4,NA,NA,NA,"{""measurements"":""Weight=948 TotalLength=518"" }",NA,NA,NA,NA,NA,NA,"186","NATIVE","1992-07-04T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"465976167","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustela",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:HSU:WildlifeMammals:2804",NA,NA,"HSU","http://grbio.org/cool/jaci-3nzp",NA,465976167,"Animalia",1,"en","2016-03-14T23:28:48.924+0000","2016-08-03T15:45:17.782+0000","2016-03-14T23:28:48.978+0000",NA,NA,NA,NA,NA,NA,NA,"captive",NA,NA,NA,"2016-02-17T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:HSU:WildlifeMammals:2804",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin | skeleton",NA,"DWC_ARCHIVE","US","c10e9f64-38b0-4cb9-98d3-92b82cb7256a","Terry Grosz",NA,"http://portal.vertnet.org/o/hsu/wildlifemammals?id=2804","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","186",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"black-footed ferret",1992,2016-08-10
"71","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"2808","Mammalia",359,"captive, Namibia","WildlifeMammals",NA,NA,NA,"Namibia",NA,"41a910f3-db13-4520-a3b2-199edb4a32ea",NA,NA,25,NA,NA,NA,"{""measurements"":""Weight=97 TotalLength=204"" }",NA,NA,NA,NA,NA,NA,"207","NATIVE","1992-07-25T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"465976175","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustela",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:HSU:WildlifeMammals:2808",NA,NA,"HSU","http://grbio.org/cool/jaci-3nzp",NA,465976175,"Animalia",1,"en","2016-03-14T23:28:48.924+0000","2016-08-03T15:45:17.710+0000","2016-03-14T23:28:48.980+0000",NA,NA,NA,NA,NA,NA,NA,"captive",NA,NA,NA,"2016-02-17T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:HSU:WildlifeMammals:2808",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"mount | skeleton",NA,"DWC_ARCHIVE","US","c10e9f64-38b0-4cb9-98d3-92b82cb7256a","Terry Grosz",NA,"http://portal.vertnet.org/o/hsu/wildlifemammals?id=2808","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","207",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"black-footed ferret",1992,2016-08-10
"72","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"2806","Mammalia",359,"captive, Namibia","WildlifeMammals",NA,NA,NA,"Namibia",NA,"41a910f3-db13-4520-a3b2-199edb4a32ea",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205","NATIVE","1992-07-23T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"465976171","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustela",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:HSU:WildlifeMammals:2806",NA,NA,"HSU","http://grbio.org/cool/jaci-3nzp",NA,465976171,"Animalia",1,"en","2016-03-14T23:28:48.924+0000","2016-08-03T15:45:17.710+0000","2016-03-14T23:28:48.977+0000",NA,NA,NA,NA,NA,NA,NA,"captive",NA,NA,NA,"2016-02-17T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:HSU:WildlifeMammals:2806",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"mount | skeleton",NA,"DWC_ARCHIVE","US","c10e9f64-38b0-4cb9-98d3-92b82cb7256a","Terry Grosz",NA,"http://portal.vertnet.org/o/hsu/wildlifemammals?id=2806","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","205",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"black-footed ferret",1992,2016-08-10
"73","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"2807","Mammalia",359,"captive, Namibia","WildlifeMammals",NA,NA,NA,"Namibia",NA,"41a910f3-db13-4520-a3b2-199edb4a32ea",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","NATIVE","1992-07-29T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"465976173","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustela",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:HSU:WildlifeMammals:2807",NA,NA,"HSU","http://grbio.org/cool/jaci-3nzp",NA,465976173,"Animalia",1,"en","2016-03-14T23:28:48.925+0000","2016-08-03T15:45:17.710+0000","2016-03-14T23:28:48.977+0000",NA,NA,NA,NA,NA,NA,NA,"captive",NA,NA,NA,"2016-02-17T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:HSU:WildlifeMammals:2807",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"mount | skeleton",NA,"DWC_ARCHIVE","US","c10e9f64-38b0-4cb9-98d3-92b82cb7256a","Terry Grosz",NA,"http://portal.vertnet.org/o/hsu/wildlifemammals?id=2807","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","211",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"black-footed ferret",1992,2016-08-10
"74","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"2805","Mammalia",359,"captive, Namibia","WildlifeMammals",NA,NA,NA,"Namibia",NA,"41a910f3-db13-4520-a3b2-199edb4a32ea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1992-01-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"465976169","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustela",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:HSU:WildlifeMammals:2805",NA,NA,"HSU","http://grbio.org/cool/jaci-3nzp",NA,465976169,"Animalia",1,"en","2016-03-14T23:28:48.928+0000","2016-08-03T15:45:17.777+0000","2016-03-14T23:28:48.973+0000",NA,NA,NA,NA,NA,NA,NA,"captive",NA,NA,NA,"2016-02-17T00:00:00.000+0000",NA,NA,"ICZN","urn:catalog:HSU:WildlifeMammals:2805",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"mount | skeleton",NA,"DWC_ARCHIVE","US","c10e9f64-38b0-4cb9-98d3-92b82cb7256a","Terry Grosz",NA,"http://portal.vertnet.org/o/hsu/wildlifemammals?id=2805","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"black-footed ferret",1992,2016-08-10
"75","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"2810","Mammalia",359,"captive, Namibia","WildlifeMammals",NA,NA,NA,"Namibia",NA,"41a910f3-db13-4520-a3b2-199edb4a32ea",NA,NA,NA,NA,NA,NA,"{""measurements"":""Weight=178 TotalLength=255"" }",NA,NA,NA,NA,NA,NA,NA,"NATIVE","1992-01-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"465976179","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustela",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:HSU:WildlifeMammals:2810",NA,NA,"HSU","http://grbio.org/cool/jaci-3nzp",NA,465976179,"Animalia",1,"en","2016-03-14T23:28:48.933+0000","2016-08-03T15:45:17.710+0000","2016-03-14T23:28:48.985+0000",NA,NA,NA,NA,NA,NA,NA,"captive",NA,NA,NA,"2016-02-17T00:00:00.000+0000",NA,NA,"ICZN","urn:catalog:HSU:WildlifeMammals:2810",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"mount | skeleton",NA,"DWC_ARCHIVE","US","c10e9f64-38b0-4cb9-98d3-92b82cb7256a","Terry Grosz",NA,"http://portal.vertnet.org/o/hsu/wildlifemammals?id=2810","http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"black-footed ferret",1992,2016-08-10
"76",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129737420-3431","Mammalia",359,"Carbon, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"29961",NA,"United States","1274534483","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129737420-3431",NA,NA,"NTSRV",NA,"US",1274534483,"Animalia",1,NA,"2016-06-28T16:49:09.188+0000","2016-08-04T03:33:24.572+0000","2016-06-28T16:49:09.223+0000",NA,NA,NA,NA,NA,NA,NA,"Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1992,2016-08-10
"77",NA,NA,NA,"Genbank:","PRESERVED_SPECIMEN",NA,"582231.7570323","Mammalia",359,"Namibia","Mammals",NA,NA,NA,"Namibia",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"202",NA,"1991-07-21T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"883872039","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,"Ecological remarks by collector(s): no","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","Locality Unknown, Locality Unknown",NA,"582231",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3b6907083-ba47-4804-b4fa-c5a04043cf83",1,NA,"USNM",NA,NA,883872039,"Animalia",1,NA,"2016-04-27T20:23:57.140+0000","2016-08-04T00:01:47.352+0000","2016-02-09T17:18:15.465+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"http://n2t.net/ark:/65665/3b6907083-ba47-4804-b4fa-c5a04043cf83",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Fluid",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","Collector Unknown","NZP 41221",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,"MALE","Mustela nigripes",5218985,"nigripes","202",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"21 Jul 1991",NA,NA,1991,2016-08-10
"78","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"120-98","Mammalia",359,"Big Manhole Cave, Namibia","Fossils",NA,NA,NA,"Namibia",NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333","NATIVE","1991-11-29T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"1058567720","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustelinae | Mustela",NA,NA,NA,NA,NA,NA,NA,"Harris, Arthur H.","urn:catalog:UTEP:Fossils:120-98",1,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,1058567720,"Animalia",1,"en","2015-02-23T03:03:03.215+0000","2016-08-04T13:04:00.779+0000","2015-02-23T03:03:03.265+0000",NA,NA,NA,NA,NA,NA,NA,"Big Manhole Cave",NA,NA,NA,"2015-02-20T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:UTEP:Fossils:120-98",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skull, missing R zygomatic arch; R I1/ I2/ I3/ P2/ P3/ P4/ M1; L I1/  C1/ P2/ P3/ P4/.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Peerman, Steve",NA,"http://portal.vertnet.org/o/utep/fossils?id=120-98",NA,NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","333",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"Big Manhole Cave","Black-footed Ferret",1991,2016-08-10
"79","http://www.vertnet.org/resources/norms.html","Virginia","Warren County",NA,"PRESERVED_SPECIMEN",NA,"127007","Mammalia",359,"Smithsonian Conservation Biology Institute, SE of Front Royal, Virginia, Warren County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",402.34,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"1990-07-31T00:00:00.000+0000",31,NA,NA,NA,"sex=male ; total length=260 mm; tail length=37 mm; hind foot with claw=32 mm; ear from notch=16 mm; age class=juvenile",NA,NA,NA,NA,NA,NA,"212","MANAGED","1990-07-31T00:00:00.000+0000","""Robert""",NA,"Mustelidae",5307,NA,NA,"United States","1145155694","Mustela","Mustela",2433922,"WGS84","Cindy A. Ramotnik","1990-07-31 00:00:00.0","not recorded","Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mustelinae;","North America, United States, Virginia, Warren County",NA,NA,NA,"A",NA,"student","Cindy A. Ramotnik","http://arctos.database.museum/guid/MSB:Mamm:127007?seid=2585732",1,NA,"MSB","urn:lsid:biocol.org:col:34495","US",1145155694,"Animalia",1,"en","2016-07-28T04:55:27.078+0000","2016-08-04T12:18:46.620+0000","2016-06-24T04:32:50.731+0000",38.03618,NA,NA,NA,NA,NA,"JUVENILE","Smithsonian Conservation Biology Institute, SE of Front Royal","Cindy A. Ramotnik",NA,-79.76659,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:127007?seid=2585732","Born 20 June 1990. Pathology report on file. Death # 40659. Tissue preservation: -20C",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:127007","NK=225024; USGS: U.S. Geological Survey=127007; original identifier=SB 247; preparator number=CAR 5132",NA,"Chordata",44,"skin; skull; postcranial skeleton; muscle (frozen); eye (frozen)","<i>Mustela nigripes</i> (accepted ID) identified by Cindy A. Ramotnik on 1990-07-31; method: student","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): United States Fish and Wildlife Service; Preparator(s): Cindy A. Ramotnik",NA,"http://arctos.database.museum/guid/MSB:Mamm:127007","http://arctosdb.org/home/data/",NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,"MALE","Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,"31 July 1990","Virginia: Warren Co. Front Royal Conservation and Research Center",NA,1990,2016-08-10
