"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate"
"278","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,"PRESERVED_SPECIMEN",NA,"46-2135.1","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,3,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"185","NATIVE","1964-07-03T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","1058564113","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustelinae | Mustela","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Tabarani, E. A.","urn:catalog:UTEP:Fossils:46-2135.1",1,NA,"UTEP","http://grbio.org/cool/gq95-3z97","US",1058564113,"Animalia",1,"en","2015-02-23T03:02:54.929+0000","2016-08-04T13:03:59.785+0000","2015-02-23T03:02:54.969+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-2135.1",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Tibia.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-2135-1",NA,NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","185",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Black-footed Ferret",1964,2016-08-10
"279","http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"46-2967.1","Mammalia",359,"Isleta Cave No 2, Namibia","Fossils",NA,NA,NA,"Namibia",NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"183","NATIVE","1964-07-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"1058564800","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustelinae | Mustela",NA,NA,NA,NA,NA,NA,NA,"Harris, Arthur H.","urn:catalog:UTEP:Fossils:46-2967.1",1,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,1058564800,"Animalia",1,"en","2015-02-23T03:02:56.542+0000","2016-08-04T13:04:00.175+0000","2015-02-23T03:02:56.607+0000",NA,NA,NA,NA,NA,NA,NA,"Isleta Cave No 2",NA,NA,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-2967.1","Marked X9.","present","Carnivora",732,NA,NA,NA,"Chordata",44,"baculum",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862",".002",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-2967-1",NA,NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","183",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"Isleta Cave No 2","Black-footed Ferret",1964,2016-08-10
"280","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,"PRESERVED_SPECIMEN",NA,"46-2071.1","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,3,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"185","NATIVE","1964-07-03T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,"United States","1058564678","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mustelidae | Mustelinae | Mustela","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Tabarani, E. A.","urn:catalog:UTEP:Fossils:46-2071.1",1,NA,"UTEP","http://grbio.org/cool/gq95-3z97","US",1058564678,"Animalia",1,"en","2015-02-23T03:02:56.276+0000","2016-08-04T13:04:00.528+0000","2015-02-23T03:02:56.336+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-2071.1",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Dentary p/3  m/1.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-2071-1",NA,NA,NA,"Mustela nigripes (Audubon & Bachman, 1851)",NA,NA,"Mustela nigripes",5218985,"nigripes","185",NA,5218985,"SPECIES",NA,"PhysicalObject",NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Black-footed Ferret",1964,2016-08-10
"281",NA,"South Dakota",NA,NA,"LITERATURE",NA,"2-597502-2698","Mammalia",359,"Jackson, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,849,NA,NA,NA,"1964-10-07T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"15",NA,"United States","1274153451","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-597502-2698",NA,NA,"NTSRV",NA,"US",1274153451,"Animalia",1,NA,"2016-06-28T16:45:24.078+0000","2016-08-04T03:34:56.490+0000","2016-06-28T16:45:24.131+0000",NA,NA,NA,NA,NA,NA,NA,"Jackson",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"282",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129737440-3428","Mammalia",359,"Albany, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"29981",NA,"United States","1274536691","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129737440-3428",NA,NA,"NTSRV",NA,"US",1274536691,"Animalia",1,NA,"2016-06-28T16:49:10.805+0000","2016-08-04T03:33:24.152+0000","2016-06-28T16:49:10.834+0000",NA,NA,NA,NA,NA,NA,NA,"Albany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"283",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129737443-3431","Mammalia",359,"Carbon, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"29984",NA,"United States","1274537366","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129737443-3431",NA,NA,"NTSRV",NA,"US",1274537366,"Animalia",1,NA,"2016-06-28T16:49:11.397+0000","2016-08-04T03:33:24.359+0000","2016-06-28T16:49:11.427+0000",NA,NA,NA,NA,NA,NA,NA,"Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"284",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129727179-3428","Mammalia",359,"Albany, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"19720",NA,"United States","1274491499","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129727179-3428",NA,NA,"NTSRV",NA,"US",1274491499,"Animalia",1,NA,"2016-06-28T16:48:36.068+0000","2016-08-04T03:33:30.541+0000","2016-06-28T16:48:36.118+0000",NA,NA,NA,NA,NA,NA,NA,"Albany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"285",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129727178-3444","Mammalia",359,"Platte, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"19719",NA,"United States","1274491536","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129727178-3444",NA,NA,"NTSRV",NA,"US",1274491536,"Animalia",1,NA,"2016-06-28T16:48:36.100+0000","2016-08-04T03:33:30.431+0000","2016-06-28T16:48:36.133+0000",NA,NA,NA,NA,NA,NA,NA,"Platte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"286",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129737441-3428","Mammalia",359,"Albany, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"29982",NA,"United States","1274536960","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129737441-3428",NA,NA,"NTSRV",NA,"US",1274536960,"Animalia",1,NA,"2016-06-28T16:49:11.001+0000","2016-08-04T03:33:24.280+0000","2016-06-28T16:49:11.032+0000",NA,NA,NA,NA,NA,NA,NA,"Albany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"287",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129727181-3428","Mammalia",359,"Albany, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"19722",NA,"United States","1274491579","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129727181-3428",NA,NA,"NTSRV",NA,"US",1274491579,"Animalia",1,NA,"2016-06-28T16:48:36.131+0000","2016-08-04T03:33:30.182+0000","2016-06-28T16:48:36.166+0000",NA,NA,NA,NA,NA,NA,NA,"Albany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"288",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129727180-3428","Mammalia",359,"Albany, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"19721",NA,"United States","1274491559","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129727180-3428",NA,NA,"NTSRV",NA,"US",1274491559,"Animalia",1,NA,"2016-06-28T16:48:36.116+0000","2016-08-04T03:33:30.517+0000","2016-06-28T16:48:36.166+0000",NA,NA,NA,NA,NA,NA,NA,"Albany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"289",NA,"South Dakota",NA,NA,"LITERATURE",NA,"2-594994-2724","Mammalia",359,"Tripp, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,"1964-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"53",NA,"United States","1274153811","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-594994-2724",NA,NA,"NTSRV",NA,"US",1274153811,"Animalia",1,NA,"2016-06-28T16:45:24.303+0000","2016-08-04T03:34:56.423+0000","2016-06-28T16:45:24.383+0000",NA,NA,NA,NA,NA,NA,NA,"Tripp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1964,2016-08-10
"290",NA,"Wyoming",NA,NA,"UNKNOWN",NA,"9999-129737438-3444","Mammalia",359,"Platte, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.102031",NA,"Mustelidae",5307,"29979",NA,"United States","1274536389","Mustela","Mustela",2433922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999-129737438-3444",NA,NA,"NTSRV",NA,"US",1274536389,"Animalia",1,NA,"2016-06-28T16:49:10.590+0000","2016-08-04T03:33:24.156+0000","2016-06-28T16:49:10.630+0000",NA,NA,NA,NA,NA,NA,NA,"Platte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Mustela nigripes (Audubon & Bachman, 1851)","180557",NA,"Mustela nigripes",5218985,"nigripes",NA,NA,5218985,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1963,2016-08-10
