"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"4828",4856,"not-for-profit use only","Ontario","Kenora",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"21592","Mammalia",359,"Ontario, Kenora, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-12-17T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",891386059,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Kenora",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:21592",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891386059,"Animalia",1,"en","2015-01-22T18:32:01.071+0000","2016-08-04T13:23:38.521+0000","2015-01-22T18:32:01.511+0000",50.1,NA,NA,NA,NA,NA,"ADULT",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-91.91667,"2014-11-19T00:00:00.000+0000",12,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Zarecki, T",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19511217",NA,NA,NA,1951,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4831",4859,"http://vertnet.org/resources/norms.html","British Columbia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-03136","Mammalia",359,"Kinbasket Lake, British Columbia, Canada, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",21485,"Canada",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1951-12-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",812639957,"Martes","Martes",2433765,"WGS84","Gary W. Shugart (PSM)","11/1/2003",NA,NA,"BCGNIS downloaded April 2003/ SoftMap Oct 2003 (www.softmaptechnologies.com); degrees & minutes converted to dec lat/long for calculations; SoftMap uses same lat/long data","requires verification",NA,"Mammalia | Carnivora | Mustelidae | Martes","| Canada | British Columbia |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-03136",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"CA",812639957,"Animalia",1,"en","2016-05-26T20:48:47.584+0000","2016-08-04T09:30:19.841+0000","2016-05-26T20:48:47.591+0000",52.1330652083002,NA,NA,NA,NA,NA,NA,"Kinbasket Lake",NA,NA,-118.450937325289,"2016-05-26T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-03136",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. Webber",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-03136",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,"CANADA | British Columbia | Kinbasket Lake",NA,NA,1951,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4832",4860,"not-for-profit use only","Ontario","Sudbury",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"21611","Mammalia",359,"Symington Twp, Ontario, Sudbury, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-12-12T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211852868,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Sudbury",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:21611",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211852868,"Animalia",1,"en","2016-05-26T13:57:49.786+0000","2016-08-04T13:23:35.684+0000","2016-05-26T13:57:58.234+0000",47.45,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT","Symington Twp",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-82.78333,"2016-05-19T00:00:00.000+0000",12,NA,NA,"URI:catalog:ROM:Mammals:21611",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Devos, A","M1074",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19511212","Symington Twp",NA,NA,1951,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4835",4863,"not-for-profit use only","Ontario","Sudbury",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"21608","Mammalia",359,"Ontario, Sudbury, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-12-18T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",891386333,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Sudbury",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:21608",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891386333,"Animalia",1,"en","2015-01-22T18:31:54.820+0000","2016-08-04T13:23:35.132+0000","2015-01-22T18:31:54.893+0000",47.36667,NA,NA,NA,NA,NA,"ADULT",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-83.26667,"2014-11-19T00:00:00.000+0000",12,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"bone",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Devos, A",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19511218",NA,NA,NA,1951,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4866",4894,"not-for-profit use only","Ontario","Algoma",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"20138","Mammalia",359,"Desbiens Township, Ontario, Algoma, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-01-29T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211851899,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Algoma",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:20138",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211851899,"Animalia",1,"en","2016-05-26T13:57:48.798+0000","2016-08-04T13:23:34.963+0000","2016-05-26T13:57:57.646+0000",47.08333,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT","Desbiens Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-84.03333,"2016-05-19T00:00:00.000+0000",1,NA,NA,"URI:catalog:ROM:Mammals:20138",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Roberts, O",NA,NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19500129","Desbiens Township",NA,NA,1950,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4870",4898,"not-for-profit use only","Ontario","Algoma",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"20136","Mammalia",359,"Ontario, Algoma, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-01-16T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",891386068,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Algoma",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:20136",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891386068,"Animalia",1,"en","2015-01-22T18:31:54.597+0000","2016-08-04T13:23:34.789+0000","2015-01-22T18:31:54.640+0000",47.11667,NA,NA,NA,NA,NA,"ADULT",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-83.51667,"2014-11-19T00:00:00.000+0000",1,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Kinahan, F",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19500116",NA,NA,NA,1950,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4882",4910,"not-for-profit use only","Ontario","Algoma",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"20184","Mammalia",359,"Talbott Township, Ontario, Algoma, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",5.9,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-02-27T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211842877,"Martes","Martes",2433765,"WGS84","Janet Sit (ROM)","20070208","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A501, Hornepayne, 42 F, 1:250,000, Edition 3, 1995","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Algoma",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:20184",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211842877,"Animalia",1,"en","2016-05-26T13:57:39.324+0000","2016-08-04T13:23:37.157+0000","2016-05-26T13:57:51.730+0000",49.2530899990674,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT","Talbott Township",NA,NA,-83.98163,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:20184",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Mitchell, D",NA,NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19500227","Talbott Township",NA,NA,1950,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4888",4916,"not-for-profit use only","Ontario","Algoma",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"20188","Mammalia",359,"Ontario, Algoma, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",5.94,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-03-07T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",891386079,"Martes","Martes",2433765,"WGS84","Janet Sit (ROM)","20070215","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Natural Resources Canada, Series A501, Foleyet, 42 B, 1:250,000, Edition 4, 1995","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Algoma",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:20188",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891386079,"Animalia",1,"en","2015-01-22T18:31:58.915+0000","2016-08-04T13:23:36.576+0000","2015-01-22T18:31:59.507+0000",48.8623099990655,NA,NA,NA,NA,NA,"ADULT",NA,NA,NA,-83.5188,"2014-11-19T00:00:00.000+0000",3,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Nyman, M",NA,NA,"parous","https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19500307",NA,NA,NA,1950,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4899",4927,"not-for-profit use only","Ontario","Sudbury",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"20769","Mammalia",359,"Blamey Township, Ontario, Sudbury, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-11-23T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211853246,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Sudbury",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:20769",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211853246,"Animalia",1,"en","2016-05-26T13:57:50.149+0000","2016-08-04T13:23:35.551+0000","2016-05-26T13:57:58.539+0000",47.63333,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT","Blamey Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-82.66667,"2016-05-19T00:00:00.000+0000",11,NA,NA,"URI:catalog:ROM:Mammals:20769",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Tremblay, P",NA,NA,"no emb",NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"FEMALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19501123","Blamey Township",NA,NA,1950,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4906",4934,"not-for-profit use only","Ontario","Sudbury",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"20792","Mammalia",359,"Ontario, Sudbury, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-12-15T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",891386383,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Sudbury",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:20792",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891386383,"Animalia",1,"en","2015-01-22T18:31:53.551+0000","2016-08-04T13:23:34.876+0000","2015-01-22T18:31:53.645+0000",46.33333,NA,NA,NA,NA,NA,"ADULT",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-81.63333,"2014-11-19T00:00:00.000+0000",12,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Prinskel",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19501215",NA,NA,NA,1950,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"4929",4957,"not-for-profit use only","Ontario","Sudbury",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"19521","Mammalia",359,"Sadler Township, Ontario, Sudbury, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-02-15T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211854846,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Sudbury",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:19521",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211854846,"Animalia",1,"en","2016-05-26T13:57:52.082+0000","2016-08-04T13:23:35.790+0000","2016-05-26T13:58:00.129+0000",48.15,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT","Sadler Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-83.18333,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:19521",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Elencoff, C; Crichton, V",NA,NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19490215","Sadler Township",NA,NA,1949,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
