"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","waterBody","year","downloadDate"
"748","http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"120-52","Mammalia",359,"Big Manhole Cave, Namibia","Fossils",NA,NA,NA,"Namibia",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152","NATIVE","1989-06-01T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,NA,"1058567706","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes",NA,NA,NA,NA,NA,NA,NA,"Harris, Arthur H.","urn:catalog:UTEP:Fossils:120-52",2,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,NA,1058567706,"Animalia",1,"en","2015-02-23T03:03:03.181+0000","2016-08-04T13:04:00.616+0000","2015-02-23T03:03:03.252+0000",NA,NA,NA,NA,NA,NA,NA,"Big Manhole Cave",NA,NA,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UTEP:Fossils:120-52",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"FEMUR R; FEMUR DIST HALF R",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","BLM (Goodbar, James)",NA,"http://portal.vertnet.org/o/utep/fossils?id=120-52",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","152",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"Big Manhole Cave","Swift Fox",NA,1989,2016-08-10
"749","http://vertnet.org/resources/norms.html","Colorado","Las Animas",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"25942","Mammalia",359,"PINON CANYON MANEUVER SITE, Colorado, Las Animas, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"197","NATIVE","1989-07-16T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","48098461","Vulpes","Vulpes",5219234,"WGS84",NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | CANIDAE | VULPES","North America | USA | Colorado | Las Animas |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"fdbd7a58-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",48098461,"Animalia",1,"en","2015-05-12T17:06:06.106+0000","2016-08-04T07:44:23.987+0000","2015-05-12T17:06:06.123+0000",37.55611,NA,NA,NA,NA,NA,NA,"PINON CANYON MANEUVER SITE",NA,NA,-103.43111,"2015-04-12T00:00:00.000+0000",7,NA,"ICZN","fdbd7a58-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","KUENZI, J L",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=25942",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","197",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America | USA | COLORADO | LAS ANIMAS",NA,NA,1989,2016-08-10
"750",NA,"South Dakota",NA,NA,NA,NA,"LITERATURE",NA,NA,"2-595528-2686","Mammalia",359,"Fall River, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,969,NA,NA,NA,"1989-07-18T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"28",NA,"United States","1274683776","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-595528-2686",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274683776,"Animalia",1,NA,"2016-06-28T16:52:02.688+0000","2016-08-04T03:33:03.596+0000","2016-06-28T16:52:02.712+0000",NA,NA,NA,NA,NA,NA,NA,"Fall River",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2016-08-10
"751",NA,"South Dakota",NA,NA,NA,NA,"LITERATURE",NA,NA,"2-595528-2719","Mammalia",359,"Shannon, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,969,NA,NA,NA,"1989-07-18T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"28",NA,"United States","1274683864","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-595528-2719",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274683864,"Animalia",1,NA,"2016-06-28T16:52:02.758+0000","2016-08-04T03:33:03.515+0000","2016-06-28T16:52:02.782+0000",NA,NA,NA,NA,NA,NA,NA,"Shannon",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2016-08-10
"752",NA,"South Dakota",NA,NA,NA,NA,"LITERATURE",NA,NA,"2-596456-2686","Mammalia",359,"Fall River, South Dakota, United States, NORTH_AMERICA","SD-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,976,NA,NA,NA,"1989-07-25T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"26",NA,"United States","1274682904","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-596456-2686",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274682904,"Animalia",1,NA,"2016-06-28T16:52:01.981+0000","2016-08-04T03:33:03.684+0000","2016-06-28T16:52:02.016+0000",NA,NA,NA,NA,NA,NA,NA,"Fall River",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2016-08-10
"753",NA,"Wyoming",NA,NA,NA,NA,"UNKNOWN",NA,NA,"2-1136174-3431","Mammalia",359,"Carbon, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989-01-01T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"70734",NA,"United States","1274453581","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-1136174-3431",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274453581,"Animalia",1,NA,"2016-06-28T16:48:08.930+0000","2016-08-04T03:33:35.491+0000","2016-06-28T16:48:09.005+0000",NA,NA,NA,NA,NA,NA,NA,"Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2016-08-10
"754",NA,"Wyoming",NA,NA,NA,NA,"UNKNOWN",NA,NA,"2-1136128-3431","Mammalia",359,"Carbon, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989-01-01T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"70688",NA,"United States","1274447241","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-1136128-3431",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274447241,"Animalia",1,NA,"2016-06-28T16:48:05.550+0000","2016-08-04T03:33:36.464+0000","2016-06-28T16:48:05.615+0000",NA,NA,NA,NA,NA,NA,NA,"Carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2016-08-10
"755",NA,"Wyoming",NA,NA,NA,NA,"UNKNOWN",NA,NA,"2-1136163-3428","Mammalia",359,"Albany, Wyoming, United States, NORTH_AMERICA","WY-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989-01-01T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"70723",NA,"United States","1274453441","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-1136163-3428",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274453441,"Animalia",1,NA,"2016-06-28T16:48:08.864+0000","2016-08-04T03:33:35.479+0000","2016-06-28T16:48:08.889+0000",NA,NA,NA,NA,NA,NA,NA,"Albany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,2016-08-10
"756","http://vertnet.org/resources/norms.html","New Mexico","Eddy",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"119-23","Mammalia",359,"Algerita Blossom Cave; Pecos River, New Mexico, Eddy, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,2,NA,NA,NA,NA,NA,"WISCONSINAN",NA,NA,1280,0,"154","NATIVE","1988-06-02T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058567525","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | EDDY |  |  |  |",NA,NA,NA,NA,NA,NA,"Harris, Arthur H.","urn:catalog:UTEP:Fossils:119-23",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058567525,"Animalia",1,"en","2015-02-23T03:03:02.704+0000","2016-08-04T13:04:01.386+0000","2015-02-23T03:03:02.804+0000",NA,NA,"WISCONSINAN",NA,NA,NA,NA,"Algerita Blossom Cave; Pecos River",NA,NA,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UTEP:Fossils:119-23","RECOVERED EARLIER BY DIGGERS.","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"L dentary m/1.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Harris, Arthur H. (BLM)",NA,"http://portal.vertnet.org/o/utep/fossils?id=119-23",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","154",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1280 M",NA,"USA | NM | Eddy | Algerita Blossom Cave; Pecos River","Swift Fox",NA,1988,2016-08-10
"757",NA,"Nebraska",NA,NA,NA,NA,"UNKNOWN",NA,NA,"45-5966-2052","Mammalia",359,"Sioux, Nebraska, United States, NORTH_AMERICA","NE-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1457,NA,NA,NA,"1988-06-01T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"4",NA,"United States","1274115496","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-5966-2052",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274115496,"Animalia",1,NA,"2016-06-28T16:45:02.621+0000","2016-08-04T03:35:07.268+0000","2016-06-28T16:45:02.674+0000",NA,NA,NA,NA,NA,NA,NA,"Sioux",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016-08-10
"758","http://vertnet.org/resources/norms.html","New Mexico","Eddy",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"119-7","Mammalia",359,"Algerita Blossom Cave; Pecos River, New Mexico, Eddy, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,2,NA,NA,NA,NA,NA,"WISCONSINAN",NA,NA,1280,0,"154","NATIVE","1988-06-02T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058567444","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | EDDY |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UTEP:Fossils:119-7",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058567444,"Animalia",1,"en","2015-02-23T03:03:02.521+0000","2016-08-04T13:04:00.439+0000","2015-02-23T03:03:02.561+0000",NA,NA,"WISCONSINAN",NA,NA,NA,NA,"Algerita Blossom Cave; Pecos River",NA,NA,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UTEP:Fossils:119-7",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"L dentary.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Harris, Arthur H.",NA,"http://portal.vertnet.org/o/utep/fossils?id=119-7",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","154",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1280 M",NA,"USA | NM | Eddy | Algerita Blossom Cave; Pecos River","Swift Fox",NA,1988,2016-08-10
"759","http://vertnet.org/resources/norms.html","New Mexico","Eddy",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"119-106","Mammalia",359,"Algerita Blossom Cave; Pecos River, New Mexico, Eddy, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,2,NA,NA,NA,NA,NA,"WISCONSINAN",NA,NA,1280,0,"154","NATIVE","1988-06-02T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058567651","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | EDDY |  |  |  |",NA,NA,NA,NA,NA,NA,"Harris, Arthur H.","urn:catalog:UTEP:Fossils:119-106",2,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058567651,"Animalia",1,"en","2015-02-23T03:03:03.057+0000","2016-08-04T13:04:01.382+0000","2015-02-23T03:03:03.108+0000",NA,NA,"WISCONSINAN",NA,NA,NA,NA,"Algerita Blossom Cave; Pecos River",NA,NA,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UTEP:Fossils:119-106",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"ILIUM R & L",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Harris, Arthur H. (BLM)",NA,"http://portal.vertnet.org/o/utep/fossils?id=119-106",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","154",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1280 M",NA,"USA | NM | Eddy | Algerita Blossom Cave; Pecos River","Swift Fox",NA,1988,2016-08-10
"760","http://vertnet.org/resources/norms.html","New Mexico","Eddy",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"119-83","Mammalia",359,"Algerita Blossom Cave; Pecos River, New Mexico, Eddy, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,2,NA,NA,NA,NA,NA,"WISCONSINAN",NA,NA,1280,0,"154","NATIVE","1988-06-02T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058567070","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | EDDY |  |  |  |",NA,NA,NA,NA,NA,NA,"Harris, Arthur H.","urn:catalog:UTEP:Fossils:119-83",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058567070,"Animalia",1,"en","2015-02-23T03:03:01.433+0000","2016-08-04T13:04:00.570+0000","2015-02-23T03:03:01.465+0000",NA,NA,"WISCONSINAN",NA,NA,NA,NA,"Algerita Blossom Cave; Pecos River",NA,NA,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UTEP:Fossils:119-83",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Canine.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Harris, Arthur H.",NA,"http://portal.vertnet.org/o/utep/fossils?id=119-83",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","154",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1280 M",NA,"USA | NM | Eddy | Algerita Blossom Cave; Pecos River","Swift Fox",NA,1988,2016-08-10
