"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","waterBody","year","downloadDate"
"463",NA,"Colorado",NA,NA,NA,NA,"LITERATURE",NA,NA,"17-12288-279","Mammalia",359,"Bent, Colorado, United States, NORTH_AMERICA","CO-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-06-28T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"95",NA,"United States","1274271575","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17-12288-279",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274271575,"Animalia",1,NA,"2016-06-28T16:46:31.823+0000","2016-08-04T03:34:23.369+0000","2016-06-28T16:46:31.907+0000",NA,NA,NA,NA,NA,NA,NA,"Bent",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-10
"464",NA,"Oklahoma",NA,NA,NA,NA,"UNKNOWN",NA,NA,"55-1905-2332","Mammalia",359,"Beaver, Oklahoma, United States, NORTH_AMERICA","OK-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-07-31T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"12",NA,"United States","1273925592","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-1905-2332",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1273925592,"Animalia",1,NA,"2016-06-28T16:43:15.635+0000","2016-08-04T03:32:34.649+0000","2016-06-28T16:43:15.663+0000",NA,NA,NA,NA,NA,NA,NA,"Beaver",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-10
"465",NA,"Kansas",NA,NA,NA,NA,"UNKNOWN",NA,NA,"31-3863-954","Mammalia",359,"Hamilton, Kansas, United States, NORTH_AMERICA","KS-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,1158,NA,NA,NA,"1996-07-30T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"2",NA,"United States","1274225341","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31-3863-954",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274225341,"Animalia",1,NA,"2016-06-28T16:46:06.201+0000","2016-08-04T03:34:36.114+0000","2016-06-28T16:46:06.263+0000",NA,NA,NA,NA,NA,NA,NA,"Hamilton",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-10
"466",NA,"Kansas",NA,NA,NA,NA,"UNKNOWN",NA,NA,"31-4924-952","Mammalia",359,"Greeley, Kansas, United States, NORTH_AMERICA","KS-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,1119,NA,NA,NA,"1996-07-30T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"3",NA,"United States","1274334598","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31-4924-952",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274334598,"Animalia",1,NA,"2016-06-28T16:47:05.693+0000","2016-08-04T03:34:05.612+0000","2016-06-28T16:47:05.725+0000",NA,NA,NA,NA,NA,NA,NA,"Greeley",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-10
"467","http://vertnet.org/resources/norms.html","Kansas","Sherman",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"32847","Mammalia",359,"8 1/2 MI S, 6 MI E EDSON, Kansas, Sherman, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196","NATIVE","1996-07-14T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","48098527","Vulpes","Vulpes",5219234,"WGS84",NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | CANIDAE | VULPES","North America | USA | Kansas | Sherman |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"fe3601df-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",48098527,"Animalia",1,"en","2015-05-12T17:06:09.577+0000","2016-08-04T07:44:27.058+0000","2015-05-12T17:06:09.583+0000",39.33717,NA,NA,NA,NA,NA,NA,"8 1/2 MI S, 6 MI E EDSON",NA,NA,-101.42755,"2015-04-12T00:00:00.000+0000",7,NA,"ICZN","fe3601df-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","KDWP",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=32847",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","196",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America | USA | KANSAS | SHERMAN",NA,NA,1996,2016-08-10
"468",NA,"Colorado",NA,NA,NA,NA,"LITERATURE",NA,NA,"17-12271-310","Mammalia",359,"Lincoln, Colorado, United States, NORTH_AMERICA","CO-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-08-01T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"84",NA,"United States","1274272100","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17-12271-310",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274272100,"Animalia",1,NA,"2016-06-28T16:46:32.197+0000","2016-08-04T03:34:23.311+0000","2016-06-28T16:46:32.303+0000",NA,NA,NA,NA,NA,NA,NA,"Lincoln",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-10
"469","http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","THOMAS CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"156035","Mammalia",359,"COUNTY RD G & COUNTY RD 3, 7 MI E OF JUNCTION, Kansas, THOMAS CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,21,NA,NA,NA,"TotalLength: 810.0; TailLength: 307.0; HindFoot: 128.0; EarLength: 65.0",NA,NA,NA,NA,NA,NA,NA,NA,"1996-08-21T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","686483151","Vulpes","Vulpes",5219234,"WGS84","N Slade","2006-06-07",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96ad8327-1ed8-11e3-bfac-90b11c41863e",NA,NA,"velox","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686483151,"Animalia",1,"en","2016-03-28T15:43:47.583+0000","2016-08-03T12:33:09.929+0000","2015-06-05T22:02:32.709+0000",39.1999508116696,NA,NA,NA,NA,NA,NA,"COUNTY RD G & COUNTY RD 3, 7 MI E OF JUNCTION",NA,NA,-101.220256899232,NA,8,NA,NA,"96ad8327-1ed8-11e3-bfac-90b11c41863e","ROADKILL",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","KDWP",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Vulpes velox subsp. velox",NA,NA,"Vulpes velox",5219290,"velox",NA,NA,6164315,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,NA,1996,2016-08-10
"470",NA,"Colorado",NA,NA,NA,NA,"LITERATURE",NA,NA,"17-12280-317","Mammalia",359,"Morgan, Colorado, United States, NORTH_AMERICA","CO-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-08-03T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"88",NA,"United States","1274271362","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17-12280-317",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274271362,"Animalia",1,NA,"2016-06-28T16:46:31.722+0000","2016-08-04T03:34:23.410+0000","2016-06-28T16:46:31.761+0000",NA,NA,NA,NA,NA,NA,NA,"Morgan",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-10
"471","http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","WALLACE CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"156036","Mammalia",359,"WALLACE, 9.5 MI N, 0.9 MI E OF, Kansas, WALLACE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-08-04T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","686483152","Vulpes","Vulpes",5219234,"WGS84","N Slade","2006-06-09",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96ad87a8-1ed8-11e3-bfac-90b11c41863e",NA,NA,"velox","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686483152,"Animalia",1,"en","2016-03-28T15:43:47.495+0000","2016-08-03T12:33:09.440+0000","2015-06-05T22:02:32.700+0000",39.0399519531108,NA,NA,NA,NA,NA,NA,"WALLACE, 9.5 MI N, 0.9 MI E OF",NA,NA,-101.570265259513,NA,8,NA,NA,"96ad87a8-1ed8-11e3-bfac-90b11c41863e","276800E 4325500N; SHOT",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","KDWP",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Vulpes velox subsp. velox",NA,NA,"Vulpes velox",5219290,"velox",NA,NA,6164315,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,NA,1996,2016-08-10
"472","http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","SHERMAN CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"156026","Mammalia",359,"EDSON, 7.5 MI S OF, Kansas, SHERMAN CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,"TotalLength: 746.0; TailLength: 278.0; HindFoot: 127.0; EarLength: 73.0",NA,NA,NA,NA,NA,NA,NA,NA,"1996-08-29T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","686483142","Vulpes","Vulpes",5219234,"WGS84","N Slade","2006-05-31",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96ad5b27-1ed8-11e3-bfac-90b11c41863e",NA,NA,"velox","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686483142,"Animalia",1,"en","2016-03-28T15:43:47.581+0000","2016-08-03T12:33:09.925+0000","2015-06-05T22:02:32.705+0000",39.2199490132481,NA,NA,NA,NA,NA,NA,"EDSON, 7.5 MI S OF",NA,NA,-101.540265802986,NA,8,NA,NA,"96ad5b27-1ed8-11e3-bfac-90b11c41863e","280734E 4344980N; ROADKILL",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","KDWP",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Vulpes velox subsp. velox",NA,NA,"Vulpes velox",5219290,"velox",NA,NA,6164315,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,NA,1996,2016-08-10
"473",NA,"Kansas",NA,NA,NA,NA,"UNKNOWN",NA,NA,"31-5912-944","Mammalia",359,"Finney, Kansas, United States, NORTH_AMERICA","KS-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,892,NA,NA,NA,"1996-08-20T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104178",NA,"Canidae",9701,NA,"22",NA,"United States","1273876964","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31-5912-944",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1273876964,"Animalia",1,NA,"2016-06-28T16:42:48.296+0000","2016-08-04T03:32:41.827+0000","2016-06-28T16:42:48.325+0000",NA,NA,NA,NA,NA,NA,NA,"Finney",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Vulpes velox (Say, 1823)","180607",NA,"Vulpes velox",5219290,"velox",NA,NA,5219290,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-10
"474","http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","SHERMAN CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"156025","Mammalia",359,"EDSON, 7 MI S, 8.5 MI E OF, Kansas, SHERMAN CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,"; TailLength: 297.0; HindFoot: 124.0; EarLength: 59.0",NA,NA,NA,NA,NA,NA,NA,NA,"1996-08-12T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","686483141","Vulpes","Vulpes",5219234,"WGS84","N Slade","2006-05-31",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96ad56be-1ed8-11e3-bfac-90b11c41863e",NA,NA,"velox","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686483141,"Animalia",1,"en","2016-03-28T15:43:47.572+0000","2016-08-03T12:33:09.580+0000","2015-06-05T22:02:32.702+0000",39.2299495766856,NA,NA,NA,NA,NA,NA,"EDSON, 7 MI S, 8.5 MI E OF",NA,NA,-101.380261502906,NA,8,NA,NA,"96ad56be-1ed8-11e3-bfac-90b11c41863e","293690E 4346900N",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","KDWP",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Vulpes velox subsp. velox",NA,NA,"Vulpes velox",5219290,"velox",NA,NA,6164315,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,NA,1996,2016-08-10
"475","http://vertnet.org/resources/norms.html","Kansas","Sherman",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"32845","Mammalia",359,"5 1/2 MI S, 1 MI W EDSON, Kansas, Sherman, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","NATIVE","1996-08-08T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","48098525","Vulpes","Vulpes",5219234,"WGS84",NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | CANIDAE | VULPES","North America | USA | Kansas | Sherman |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"fe35fd95-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",48098525,"Animalia",1,"en","2015-05-12T17:06:09.571+0000","2016-08-04T07:44:27.026+0000","2015-05-12T17:06:09.578+0000",39.33722,NA,NA,NA,NA,NA,NA,"5 1/2 MI S, 1 MI W EDSON",NA,NA,-101.55874,"2015-04-12T00:00:00.000+0000",8,NA,"ICZN","fe35fd95-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","KDWP",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=32845",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","221",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America | USA | KANSAS | SHERMAN",NA,NA,1996,2016-08-10
