"","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","institutionCode","institutionID","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1037",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM3856","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,"1982-10-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066626334","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75e62600-9acc-475c-a5c5-5ddf8648ffa4",NA,"QM",NA,NA,"AU",1066626334,"Animalia",1,NA,"2015-10-19T05:51:15.519+0000","2016-08-04T10:56:36.268+0000","2015-04-30T09:48:39.246+0000",-23.85,NA,NA,"-",NA,NA,148.13333,NA,10,NA,"75e62600-9acc-475c-a5c5-5ddf8648ffa4",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1982,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1044",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM13620","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.009,1000,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,"1979-08-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066622578","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96bfbe1f-e40c-4262-8dbc-ba93362619ec",NA,"QM",NA,NA,"AU",1066622578,"Animalia",1,NA,"2015-10-19T05:51:14.916+0000","2016-08-04T10:56:38.167+0000","2015-04-30T09:48:36.112+0000",-24.865222986095,NA,NA,"-",NA,NA,151.117475030623,NA,8,NA,"96bfbe1f-e40c-4262-8dbc-ba93362619ec",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1979,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1049",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM13027","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.0045,500,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"1977-10-07T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066621955","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3cbd589f-478b-435e-9156-7303a5fa37a3",NA,"QM",NA,NA,"AU",1066621955,"Animalia",1,NA,"2015-10-19T05:51:14.828+0000","2016-08-04T10:56:31.208+0000","2015-04-30T09:48:35.671+0000",-23.06667,NA,NA,"-",NA,NA,149.53333,NA,10,NA,"3cbd589f-478b-435e-9156-7303a5fa37a3",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1977,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1050",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM1947","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"1976-06-12T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066624639","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6663eb2a-54cd-4739-8ed1-7045b721df3d",NA,"QM",NA,NA,"AU",1066624639,"Animalia",1,NA,"2015-10-19T05:51:15.263+0000","2016-08-04T10:56:38.479+0000","2015-04-30T09:48:37.836+0000",-24.95,NA,NA,"-",NA,NA,150.08333,NA,6,NA,"6663eb2a-54cd-4739-8ed1-7045b721df3d",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1976,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1051",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM1951","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"1976-06-12T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066624682","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86028841-73d3-48f9-ba03-115fe0c7df04",NA,"QM",NA,NA,"AU",1066624682,"Animalia",1,NA,"2015-10-19T05:51:15.260+0000","2016-08-04T10:56:37.658+0000","2015-04-30T09:48:37.886+0000",-24.56667,NA,NA,"-",NA,NA,149.98333,NA,6,NA,"86028841-73d3-48f9-ba03-115fe0c7df04",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1976,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1056",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM1164","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"1975-04-02T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066620763","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21b5eb4d-f438-4ba2-870b-b1362c73d669",NA,"QM",NA,NA,"AU",1066620763,"Animalia",1,NA,"2015-10-19T05:51:14.622+0000","2016-08-04T10:56:27.102+0000","2015-04-30T09:48:34.855+0000",-21.45,NA,NA,"-",NA,NA,148.53333,NA,4,NA,"21b5eb4d-f438-4ba2-870b-b1362c73d669",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1975,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1059",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM12887","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.0045,500,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"1975-07-12T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066621843","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7410281a-d17d-4410-8993-f813b02ed705",NA,"QM",NA,NA,"AU",1066621843,"Animalia",1,NA,"2015-10-19T05:51:14.804+0000","2016-08-04T10:56:34.621+0000","2015-04-30T09:48:35.567+0000",-23.56667,NA,NA,"-",NA,NA,149.18333,NA,7,NA,"7410281a-d17d-4410-8993-f813b02ed705",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1975,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1062",NA,"Queensland","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M18040","Mammalia",359,"NARYAYEN CSIRO RESEARCH STATION, MUNDUBBERA, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"1973-01-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332036818","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"626f6af9-f185-4bfc-a136-2232f34307c0",NA,"ANWC",NA,NA,"AU",332036818,"Animalia",1,NA,"2016-08-19T07:26:23.479+0000","2016-08-03T11:46:23.773+0000","2015-04-30T07:14:36.968+0000",-25.5833,NA,NA,"NARYAYEN CSIRO RESEARCH STATION, MUNDUBBERA",NA,"AIRSTRIP",151.3,NA,1,NA,"626f6af9-f185-4bfc-a136-2232f34307c0",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped Wallaby",1973,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1063",NA,"Queensland","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M03304","Mammalia",359,"NARAYEN CSIRO RESEARCH STATION, MUNDUBBERA, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"1973-02-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332036662","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b8a14af-4f9d-4dfd-bb1c-a057ca7af72e",NA,"ANWC",NA,NA,"AU",332036662,"Animalia",1,NA,"2016-08-19T07:26:18.718+0000","2016-08-03T11:46:23.874+0000","2015-04-30T07:14:28.749+0000",-25.7167,NA,NA,"NARAYEN CSIRO RESEARCH STATION, MUNDUBBERA",NA,NA,150.8333,NA,2,NA,"0b8a14af-4f9d-4dfd-bb1c-a057ca7af72e",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped Wallaby",1973,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1064",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 10731","Mammalia",359,"Koorongara district, Queensland, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"1970-04-09T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479577526","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,"AU",479577526,"Animalia",1,NA,"2013-09-07T07:19:53.000+0000","2016-08-03T15:24:07.975+0000",NA,-28.1,NA,NA,"Koorongara district",NA,NA,151.25,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1970,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1082",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 17614","Mammalia",359,"32 km north of Miles, Queensland, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"1968-09-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479634400","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,"AU",479634400,"Animalia",1,NA,"2013-09-07T07:19:57.000+0000","2016-08-03T15:24:07.307+0000",NA,-26.67,NA,NA,"32 km north of Miles",NA,NA,150.18,NA,9,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,NA,1968,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1089",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J14267","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"1966-06-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066612468","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45e85a5d-7084-43dc-b438-b0a453bfbed6",NA,"QM",NA,NA,"AU",1066612468,"Animalia",1,NA,"2015-10-19T05:51:12.667+0000","2016-08-04T10:56:22.071+0000","2015-04-30T09:48:28.683+0000",-19.73333,NA,NA,"-",NA,NA,147.46667,NA,6,NA,"45e85a5d-7084-43dc-b438-b0a453bfbed6",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1966,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1091",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M00441","Mammalia",359,"VINEGAR HILL SCRUB, NEAR LEGUME, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"1962-02-17T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332036645","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4ec95ba0-f6a6-4615-bec0-bf1f6dd6d66c",NA,"ANWC",NA,NA,"AU",332036645,"Animalia",1,NA,"2016-08-19T07:26:17.948+0000","2016-08-03T11:46:25.297+0000","2015-04-30T07:14:27.164+0000",-28.4667,NA,NA,"VINEGAR HILL SCRUB, NEAR LEGUME",NA,NA,152.25,NA,2,NA,"4ec95ba0-f6a6-4615-bec0-bf1f6dd6d66c",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped Wallaby",1962,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1093",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J21156","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,"1961-06-28T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066615107","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b4029583-c21c-400c-b903-a7961be21c81",NA,"QM",NA,NA,"AU",1066615107,"Animalia",1,NA,"2015-10-19T05:51:13.709+0000","2016-08-04T10:57:00.942+0000","2015-04-30T09:48:30.654+0000",-28.16667,NA,NA,"-",NA,NA,151.76667,NA,6,NA,"b4029583-c21c-400c-b903-a7961be21c81",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped wallaby",1961,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1098",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M00434","Mammalia",359,"WALLABY CREEK, TOOLOOM, 5 KM W OF URBENVILLE, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"1961-09-02T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332036644","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bce329bd-aa85-48ad-bc43-4b549858de59",NA,"ANWC",NA,NA,"AU",332036644,"Animalia",1,NA,"2016-08-19T07:26:17.916+0000","2016-08-03T11:46:25.435+0000","2015-04-30T07:14:27.205+0000",-28.5,NA,NA,"WALLABY CREEK, TOOLOOM, 5 KM W OF URBENVILLE",NA,NA,152.4333,NA,9,NA,"bce329bd-aa85-48ad-bc43-4b549858de59",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped Wallaby",1961,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
"1101",NA,"Queensland","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M00044","Mammalia",359,"PALEN CREEK, 40 KM SSW OF BEAUDESERT, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.00139,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"1960-04-24T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332036637","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"976c37f2-9615-48d5-8527-ee143d44b269",NA,"ANWC",NA,NA,"AU",332036637,"Animalia",1,NA,"2016-08-19T07:26:17.885+0000","2016-08-03T11:46:25.106+0000","2015-04-30T07:14:27.026+0000",-28.3333,NA,NA,"PALEN CREEK, 40 KM SSW OF BEAUDESERT",NA,"PRISON FARM",152.7722,NA,4,NA,"976c37f2-9615-48d5-8527-ee143d44b269",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus dorsalis (Gray, 1837)",NA,"Macropus dorsalis",5219980,"dorsalis",NA,NA,5219980,"SPECIES",NA,NA,NA,NA,NA,NA,"Black-striped Wallaby",1960,2016-08-25,40562,"Macropus dorsalis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",64.9603069601,51.0669088217,TRUE
