"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"503",503,"http://vertnet.org/resources/norms.html","Washington","Jefferson",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-02654","Mammalia",359,"Kalaloch River, Washington, Jefferson, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",5323,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"NATIVE","1951-01-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812638299,"Spilogale","Spilogale",2434820,"WGS84",NA,"Jasmine Gallaher (UWBM)","7/4/2003",NA,NA,"Topo USA 4.0","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Washington | Jefferson |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-02654",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812638299,"Animalia",1,"en","2016-05-26T20:48:47.368+0000","2016-08-04T09:30:12.108+0000","2016-05-26T20:48:47.410+0000",47.63744,NA,NA,NA,NA,NA,NA,NA,"Kalaloch River",NA,NA,NA,-124.35941,NA,"2016-05-26T00:00:00.000+0000",1,"ICZN","urn:catalog:PSM:Mammal:Mammal-02654",NA,"present","Carnivora",732,NA,"1190",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","M. L. Johnson",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-02654",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",4,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Washington | Jefferson | Kalaloch River",NA,1951,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"517",517,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","California","DEL NORTE CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"151922","Mammalia",359,"REQUA, California, DEL NORTE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States","1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,"TotalLength: 416.0; TailLength: 130.0; HindFoot: 50.0; EarLength: 23.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-08-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686479040,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2007-01-17",NA,NA,"Topozone 1:25000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"968408bf-1ed8-11e3-bfac-90b11c41863e",NA,NA,"phenax","KU","http://grbio.org/cool/iakn-125z","US",686479040,"Animalia",1,"en","2016-03-28T15:43:46.114+0000","2016-08-03T12:33:12.575+0000","2015-06-05T22:02:31.166+0000",41.5397571383507,NA,NA,NA,NA,NA,NA,NA,"REQUA",NA,NA,NA,-124.060870160681,NA,NA,8,NA,"968408bf-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale gracilis subsp. phenax Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,6164472,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,1950,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"530",530,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","LANE CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"151914","Mammalia",359,"MCKENZIE RIVER, S FORK OF, Oregon, LANE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States","1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,4,NA,NA,NA,"TotalLength: 425.0; TailLength: 133.0; HindFoot: 48.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-02-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686479032,"Spilogale","Spilogale",2434820,"WGS84",NA,"Gary W. Shugart (PSM)","2002-07-02",NA,NA,"Topo USA 4.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9683d900-1ed8-11e3-bfac-90b11c41863e",NA,NA,"latifrons","KU","http://grbio.org/cool/iakn-125z","US",686479032,"Animalia",1,"en","2016-03-28T15:43:46.082+0000","2016-08-03T12:33:14.487+0000","2015-06-05T22:02:31.193+0000",43.9797439005537,NA,NA,NA,NA,NA,NA,NA,"MCKENZIE RIVER, S FORK OF",NA,NA,"midpoint creek miles mouth to source",-122.170866117596,NA,NA,2,NA,"9683d900-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,1949,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"533",533,"http://vertnet.org/resources/norms.html","British Columbia",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"M006014","Mammalia",359,"Huntingdon, British Columbia, Canada, NORTH_AMERICA","CTC",NA,"NORTH_AMERICA",NA,"Canada","3ad882bb-cd21-4201-8b83-3684bfc6d830","Cowan Tetrapod Collection - Mammal",NA,16,NA,NA,"in collection","{ ""tailLengthInMillimeters""=""130"", ""footLengthInMillimeters""=""50"", ""headBodyLengthInMillimeters""=""413"" }",NA,NA,NA,NA,NA,NA,NA,106,"NATIVE","1949-04-16T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada",786006795,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mephitidae | Spilogale","North America | Canada | BC | Lower Mainland |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UBCBBM:CTC:M006014",1,NA,"latifrons","UBCBBM",NA,"CA",786006795,"Animalia",1,"en","2015-04-07T23:36:57.405+0000","2016-08-03T15:27:12.223+0000","2015-04-07T23:36:57.420+0000",49.00641,NA,NA,NA,NA,NA,NA,NA,"Huntingdon",NA,NA,NA,-122.26444,NA,"2015-04-06T00:00:00.000+0000",4,"ICZN","urn:catalog:UBCBBM:CTC:M006014",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","b542788f-0dc2-4a2b-b652-fceced449591","K. Racey","2247","http://portal.vertnet.org/o/ubcbbm/ctc?id=m006014",NA,NA,NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",106,NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"16 April 1949","North America | Canada | BC | Lower Mainland | Huntingdon","Western Spotted Skunk",1949,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"534",534,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Texas","BREWSTER CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"151921","Mammalia",359,"STILLWELL RANCH, Texas, BREWSTER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States","1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,10,NA,NA,NA,"TotalLength: 393.0; TailLength: 141.0; HindFoot: 45.0; EarLength: 25.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-06-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686479039,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2008-08-15",NA,NA,"Google earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"968402c5-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leucoparia","KU","http://grbio.org/cool/iakn-125z","US",686479039,"Animalia",1,"en","2016-03-28T15:43:46.111+0000","2016-08-03T12:33:03.816+0000","2015-06-05T22:02:31.190+0000",29.64,NA,NA,NA,NA,NA,NA,NA,"STILLWELL RANCH",NA,NA,NA,-103.07,NA,NA,6,NA,"968402c5-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A & PORTER R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale gracilis subsp. leucoparia Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,6164473,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,1949,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"535",535,"http://vertnet.org/resources/norms.html","Washington","Clallam",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-02162","Mammalia",359,"Forks, 5 mi NE on hwy 101, Washington, Clallam, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",3553,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,"NATIVE","1949-08-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812638171,"Spilogale","Spilogale",2434820,"WGS84",NA,"Jasmine Gallaher (UWBM)","4/7/2003",NA,NA,"Topo USA 4.0","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Washington | Clallam |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-02162",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812638171,"Animalia",1,"en","2016-05-26T20:48:47.157+0000","2016-08-04T09:30:13.633+0000","2016-05-26T20:48:47.283+0000",48.0134,NA,NA,NA,NA,NA,NA,NA,"Forks, 5 mi NE on hwy 101",NA,NA,NA,-124.3909,NA,"2016-05-26T00:00:00.000+0000",8,"ICZN","urn:catalog:PSM:Mammal:Mammal-02162",NA,"present","Carnivora",732,NA,"101",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","M. L. Johnson",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-02162",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",234,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Washington | Clallam | Forks, 5 mi NE on hwy 101",NA,1949,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"549",549,"http://vertnet.org/resources/norms.html","Washington","Pierce",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-01042","Mammalia",359,"Arletta, junction Horsehead Bay Rd, storehouse, Washington, Pierce, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",7898,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"NATIVE","1947-01-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812637641,"Spilogale","Spilogale",2434820,"WGS84",NA,"John Rozdilsky (UWBM)","6/4/2003",NA,NA,"GNIS","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Washington | Pierce |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-01042",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812637641,"Animalia",1,"en","2016-05-26T20:48:46.579+0000","2016-08-04T09:30:10.606+0000","2016-05-26T20:48:46.613+0000",47.2899970093443,NA,NA,NA,NA,NA,NA,NA,"Arletta, junction Horsehead Bay Rd, storehouse",NA,NA,NA,-122.667332239294,NA,"2016-05-26T00:00:00.000+0000",1,"ICZN","urn:catalog:PSM:Mammal:Mammal-01042",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Cheney, P. W.",NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","M. Manfredi; Cheney, P. W.",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-01042",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",1,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Washington | Pierce | Arletta, junction Horsehead Bay Rd, storehouse",NA,1947,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"554",554,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","California","FRESNO CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"154222","Mammalia",359,"NORRIS' MOTEL, California, FRESNO CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States","1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1947-09-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686481338,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2007-01-18",NA,NA,"Topozone 1:25000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9696cf46-1ed8-11e3-bfac-90b11c41863e",NA,NA,"phenax","KU","http://grbio.org/cool/iakn-125z","US",686481338,"Animalia",1,"en","2016-03-28T15:43:46.861+0000","2016-08-03T12:33:06.466+0000","2015-06-05T22:02:31.992+0000",36.6598871726621,NA,NA,NA,NA,NA,NA,NA,"NORRIS' MOTEL",NA,NA,"georeferenced as county",-119.830704942253,NA,NA,9,NA,"9696cf46-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","MONTRELLO",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale gracilis subsp. phenax Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,6164472,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,1947,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"555",555,"http://vertnet.org/resources/norms.html","California","Siskiyou",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-08193","Mammalia",359,"Tule Lake, California, Siskiyou, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",8541,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,"NATIVE","1947-10-20T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812644730,"Spilogale","Spilogale",2434820,"WGS84",NA,"Catherine E. Dana (MVZ)","10/7/2002",NA,NA,"Terrain Navigator 3.02 USGS 1:24,000","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | California | Siskiyou |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-08193",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812644730,"Animalia",1,"en","2016-05-26T20:48:49.824+0000","2016-08-04T09:30:02.025+0000","2016-05-26T20:48:49.867+0000",41.8889851014312,NA,NA,NA,NA,NA,NA,NA,"Tule Lake",NA,NA,NA,-121.475554603302,NA,"2016-05-26T00:00:00.000+0000",10,"ICZN","urn:catalog:PSM:Mammal:Mammal-08193",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. G. Jewett",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-08193",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",293,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | California | Siskiyou | Tule Lake",NA,1947,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"561",561,NA,"Arizona","Pinal",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"820","Mammalia",359,"Oracle; 1 mi SE, Arizona, Pinal, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States","75018539-6328-41de-b875-7c2e61dc1635",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,"NATIVE","1944-02-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",735695682,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale","North America;United States;Arizona;Pinal;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:820",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834","US",735695682,"Animalia",1,"en","2015-02-17T07:02:29.370+0000","2016-08-04T01:32:41.850+0000","2015-02-17T07:02:29.378+0000",32.60583,NA,NA,NA,NA,NA,NA,NA,"Oracle; 1 mi SE",NA,NA,NA,-110.77583,NA,"2014-10-10T00:00:00.000+0000",2,"ICZN","urn:catalog:SBMNH:MAM:820",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",54,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America; United States; Arizona; Pinal; ; ; ;",NA,1944,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"562",562,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Texas","MASON CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"14669","Mammalia",359,"MASON, 20 MI S OF, Texas, MASON CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States","1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1944-12-18T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686344235,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2008-08-13",NA,NA,"Google earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90a85cd1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leucoparia","KU","http://grbio.org/cool/iakn-125z","US",686344235,"Animalia",1,"en","2016-03-28T15:42:56.969+0000","2016-08-03T12:33:03.761+0000","2015-06-05T22:01:37.157+0000",30.45,NA,NA,NA,NA,NA,NA,NA,"MASON, 20 MI S OF",NA,NA,NA,-99.23,NA,NA,12,NA,"90a85cd1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DAVIS W B",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale gracilis subsp. leucoparia Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,6164473,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,1944,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"568",568,"http://vertnet.org/resources/norms.html","Oregon","Multnomah",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-08194","Mammalia",359,"Portland, Oregon, Multnomah, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",16103,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,"NATIVE","1943-12-27T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812644748,"Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,"decimal lat/longs are GNIS or calculated using GNIS & offsets","GNIS downloaded Feb 2002","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Multnomah |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-08194",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812644748,"Animalia",1,"en","2016-05-26T20:48:49.803+0000","2016-08-04T09:30:06.283+0000","2016-05-26T20:48:49.863+0000",45.5233261405035,NA,NA,NA,NA,NA,NA,NA,"Portland",NA,NA,NA,-122.675906957725,NA,"2016-05-26T00:00:00.000+0000",12,"ICZN","urn:catalog:PSM:Mammal:Mammal-08194",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. G. Jewett",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-08194",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",361,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Multnomah | Portland",NA,1943,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
