"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"52",52,NA,"Oregon","Curry",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"13005","Mammalia",359,"Siskiyou National Forest, near Big Redwood Camp, Oregon, Curry, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-06-24T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061287937,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061287937,"Animalia",1,NA,"2016-06-28T07:24:30.413+0000","2016-08-04T15:40:27.755+0000","2016-06-28T07:24:30.427+0000",42.1596,NA,NA,NA,NA,NA,NA,NA,"Siskiyou National Forest, near Big Redwood Camp",NA,NA,NA,-124.14177,NA,NA,6,NA,"cdedbf72-d436-40d1-8592-eb189c0c6d9f",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"liver;liver;heart, kidney;skin, skeleton;cells;cells;cells;cells",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ebeling, Carla E",NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,"24 June 2004","Siskiyou National Forest near Big Redwood Camp, 10T 0405653, 4668083","Western Spotted Skunk",2004,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"53",53,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"UAZ 27065","Mammalia",359,"Fort Huachuca, Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","2004-08-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1262418419,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mephitidae |  |  | Spilogale","| United States of America  | Arizona | Cochise |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 27065",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262418419,"Animalia",1,"en","2016-03-29T18:16:51.589+0000","2016-08-04T10:11:14.937+0000","2016-03-29T18:16:51.615+0000",31.55376,NA,NA,NA,NA,NA,NA,NA,"Fort Huachuca",NA,NA,NA,-110.31942,NA,"2016-03-23T00:00:00.000+0000",8,"ICZN","urn:catalog:UAZ:Mammals:UAZ 27065",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","Sheridan Stone",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-27065",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"August 2004","United States of America  | Arizona | Cochise | Fort Huachuca","Western Spotted Skunk",2004,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"57",57,NA,"Texas","Tom Green",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"13375","Mammalia",359,"10 mi N San Angelo, Management, Instruction and Research Center, Texas, Tom Green, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-09-07T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288307,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288307,"Animalia",1,NA,"2016-06-28T07:24:30.541+0000","2016-08-04T15:40:26.956+0000","2015-03-03T13:48:26.664+0000",31.52817,NA,NA,NA,NA,NA,NA,NA,"10 mi N San Angelo, Management, Instruction and Research Center",NA,NA,NA,-100.51177,NA,NA,9,NA,"a6027219-209a-4c29-b5e5-8b4d33ae09d4",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"heart, kidney;liver;liver;heart, kidney;skin, skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Neiswenter, Sean A",NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,"07 September 2004","10 mi N San Angelo, MIR Center","Western Spotted Skunk",2004,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"60",60,NA,"Texas","Brewster",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"13221","Mammalia",359,"O2 Ranch, Whirlwind Pasture, boulder site, Texas, Brewster, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1199.39,NA,NA,NA,"2004-10-14T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288170,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288170,"Animalia",1,NA,"2016-06-28T07:24:30.495+0000","2016-08-04T15:40:26.228+0000","2015-03-03T13:48:26.325+0000",29.90347,NA,NA,NA,NA,NA,NA,NA,"O2 Ranch, Whirlwind Pasture, boulder site",NA,NA,NA,-103.64697,NA,NA,10,NA,"a42c305d-67ce-44cc-8b69-1a8b5afb1aeb",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"liver;heart, kidney;liver",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ebeling, Carla E",NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,"3935 ft","14 October 2004","O2 Ranch, Whirlwind Pasture, Boulder Site, 13R 0630629, 3308858; elev. 3935ft.","Western Spotted Skunk",2004,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"64",64,NA,"Arizona","Pima",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"13373","Mammalia",359,"Coronado Natl Forest, 1 mi S, 4 mi E Continental, Arizona, Pima, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-03-12T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061288333,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061288333,"Animalia",1,NA,"2016-06-28T07:24:30.551+0000","2016-08-04T15:40:27.357+0000","2015-03-03T13:48:26.860+0000",31.83769,NA,NA,NA,NA,NA,NA,NA,"Coronado Natl Forest, 1 mi S, 4 mi E Continental",NA,NA,NA,-110.90583,NA,NA,3,NA,"73429b5f-8c91-480a-97fd-536cf963130b",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"liver;heart, kidney;skin, skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ebeling, Carla E",NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,"12 March 2003","Coronado National Forest, 1 mi S, 4 mi E Continental","Western Spotted Skunk",2003,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"79",79,NA,"Texas","Irion",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"12766","Mammalia",359,"3 mi N, 17 mi W Mertzon, Texas, Irion, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000-10-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061287722,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061287722,"Animalia",1,NA,"2016-06-28T07:24:30.313+0000","2016-08-04T15:40:26.625+0000","2015-03-03T13:48:25.223+0000",31.30489,NA,NA,NA,NA,NA,NA,NA,"3 mi N, 17 mi W Mertzon",NA,NA,NA,-101.10574,NA,NA,10,NA,"9a9e4398-5d16-4372-ab0c-8c55f66d2185",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"liver;heart, kidney;skin, skeleton",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Dowler, Robert C",NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,"10 October 2000","3 mi N, 17 mi W Mertzon","Western Spotted Skunk",2000,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"82",82,NA,"Texas","Val Verde",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"11141","Mammalia",359,"Devils River State Natural Area, 0.5 mi S Headquarters, Cenizo Slope, Texas, Val Verde, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-10-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061286099,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061286099,"Animalia",1,NA,"2016-06-28T07:24:29.691+0000","2016-08-04T15:40:26.269+0000","2015-03-03T13:48:21.744+0000",29.93167,NA,NA,NA,NA,NA,NA,NA,"Devils River State Natural Area, 0.5 mi S Headquarters, Cenizo Slope",NA,NA,NA,-100.975,NA,NA,10,NA,"a98c1e13-ed78-47cc-8c8b-6314e4f46daf",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"kidney;heart;liver;skin, skeleton",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Brant, Joel G",NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,"30 October 1999","Devil's River State Natural Area, 0.5 mi S Headquarters, Cenizo Slope (29° 55.9'N 100° 58.5'W)","Western Spotted Skunk",1999,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"83",83,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"UAZ 26615","Mammalia",359,"Coronado Nat. Mem., R20E, T24S, Sec. 12, SW1/4, Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,"NATIVE","1998-06-06T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1262417499,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mephitidae |  |  | Spilogale","| United States of America  | Arizona | Cochise |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 26615",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262417499,"Animalia",1,"en","2016-03-29T18:16:50.504+0000","2016-08-04T10:11:14.203+0000","2016-03-29T18:16:50.554+0000",31.3584,NA,NA,NA,NA,NA,NA,NA,"Coronado Nat. Mem., R20E, T24S, Sec. 12, SW1/4",NA,NA,NA,-110.2636,NA,"2016-03-23T00:00:00.000+0000",6,"ICZN","urn:catalog:UAZ:Mammals:UAZ 26615",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull (cranium only)",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","T.A. Edwards",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-26615",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",157,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"6 June 1998","United States of America  | Arizona | Cochise | Coronado Nat. Mem., R20E, T24S, Sec. 12, SW1/4","Western Spotted Skunk",1998,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"86",86,NA,"Texas","Coke",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"10967","Mammalia",359,"0.75 mi N Tennyson, Texas, Coke, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-07-11T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1061285883,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061285883,"Animalia",1,NA,"2016-06-28T07:24:29.621+0000","2016-08-04T15:40:27.195+0000","2015-03-03T13:48:21.276+0000",31.75252,NA,NA,NA,NA,NA,NA,NA,"0.75 mi N Tennyson",NA,NA,NA,-100.28682,NA,NA,7,NA,"c52a16f2-093d-4239-980c-4a2fa14c05cf",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"liver;liver;kidney;skin, skeleton",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Maddox, Pat",NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,"11 July 1998","3/4 mi N Tennyson","Western Spotted Skunk",1998,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"195",195,"http://www.vertnet.org/resources/norms.html","Colorado","Larimer County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"119936","Mammalia",359,"Cache la Poudre Canyon at Sleeping Elephant Campground, Colorado, Larimer County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",500,"United States","b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-08T00:00:00.000+0000",6,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,250,NA,"1992-09-06T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145147853,"Spilogale","Spilogale",2434820,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Colorado, Larimer County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:119936?seid=724359",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","US",1145147853,"Animalia",1,"en","2016-07-28T04:55:25.412+0000","2016-08-04T12:18:50.040+0000","2016-06-24T04:32:47.279+0000",40.68254,NA,NA,NA,NA,NA,NA,NA,"Cache la Poudre Canyon at Sleeping Elephant Campground","unknown",NA,NA,-105.77291,NA,NA,9,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:119936?seid=724359","DOR; testes 15 x 12",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:119936","USGS: U.S. Geological Survey=BS/FC 19936; preparator number=EWV 715",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton","<i>Spilogale gracilis</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Sarah B. Kerr",NA,"http://arctos.database.museum/guid/MSB:Mamm:119936",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"06-Sep-1992","Poudre Canyon at Sleeping Elephant Campground",NA,1992,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"198",198,"http://vertnet.org/resources/norms.html","Colorado","Jefferson County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"7823","Mammalia",359,"Coal Creek Canyon, Highway 72, 6 kilometers west of intersection with Highway 93, Colorado, Jefferson County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",1000,"United States","5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"1991-09-13T00:00:00.000+0000",13,NA,NA,NA,"sex=male ; hind foot with claw=38 mm; tail length=120 mm; ear from notch=21 mm; weight=421 g; total length=393 mm; reproductive data=Gonads 20mm ; verbatim preservation date=16 January 1992",NA,NA,NA,NA,NA,NA,NA,256,NA,"1991-09-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145106888,"Spilogale","Spilogale",2434820,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Colorado, Jefferson County",NA,NA,NA,NA,"A",NA,"field","Dr. Robert Cohen","http://arctos.database.museum/guid/DMNS:Mamm:7823?seid=717816",1,NA,"gracilis","DMNS","urn:lsid:biocol.org:col:35013","US",1145106888,"Animalia",1,"en","2016-07-28T04:44:46.427+0000","2016-08-04T00:09:33.330+0000","2016-06-24T04:06:55.444+0000",39.89509,NA,NA,NA,NA,NA,NA,NA,"Coal Creek Canyon, Highway 72, 6 kilometers west of intersection with Highway 93","unknown",NA,NA,-105.33889,NA,NA,9,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:7823?seid=717816","Skull crushed, little body fat.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:7823","preparator number=XM89",NA,NA,"Chordata",44,"skeleton; study skin","<i>Spilogale gracilis gracilis</i> (accepted ID) identified by Dr. Robert Cohen on 1991-09-13; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Dr. Robert Cohen; Preparator(s): Eric Bock",NA,"http://arctos.database.museum/guid/DMNS:Mamm:7823",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,NA,"Spilogale gracilis subsp. gracilis",NA,"MALE","Spilogale gracilis",2434835,"gracilis",NA,NA,7193896,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"13 September 1991","North America, United States, Colorado, Jefferson County, Highway 72, six (6) kilometers west of intersection with Highway 93",NA,1991,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"207",207,"http://vertnet.org/resources/norms.html","Colorado","Eagle County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"8171","Mammalia",359,"Vail, Colorado, Eagle County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",7726,"United States","5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"1991-11-01T00:00:00.000+0000",1,NA,NA,NA,"sex=male ; tail length=141 mm; hind foot with claw=43 mm; total length=414 mm; ear from notch=26 mm; reproductive data=Testes 17x12 mm ; verbatim preservation date=4 April 1994",NA,NA,NA,NA,NA,NA,NA,305,NA,"1991-11-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145107218,"Spilogale","Spilogale",2434820,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Colorado, Eagle County",NA,NA,NA,NA,"A",NA,"field","Tom Manning","http://arctos.database.museum/guid/DMNS:Mamm:8171?seid=938129",1,NA,"gracilis","DMNS","urn:lsid:biocol.org:col:35013","US",1145107218,"Animalia",1,"en","2016-07-28T04:44:46.597+0000","2016-08-04T00:09:32.359+0000","2016-06-24T04:06:55.800+0000",39.64028,NA,NA,NA,NA,NA,NA,NA,"Vail","unknown",NA,NA,-106.37361,NA,NA,11,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:8171?seid=938129",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:8171","preparator number=XM.245",NA,NA,"Chordata",44,"skeleton; study skin","<i>Spilogale gracilis gracilis</i> (accepted ID) identified by Tom Manning on 1991-11-01; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Tom Manning, Critter Control; Preparator(s): Maggie Murphy Lane",NA,"http://arctos.database.museum/guid/DMNS:Mamm:8171",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,"Was removed from a van.","Spilogale gracilis subsp. gracilis",NA,"MALE","Spilogale gracilis",2434835,"gracilis",NA,NA,7193896,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"1 November 1991","North America, United States, Colorado, Eagle County, Vail",NA,1991,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
