"","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate"
"332","http://vertnet.org/resources/norms.html","Oregon","Lane",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"76-755","Mammalia",359,"Lane Co., Oregon, Oregon, Lane, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","3a339645-d3b4-40aa-b891-f9c92dc554d8",NA,NA,3,NA,NA,NA,"{""gonadLengthInMM_1"":""12.0"", ""gonadLengthInMM_2"":""7.0"", ""totalLengthInMM"":""402.0"", ""tailLengthInMM"":""130.0"", ""hindfootLengthInMM"":""50.0"", ""earLengthInMM"":""30.0"", ""weight"":""446.0"" }",NA,NA,NA,NA,NA,NA,NA,"3","MANAGED","1974-01-03T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","673100678","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mephitidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CRCM:Mammals:76-755",NA,NA,NA,"CRCM","urn:lsid:biocol.org:col:34938","US",673100678,"Animalia",1,"en","2015-10-13T18:59:56.085+0000","2016-08-03T15:27:06.009+0000","2015-10-13T18:59:56.105+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Lane Co., Oregon",NA,NA,NA,NA,NA,"2015-10-13T00:00:00.000+0000",1,NA,"urn:catalog:CRCM:Mammals:76-755","no fat, no molt, kept in captivity until died on 22 February 1974. Wt is live weight.","present","Carnivora",732,NA,"GAM-639, RAM-1324",NA,NA,"Chordata",44,"skin (round) | skull (complete)",NA,"DWC_ARCHIVE","US","7c7b6440-94d1-11dd-bdb1-b8a03c50a862","Mead, R. A.",NA,"http://portal.vertnet.org/o/crcm/mammals?id=76-755",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis","3",NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"3-Jan-1974","North America | United States | Oregon | Lane | Lane Co., Oregon","Western Spotted Skunk",1974,2016-08-10
"333",NA,"California","Santa Barbara",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"1001","Mammalia",359,"Santa Barbara; Tunnel Rd., California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States","75018539-6328-41de-b875-7c2e61dc1635",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","NATIVE","1974-05-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","735668436","Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:1001",1,NA,"phenax","SBMNH","urn:lsid:biocol.org:col:34834","US",735668436,"Animalia",1,"en","2015-02-17T07:02:30.252+0000","2016-08-04T01:32:45.874+0000","2015-02-17T07:02:30.264+0000",34.46278,NA,NA,NA,NA,NA,NA,NA,"Santa Barbara; Tunnel Rd.",NA,NA,NA,-119.71056,NA,"2014-10-10T00:00:00.000+0000",5,"ICZN","urn:catalog:SBMNH:MAM:1001",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis subsp. phenax Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis","121",NA,6164472,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,1974,2016-08-10
"334","http://vertnet.org/resources/norms.html","Texas","El Paso",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"3829","Mammalia",359,"TOM MAYS PARK, CANYON ON WAY TO COTTONWOOD SPRINGS, Texas, El Paso, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"224","NATIVE","1974-08-12T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","684318198","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARNIVORA | Mephitidae |  | Spilogale","| United States of America | Texas | EL PASO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UTEP:Mammals:3829",NA,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97","US",684318198,"Animalia",1,"en","2015-02-23T03:03:28.972+0000","2016-08-04T13:04:04.280+0000","2015-02-19T18:56:13.603+0000",NA,NA,NA,NA,NA,NA,NA,NA,"TOM MAYS PARK, CANYON ON WAY TO COTTONWOOD SPRINGS",NA,NA,NA,NA,NA,"2015-02-15T00:00:00.000+0000",8,"ICZN","urn:catalog:UTEP:Mammals:3829",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skeleton",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Bokich, John C.",NA,"http://portal.vertnet.org/o/utep/mammals?id=3829",NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis","224",NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"United States of America | Texas | El Paso | TOM MAYS PARK, CANYON ON WAY TO COTTONWOOD SPRINGS","Western Spotted Skunk",1974,2016-08-10
"335","http://vertnet.org/resources/norms.html","Idaho","Nez Perce",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"03-3527","Mammalia",359,"Lapwai Canyon, 6 mi S Culdesac, Nez Perce Co., Idaho, Idaho, Nez Perce, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","3a339645-d3b4-40aa-b891-f9c92dc554d8",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225","NATIVE","1973-08-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","673100690","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Mephitidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CRCM:Mammals:03-3527",NA,NA,NA,"CRCM","urn:lsid:biocol.org:col:34938","US",673100690,"Animalia",1,"en","2015-10-13T18:59:56.190+0000","2016-08-03T15:27:07.509+0000","2015-10-13T18:59:56.202+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Lapwai Canyon, 6 mi S Culdesac, Nez Perce Co., Idaho",NA,NA,NA,NA,NA,"2015-10-13T00:00:00.000+0000",8,NA,"urn:catalog:CRCM:Mammals:03-3527","Dead on road, skull crushed, no measurements","present","Carnivora",732,NA,"DRJ-1573",NA,NA,"Chordata",44,"skin (round)",NA,"DWC_ARCHIVE","US","7c7b6440-94d1-11dd-bdb1-b8a03c50a862","Johnson, D. R.",NA,"http://portal.vertnet.org/o/crcm/mammals?id=03-3527",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis","225",NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"13-Aug-1973","North America | United States | Idaho | Nez Perce | Lapwai Canyon, 6 mi S Culdesac, Nez Perce Co., Idaho","Western Spotted Skunk",1973,2016-08-10
"336",NA,"Montana",NA,NA,NA,"UNKNOWN",NA,NA,"43-55092-1764","Mammalia",359,"Carbon, Montana, United States, NORTH_AMERICA","MT-NHP",NA,"NORTH_AMERICA",NA,"United States","7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-12-31T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104420",NA,"Mephitidae",9679,"26248",NA,"United States","1274297798","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43-55092-1764",NA,NA,NA,"NTSRV",NA,"US",1274297798,"Animalia",1,NA,"2016-06-28T16:46:45.335+0000","2016-08-04T03:34:15.987+0000","2016-06-28T16:46:45.375+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Carbon",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Spilogale gracilis Merriam, 1890","552466",NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1973,2016-08-10
"337",NA,"Montana",NA,NA,NA,"UNKNOWN",NA,NA,"43-55092-1761","Mammalia",359,"Big Horn, Montana, United States, NORTH_AMERICA","MT-NHP",NA,"NORTH_AMERICA",NA,"United States","7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-12-31T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104420",NA,"Mephitidae",9679,"26248",NA,"United States","1274297913","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43-55092-1761",NA,NA,NA,"NTSRV",NA,"US",1274297913,"Animalia",1,NA,"2016-06-28T16:46:45.387+0000","2016-08-04T03:34:15.988+0000","2016-06-28T16:46:45.429+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Big Horn",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Spilogale gracilis Merriam, 1890","552466",NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1973,2016-08-10
"338",NA,"Idaho",NA,NA,NA,"UNKNOWN",NA,NA,"2-1293366-713","Mammalia",359,"Nez Perce, Idaho, United States, NORTH_AMERICA","ID-NHP",NA,"NORTH_AMERICA",NA,"United States","7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104420",NA,"Mephitidae",9679,"92683",NA,"United States","1274490616","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-1293366-713",NA,NA,NA,"NTSRV",NA,"US",1274490616,"Animalia",1,NA,"2016-06-28T16:48:35.388+0000","2016-08-04T03:33:30.340+0000","2016-06-28T16:48:35.523+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Nez Perce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Spilogale gracilis Merriam, 1890","552466",NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1973,2016-08-10
"339",NA,"Idaho",NA,NA,NA,"UNKNOWN",NA,NA,"2-1293367-713","Mammalia",359,"Nez Perce, Idaho, United States, NORTH_AMERICA","ID-NHP",NA,"NORTH_AMERICA",NA,"United States","7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104420",NA,"Mephitidae",9679,"93360",NA,"United States","1274490650","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-1293367-713",NA,NA,NA,"NTSRV",NA,"US",1274490650,"Animalia",1,NA,"2016-06-28T16:48:35.489+0000","2016-08-04T03:33:30.337+0000","2016-06-28T16:48:35.534+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Nez Perce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Spilogale gracilis Merriam, 1890","552466",NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1973,2016-08-10
"340","http://vertnet.org/resources/norms.html","Oregon","Lane",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-15159","Mammalia",359,"Blue River, 5.5 mi NE; T15S, R5E, S32, NW .25, Oregon, Lane, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",582,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","NATIVE","1972-02-26T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","812651602","Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"TRS2LL batch program ver 11/26/2001","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Lane |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-15159",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812651602,"Animalia",1,"en","2016-05-26T20:48:52.813+0000","2016-08-04T09:30:03.917+0000","2016-05-26T20:48:52.858+0000",44.2211408986041,NA,NA,NA,NA,NA,NA,NA,"Blue River, 5.5 mi NE; T15S, R5E, S32, NW .25",NA,NA,NA,-122.242472145411,NA,"2016-05-26T00:00:00.000+0000",2,"ICZN","urn:catalog:PSM:Mammal:Mammal-15159",NA,"present","Carnivora",732,NA,"3062",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Maser",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-15159",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis","57",NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Lane | Blue River, 5.5 mi NE; T15S, R5E, S32, NW .25",NA,1972,2016-08-10
"341","http://vertnet.org/resources/norms.html","Oregon","Benton",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-24830","Mammalia",359,"Blodgett, 4 mi SW, Oregon, Benton, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",3356,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"297","NATIVE","1972-10-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","812661248","Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,"decimal lat/longs are GNIS or calculated using GNIS & offsets","GNIS downloaded Feb 2002","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Benton |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-24830",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812661248,"Animalia",1,"en","2016-05-26T20:48:57.608+0000","2016-08-04T09:30:04.803+0000","2016-05-26T20:48:57.622+0000",44.5560253236948,NA,NA,NA,NA,NA,NA,NA,"Blodgett, 4 mi SW",NA,NA,NA,-123.57661088913,NA,"2016-05-26T00:00:00.000+0000",10,"ICZN","urn:catalog:PSM:Mammal:Mammal-24830",NA,"present","Carnivora",732,NA,"1113",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","P. M. Lais",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-24830",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis","297",NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Benton | Blodgett, 4 mi SW",NA,1972,2016-08-10
"342","http://vertnet.org/resources/norms.html","Oregon","Coos",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-13746","Mammalia",359,"Bandon, 9 mi NE; T27S, R13W, S18, NW .25, Oregon, Coos, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",582,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","NATIVE","1971-01-25T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","812650528","Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"TRS2LL batch program ver 11/26/2001","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Coos |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-13746",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812650528,"Animalia",1,"en","2016-05-26T20:48:52.219+0000","2016-08-04T09:30:03.007+0000","2016-05-26T20:48:52.276+0000",43.234432275361,NA,NA,NA,NA,NA,NA,NA,"Bandon, 9 mi NE; T27S, R13W, S18, NW .25",NA,NA,NA,-124.292904153942,NA,"2016-05-26T00:00:00.000+0000",1,"ICZN","urn:catalog:PSM:Mammal:Mammal-13746",NA,"present","Carnivora",732,NA,"2503",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Maser",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-13746",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis","25",NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Coos | Bandon, 9 mi NE; T27S, R13W, S18, NW .25",NA,1971,2016-08-10
"343","http://vertnet.org/resources/norms.html","Oregon","Coos",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-13747","Mammalia",359,"Bandon, 1.75 mi NNE; T28S, R14W, S20, NE .25, Oregon, Coos, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",582,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","NATIVE","1971-02-28T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","812650529","Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"TRS2LL batch program ver 11/26/2001","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Coos |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-13747",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812650529,"Animalia",1,"en","2016-05-26T20:48:52.230+0000","2016-08-04T09:30:02.894+0000","2016-05-26T20:48:52.304+0000",43.1302326564187,NA,NA,NA,NA,NA,NA,NA,"Bandon, 1.75 mi NNE; T28S, R14W, S20, NE .25",NA,NA,NA,-124.383704465824,NA,"2016-05-26T00:00:00.000+0000",2,"ICZN","urn:catalog:PSM:Mammal:Mammal-13747",NA,"present","Carnivora",732,NA,"2514",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Maser",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-13747",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis","59",NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Coos | Bandon, 1.75 mi NNE; T28S, R14W, S20, NE .25",NA,1971,2016-08-10
"344","http://vertnet.org/resources/norms.html","New Mexico","Doña Ana",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"2611","Mammalia",359,"KENZIN, 4250 FT., New Mexico, Doña Ana, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","NATIVE","1971-03-28T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","684317036","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARNIVORA | Mephitidae |  | Spilogale","| United States of America | New Mexico | Dona Ana |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UTEP:Mammals:2611",NA,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97","US",684317036,"Animalia",1,"en","2015-02-23T03:03:28.275+0000","2016-08-04T13:04:03.369+0000","2015-02-19T18:56:13.093+0000",NA,NA,NA,NA,NA,NA,NA,NA,"KENZIN, 4250 FT.",NA,NA,NA,NA,NA,"2015-02-15T00:00:00.000+0000",3,"ICZN","urn:catalog:UTEP:Mammals:2611",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skeleton",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","KOSCHMANN JR",NA,"http://portal.vertnet.org/o/utep/mammals?id=2611",NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis","87",NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"United States of America | New Mexico | Dona Ana | KENZIN, 4250 FT.","Western Spotted Skunk",1971,2016-08-10
