"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1408",1411,"http://vertnet.org/resources/norms.html","Texas","Hockley",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"43376","Mammalia",359,"1 MI W ANTON ON DIRT RD, 200 FT FROM HWY 84, Texas, Hockley, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,"NATIVE","1985-09-30T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,"TK26747",NA,"United States",911674808,"Taxidea","Taxidea",2434101,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"TAXIDEA","| UNITED STATES | TEXAS | HOCKLEY CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:43376",NA,NA,"berlandieri","TTU","urn:lsid:biocol.org:col:34902","US",911674808,"Animalia",1,"en","2015-02-26T18:20:28.455+0000","2016-08-04T07:53:06.564+0000","2015-02-26T18:20:28.463+0000",33.811,NA,NA,NA,NA,NA,NA,NA,NA,"1 MI W ANTON ON DIRT RD, 200 FT FROM HWY 84",NA,NA,NA,-102.18,NA,"2015-02-26T00:00:00.000+0000",9,NA,"ICZN","urn:catalog:TTU:Mammals:43376",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB | skeleton | skin | skull | tissue",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","NICHOLSON, T J","18","http://portal.vertnet.org/o/ttu/mammals?id=43376",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",273,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"9/30/1985","UNITED STATES | TEXAS | HOCKLEY CO | 1 MI W ANTON ON DIRT RD, 200 FT FROM HWY 84",NA,NA,1985,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1410",1413,NA,"California","Santa Barbara",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"2288","Mammalia",359,"W Camino Cielo; 4 mi W of Junction with Hwy 154, California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"75018539-6328-41de-b875-7c2e61dc1635",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,"NATIVE","1985-09-05T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",735671586,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mustelidae:Taxidea","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:2288",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834","US",735671586,"Animalia",1,"en","2015-02-17T07:02:24.705+0000","2016-08-04T01:32:48.672+0000","2015-02-17T07:02:24.712+0000",34.5075,NA,NA,NA,NA,NA,NA,NA,NA,"W Camino Cielo; 4 mi W of Junction with Hwy 154",NA,NA,NA,-119.86611,NA,"2014-10-10T00:00:00.000+0000",9,NA,"ICZN","urn:catalog:SBMNH:MAM:2288",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",248,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,NA,1985,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1412",1415,"not-for-profit use only","Ontario","Kent",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"93103","Mammalia",359,"Along N Side of Hwy 401, Ontario, Kent, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985-10-12T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211835201,"Taxidea","Taxidea",2434101,"WGS84",NA,"Unknown (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Taxidea","North America; Canada; Ontario; Kent",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:93103",NA,NA,NA,"ROM",NA,"CA",1211835201,"Animalia",1,"en","2016-05-26T13:57:26.474+0000","2016-08-04T13:23:29.015+0000","2016-05-26T13:57:44.259+0000",42.46667,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT",NA,"Along N Side of Hwy 401",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-03 Upload",-81.91667,NA,"2016-05-19T00:00:00.000+0000",10,NA,NA,"URI:catalog:ROM:Mammals:93103",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull; skeleton; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Smith, PD; Galan, A",NA,NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19851012","Along N Side of Hwy 401",NA,NA,1985,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1414",1417,"http://vertnet.org/resources/norms.html","Texas","Crosby",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"43375","Mammalia",359,"27 MI N POST ON HWY 40, 8 MI W WHITE RIVER LAKE, Texas, Crosby, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,"NATIVE","1985-10-01T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,"TK28709",NA,"United States",911674794,"Taxidea","Taxidea",2434101,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"TAXIDEA","| UNITED STATES | TEXAS | CROSBY CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:43375",NA,NA,"berlandieri","TTU","urn:lsid:biocol.org:col:34902","US",911674794,"Animalia",1,"en","2015-02-26T18:20:28.436+0000","2016-08-04T07:53:05.557+0000","2015-02-20T22:04:17.239+0000",33.469,NA,NA,NA,NA,NA,NA,NA,NA,"27 MI N POST ON HWY 40, 8 MI W WHITE RIVER LAKE",NA,NA,NA,-101.218,NA,"2015-02-20T00:00:00.000+0000",10,NA,"ICZN","urn:catalog:TTU:Mammals:43375",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SO | skin",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","GREMMINGER, L J","4","http://portal.vertnet.org/o/ttu/mammals?id=43375",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",274,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"10/1/1985","UNITED STATES | TEXAS | CROSBY CO | 27 MI N POST ON HWY 40, 8 MI W WHITE RIVER LAKE",NA,NA,1985,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1425",1428,"http://vertnet.org/resources/norms.html","Texas","Martin",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"43377","Mammalia",359,"22 MI N MIDLAND ON U S HWY 349, Texas, Martin, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,31255,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,"NATIVE","1985-11-15T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,"TK28890",NA,"United States",911674772,"Taxidea","Taxidea",2434101,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"TAXIDEA","| UNITED STATES | TEXAS | MARTIN CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:43377",NA,NA,"berlandieri","TTU","urn:lsid:biocol.org:col:34902","US",911674772,"Animalia",1,"en","2015-02-26T18:20:28.458+0000","2016-08-04T07:53:03.893+0000","2015-02-26T18:20:28.468+0000",32.31642,NA,NA,NA,NA,NA,NA,NA,NA,"22 MI N MIDLAND ON U S HWY 349",NA,NA,NA,-102.07842,NA,"2015-02-26T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:TTU:Mammals:43377",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB | skeleton | skin | skull | tissue",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","FIELDS, J R; RUPPENTHAL, S P","11","http://portal.vertnet.org/o/ttu/mammals?id=43377",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",319,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"11/15/1985","UNITED STATES | TEXAS | MARTIN CO | 22 MI N MIDLAND ON U S HWY 349",NA,NA,1985,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1430",1433,"http://vertnet.org/resources/norms.html","Texas","Parmer",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"43395","Mammalia",359,"6 MI N, 10 MI W FRIOTexas, Parmer, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,"NATIVE","1985-12-20T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,"TK944151",NA,"United States",911674434,"Taxidea","Taxidea",2434101,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"TAXIDEA","| UNITED STATES | TEXAS | PALMER CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:43395",NA,NA,"berlandieri","TTU","urn:lsid:biocol.org:col:34902","US",911674434,"Animalia",1,"en","2015-02-26T18:20:28.445+0000","2016-08-04T07:53:08.784+0000","2015-02-20T22:04:17.247+0000",34.723,NA,NA,NA,NA,NA,NA,NA,NA,"6 MI N, 10 MI W FRIONA",NA,NA,NA,-102.904,NA,"2015-02-20T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:TTU:Mammals:43395",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN | skeleton | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","CARTER, D C; ARROYO-C , J","1297","http://portal.vertnet.org/o/ttu/mammals?id=43395",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,NA,NA,"Taxidea taxus",2434102,"taxus",354,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"12/20/1985","UNITED STATES | TEXAS | PALMER CO | 6 MI N, 10 MI W FRIONA",NA,NA,1985,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1451",1454,"http://www.vertnet.org/resources/norms.html","Washington","Klickitat",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"34283","Mammalia",359,"Lat: 45.6775 Long: -121.2316WASHINGTON: Klickitat County; Lyle , 3 mi E; Hwy 14, Washington, Klickitat, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",NA,2910,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,23,NA,NA,NA,"{""totalLengthInMM"":""762"", ""tailLengthInMM"":""140"", ""hindfootLengthInMM"":""112"", ""earLengthInMM"":""55"", ""weight"":""8.0 kg"" }",NA,NA,NA,NA,NA,NA,NA,175,"NATIVE","1984-06-23T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",70179915,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Taxidiinae | Taxidea","| USA | Washington | Klickitat |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:34283",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878","US",70179915,"Animalia",1,"en","2015-02-24T03:03:58.108+0000","2016-08-04T04:34:27.689+0000","2015-02-16T16:39:00.045+0000",45.6775,NA,NA,NA,NA,NA,NA,NA,NA,"Lat: 45.6775 Long: -121.2316WASHINGTON: Klickitat County; Lyle , 3 mi E; Hwy 14",NA,NA,NA,-121.2316,NA,"2015-01-06T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UWBM:Mammal:34283","762-140-112-55; Misc.: dead on road","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"complete skel",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","B. J. D. Meeuse",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=34283",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",175,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Washington | Klickitat |  | Lat: 45.6775 Long: -121.2316WASHINGTON: Klickitat County; Lyle , 3 mi E; Hwy 14",NA,"American Badger",1984,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1453",1456,"http://www.vertnet.org/resources/norms.html","Washington","Franklin",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"34282","Mammalia",359,"Lat: 46.70099 Long: -118.41245WASHINGTON: Franklin County; ~ 6 miles from Washtuchna; Hwy 261 E of junction with Hwy 260, Washington, Franklin, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",NA,3232,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,14,NA,NA,NA,"{""totalLengthInMM"":""695"", ""tailLengthInMM"":""149"", ""hindfootLengthInMM"":""103"", ""earLengthInMM"":""55"", ""weight"":""5.7 kg"" }",NA,NA,NA,NA,NA,NA,NA,166,"NATIVE","1984-06-14T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",70179914,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Taxidiinae | Taxidea","| USA | Washington | Franklin |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:34282",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878","US",70179914,"Animalia",1,"en","2015-02-24T03:03:58.099+0000","2016-08-04T04:34:29.323+0000","2015-02-16T16:39:00.067+0000",46.70099,NA,NA,NA,NA,NA,NA,NA,NA,"Lat: 46.70099 Long: -118.41245WASHINGTON: Franklin County; ~ 6 miles from Washtuchna; Hwy 261 E of junction with Hwy 260",NA,NA,NA,-118.41245,NA,"2015-01-06T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UWBM:Mammal:34282","695-149-103-55; Misc.: dead on road","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin/skull/body skel",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","P. D. Boersma",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=34282",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",166,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Washington | Franklin |  | Lat: 46.70099 Long: -118.41245WASHINGTON: Franklin County; ~ 6 miles from Washtuchna; Hwy 261 E of junction with Hwy 260",NA,"American Badger",1984,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1460",1463,"http://www.vertnet.org/resources/norms.html","New Mexico","Los Alamos County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"54854","Mammalia",359,"21.7 MI E NM 4; T19N, R5E, New Mexico, Los Alamos County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,6823.62,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",22,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,235,NA,"1984-08-22T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145343941,"Taxidea","Taxidea",2434101,"WGS84",NA,"D. Thompson","1984-08-22 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, New Mexico, Los Alamos County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:54854?seid=1693449",1,NA,"berlandieri","MSB","urn:lsid:biocol.org:col:34495","US",1145343941,"Animalia",1,"en","2016-07-28T04:56:17.759+0000","2016-08-04T12:18:42.842+0000","2016-06-24T04:34:42.079+0000",35.8775923637019,NA,NA,NA,NA,NA,NA,NA,NA,"21.7 MI E NM 4; T19N, R5E","D. Thompson",NA,NA,-106.415568811079,NA,NA,8,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:54854?seid=1693449","most of skeleton is not in the box but has been articulated and is on display on file cabinets in mammal division hallway 15 Mar 2011.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:54854","preparator number=24",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton","<i>Taxidea taxus berlandieri</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): D. Thompson",NA,"http://arctos.database.museum/guid/MSB:Mamm:54854",NA,"http://arctosdb.org/home/data/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"22-Aug-1984","21.7 MI E NM 4; T19N, R5E",NA,NA,1984,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1467",1470,NA,"Texas","Cameron",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"5378","Mammalia",359,"6.5 mi N, 3 mi E Port Isabel, Texas, Cameron, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-11-16T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1061280346,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061280346,"Animalia",1,NA,"2016-06-28T07:24:27.339+0000","2016-08-04T15:40:25.753+0000","2015-03-03T13:48:11.517+0000",26.1684,NA,NA,NA,NA,NA,NA,NA,NA,"6.5 mi N, 3 mi E Port Isabel",NA,NA,NA,-97.17282,NA,NA,11,NA,NA,"ade75db2-1615-4837-a056-0263a331e507",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Engstrom, Mark D",NA,NA,NA,NA,NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,NA,NA,NA,NA,NA,"16 November 1984","6.5 mi N, 3 mi E Port Isabel",NA,"badger",1984,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
