"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"842",846,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","COWLEY CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"64559","Mammalia",359,"WINFIELD, 3 MI N OF, Kansas, COWLEY CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-04-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686393728,"Spilogale","Spilogale",2434820,"WGS84",NA,"Joshua Rosenau (KUNHM)","2003-07-04",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92c13e47-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686393728,"Animalia",1,"en","2016-03-28T15:43:15.283+0000","2016-08-03T12:33:07.335+0000","2015-06-05T22:01:56.481+0000",37.2800037442238,NA,NA,NA,NA,NA,NA,NA,"WINFIELD, 3 MI N OF",NA,NA,"Based on courthouse",-96.9901289651257,NA,NA,4,NA,NA,"92c13e47-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","TORDOFF H B",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1955,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"849",853,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Florida","BREVARD CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"151901","Mammalia",359,"INDIALANTIC, 7 MI S OF, Florida, BREVARD CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-12-31T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686479019,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2007-02-26",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96838d18-1ed8-11e3-bfac-90b11c41863e",NA,NA,"ambarvalis","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686479019,"Animalia",1,"en","2016-03-28T15:43:46.085+0000","2016-08-03T12:33:03.233+0000","2015-06-05T22:02:31.206+0000",27.9903013993913,NA,NA,NA,NA,NA,NA,NA,"INDIALANTIC, 7 MI S OF",NA,NA,NA,-80.5196699839854,NA,NA,12,NA,NA,"96838d18-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. ambarvalis Bangs, 1898",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164470,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1955,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"850",854,"http://vertnet.org/resources/norms.html","North Dakota",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"105475","Mammalia",359,"CASS-BARNES CO.LINE,NEAR TOWER CITY, North Dakota, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",3359,"United States",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1955-12-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",783996470,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"CARNIVORA | MUSTELIDAE | SPILOGALE","| USA | North Dakota |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:105475",NA,NA,"interrupta","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",783996470,"Animalia",1,"en","2015-07-16T13:28:50.482+0000","2016-08-04T00:59:16.315+0000","2015-04-07T16:40:34.255+0000",46.9256929944289,NA,NA,NA,NA,NA,NA,NA,"CASS-BARNES CO.LINE,NEAR TOWER CITY",NA,NA,NA,-97.6743160715334,NA,"2015-04-06T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:UMMZ:Mammals:105475","1955?","present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","E.A. HIBBARD","261","http://portal.vertnet.org/o/ummz/mammals?id=105475",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"DEC 1955","USA | NORTH DAKOTA | CASS-BARNES CO.LINE,NEAR TOWER CITY",NA,NA,NA,1955,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"858",862,"http://vertnet.org/resources/norms.html","Florida","Lee County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"8052","Mammalia",359,"Fort Myers, 2 mi. N, Florida, Lee County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",11489,"United States",NA,"35720b3e-aded-4b83-b4f1-967f1d457d6a",NA,"1954-03-01T00:00:00.000+0000",1,NA,NA,NA,"age class=adult ; sex=male",NA,NA,NA,NA,NA,NA,NA,60,NA,"1954-03-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1037974375,"Spilogale","Spilogale",2434820,"WGS84",NA,"unknown","2014-02-27 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,";","North America, United States, Florida, Lee County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/CUMV:Mamm:8052?seid=2103341",1,NA,NA,"CUMV","http://grbio.org/cool/i64g-wjcr",NA,NA,"US",1037974375,"Animalia",1,"en","2016-07-28T04:38:21.955+0000","2016-08-03T13:48:54.308+0000","2016-06-24T04:01:30.824+0000",26.66906,NA,NA,NA,NA,NA,NA,"ADULT","Fort Myers, 2 mi. N","unknown",NA,NA,-81.87533,NA,NA,3,NA,NA,"http://arctos.database.museum/guid/CUMV:Mamm:8052?seid=2103341","Rec'd from WJ Hamilton, Jr.",NA,"Carnivora",732,"http://arctos.database.museum/guid/CUMV:Mamm:8052","Trapline ID=WJHJ 1MAR1954; collector number=WJH 4306",NA,"Chordata",44,"skull","<i>Spilogale ambarvalis</i> (accepted ID) identified by unknown on 1954-03-01; method: legacy","DWC_ARCHIVE","US","cf9ceb80-9f3d-11da-b791-b8a03c50a862","Collector(s): William J. Hamilton, Jr.","WJH 4306","http://arctos.database.museum/guid/CUMV:Mamm:8052",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale ambarvalis Bangs, 1898",NA,"MALE",NA,"Spilogale putorius",2434831,"ambarvalis",NA,NA,8438778,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"1/3/1954","Fort Myers, 2 mi. N",NA,NA,NA,1954,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"861",865,"http://vertnet.org/resources/norms.html","North Dakota","LaMoure",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"105473","Mammalia",359,"1MI W JUD, North Dakota, LaMoure, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",3553,"United States",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1954-11-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",783996468,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"CARNIVORA | MUSTELIDAE | SPILOGALE","| USA | NORTH DAKOTA | LAMOURE |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:105473",NA,NA,"interrupta","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",783996468,"Animalia",1,"en","2015-07-16T13:28:50.483+0000","2016-08-04T00:59:15.031+0000","2015-04-07T16:40:34.262+0000",46.5267887003994,NA,NA,NA,NA,NA,NA,NA,"1MI W JUD",NA,NA,NA,-98.9160508704339,NA,"2015-04-06T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:UMMZ:Mammals:105473",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","E.A. HIBBARD","396","http://portal.vertnet.org/o/ummz/mammals?id=105473",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,"FEMALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"NOV 1954","USA | NORTH DAKOTA | LAMOURE | 1MI W JUD",NA,NA,NA,1954,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"863",867,"http://www.vertnet.org/resources/norms.html","South Dakota","Clay County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"13446","Mammalia",359,"3 MI N, 0.5 MI E VERMILLION, South Dakota, Clay County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",4583.41,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",23,NA,NA,NA,"sex: male",NA,NA,NA,NA,NA,NA,NA,357,NA,"1954-12-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1145162071,"Spilogale","Spilogale",2434820,"WGS84",NA,"Elizabeth Campbell","2003-05-03 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae","North America, United States, South Dakota, Clay County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:13446?seid=397029",1,NA,"interrupta","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145162071,"Animalia",1,"en","2016-07-28T04:55:28.866+0000","2016-08-04T12:18:51.086+0000","2016-06-24T04:32:54.649+0000",42.8225201521402,NA,NA,NA,NA,NA,NA,NA,"3 MI N, 0.5 MI E VERMILLION","Elizabeth Campbell",NA,NA,-96.9142614156926,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:13446?seid=397029",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:13446","preparator number=1997",NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): James S. Findley",NA,"http://arctos.database.museum/guid/MSB:Mamm:13446",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"23-Dec-1954","3 MI N, 0.5 MI E VERMILLION",NA,NA,NA,1954,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"871",875,"http://vertnet.org/resources/norms.html","Florida",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"100807","Mammalia",359,"Florida, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",515132,"United States",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,"NATIVE","1953-06-02T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",783991384,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","center of state","Topozone.com","requires verification",NA,"CARNIVORA | MUSTELIDAE | SPILOGALE","| USA | Florida |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:100807",NA,NA,"ambarvalis","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",783991384,"Animalia",1,"en","2015-07-16T13:28:44.945+0000","2016-08-04T00:58:59.930+0000","2015-04-07T16:40:32.301+0000",27.9097033642767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.5888966636875,NA,"2015-04-06T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UMMZ:Mammals:100807","DIED","present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skeleton | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","(W.O.PRUITT)","MZ1120","http://portal.vertnet.org/o/ummz/mammals?id=100807",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius subsp. ambarvalis Bangs, 1898",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",153,NA,6164470,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2 JUN 1953","USA | FLORIDA",NA,NA,NA,1953,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"1020",1024,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Florida","GLADES CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"151912","Mammalia",359,"LAKEPORT, 5.4 MI NE OF, Florida, GLADES CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,25,NA,NA,NA,"TotalLength: 395.0; TailLength: 110.0; HindFoot: 41.0; EarLength: 22.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-04-25T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686479030,"Spilogale","Spilogale",2434820,"WGS84",NA,"Sean P. Maher","2007-04-15",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9683cd48-1ed8-11e3-bfac-90b11c41863e",NA,NA,"ambarvalis","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686479030,"Animalia",1,"en","2016-03-28T15:43:46.096+0000","2016-08-03T12:33:02.896+0000","2015-06-05T22:02:31.173+0000",27.03,NA,NA,NA,NA,NA,NA,NA,"LAKEPORT, 5.4 MI NE OF",NA,NA,NA,-81.06,NA,NA,4,NA,NA,"9683cd48-1ed8-11e3-bfac-90b11c41863e","SHOT WHILE COPULATING",NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A & WIDDEN O",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. ambarvalis Bangs, 1898",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164470,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"1025",1029,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Texas","HILL CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"51739","Mammalia",359,"BLUM, 4 MI N OF, Texas, HILL CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-10-25T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686380980,"Spilogale","Spilogale",2434820,"WGS84",NA,"Sean P. Maher","2008-01-05",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922f5b74-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686380980,"Animalia",1,"en","2016-03-28T15:43:10.643+0000","2016-08-03T12:33:04.609+0000","2015-06-05T22:01:51.565+0000",32.1999999991488,NA,NA,NA,NA,NA,NA,NA,"BLUM, 4 MI N OF",NA,NA,NA,-97.39,NA,NA,10,NA,NA,"922f5b74-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","HEINRICH G H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"1031",1035,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oklahoma","WASHITA CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"41553","Mammalia",359,"LAKE VALLEY, 0.75 N, 3 MI E OF, Oklahoma, WASHITA CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-01-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686370892,"Spilogale","Spilogale",2434820,"WGS84",NA,"Mia Hwang (TTU)","2003-03-03",NA,NA,"Topozone.com 1:24,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91d0c534-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686370892,"Animalia",1,"en","2016-03-28T15:43:06.883+0000","2016-08-03T12:33:05.402+0000","2015-06-05T22:01:47.673+0000",35.170043968731,NA,NA,NA,NA,NA,NA,NA,"LAKE VALLEY, 0.75 N, 3 MI E OF",NA,NA,NA,-98.8101657308294,NA,NA,1,NA,NA,"91d0c534-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","KING O M",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"1034",1038,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Florida","DADE CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"151905","Mammalia",359,"CORAL GABLES; ALHAMBRA CIRCLE & VALENCIA AVE, Florida, DADE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,25,NA,NA,NA,"TotalLength: 364.0; TailLength: 105.0; HindFoot: 36.0; EarLength: 22.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-03-25T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686479023,"Spilogale","Spilogale",2434820,"WGS84",NA,"Sean P. Maher","2007-04-10",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9683a458-1ed8-11e3-bfac-90b11c41863e",NA,NA,"ambarvalis","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686479023,"Animalia",1,"en","2016-03-28T15:43:46.094+0000","2016-08-03T12:33:02.191+0000","2015-06-05T22:02:31.240+0000",25.74,NA,NA,NA,NA,NA,NA,NA,"CORAL GABLES; ALHAMBRA CIRCLE & VALENCIA AVE",NA,NA,NA,-80.28,NA,NA,3,NA,NA,"9683a458-1ed8-11e3-bfac-90b11c41863e","CTENACEPHALIDUS FALIS, POLYGENIS GOYNI",NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A & BAKER A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. ambarvalis Bangs, 1898",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164470,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
