"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nameAccordingTo","nameAccordingToID","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1111",1111,"http://vertnet.org/resources/norms.html","Colorado","Weld County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"15162","Mammalia",359,"Longmont, Weld County Road 7, Colorado, Weld County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,3000,"United States",NA,NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2015-03-27T00:00:00.000+0000",10,NA,NA,NA,"age class=adult ; sex=male ; total length=57.8 cm; tail length=21.1 cm; hind foot with claw=4.4 cm; ear from notch=2.3 cm; weight=1.32 kg; reproductive data=testes: 2.3x1.5 cm ; ectoparasites detected=no ; endoparasites detected=no ; verbatim preservation date=27 May 2015",NA,NA,NA,NA,NA,1494,0,"100",NA,"2014-04-10T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1229658867,"Neovison","Neovison",2433650,"WGS84",NA,"Emmalyne Axtell","2016-01-07 00:00:00.0","Google automated georeference",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mustelinae;  (Schreber, 1777)","North America, United States, Colorado, Weld County",NA,NA,NA,NA,"A",NA,"field","Denver Museum of Nature & Science","http://arctos.database.museum/guid/DMNS:Mamm:15162?seid=3099757",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1229658867,"Animalia",1,"en","2016-07-28T04:44:43.533+0000","2016-08-04T00:09:33.283+0000","2016-07-28T04:44:43.670+0000",40.17543,NA,NA,NA,NA,NA,NA,"ADULT","Longmont, Weld County Road 7","Emmalyne Axtell",NA,"north- south uncertainty on CR7 of 3 kilometers",-104.99851,NA,NA,4,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:15162?seid=3099757",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:15162",NA,"DZTM: Denver Zoology Tissue Mammal=3463; GWRC: Greenwood Wildlife Rehabilitation Center=199",NA,NA,"Chordata",44,"liver (frozen); heart (frozen); study skin; kidney (frozen); baculum; skeleton; muscle (frozen)","<i>Neovison vison</i> (accepted ID) identified by Denver Museum of Nature & Science on 2015-03-27; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Phil Seitz, Greenwood Wildlife Rehabilitation Center; Preparator(s): Morgana Eckman",NA,"http://arctos.database.museum/guid/DMNS:Mamm:15162",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,"salvage, hit by vehicle","Neovison vison (Schreber, 1777)",NA,"MALE",NA,"Neovison vison",2433652,"vison",NA,NA,2433652,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"10 April 2014","Longmot: Weld [verbatim, West] County Road 7",NA,NA,NA,NA,2014,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
"1482",1482,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"265666","Mammalia",359,"429 km Teardrop Road, Alaska, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2013-02-11T00:00:00.000+0000",11,NA,NA,NA,"sex=male ; examined for parasites=no",NA,NA,NA,NA,NA,NA,NA,"42",NA,"2013-02-11T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1145292722,"Neovison","Neovison",2433650,"WGS84",NA,"Bob Frederick","2013-02-11 00:00:00.0","not recorded",NA,"GPS","checked by collector",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mustelinae;  (Schreber, 1777)","North America, United States, Alaska",NA,NA,NA,NA,"A",NA,"student","Bob Frederick","http://arctos.database.museum/guid/MSB:Mamm:265666?seid=2014696",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145292722,"Animalia",1,"en","2016-07-28T04:56:01.883+0000","2016-08-04T12:19:00.221+0000","2016-06-24T04:34:10.829+0000",54.42662,NA,NA,NA,NA,NA,NA,NA,"429 km Teardrop Road","Bob Frederick",NA,NA,-123.40653,NA,NA,2,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:265666?seid=2014696",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:265666",NA,"NK=216240; original identifier=Trapline# 714T008",NA,NA,"Chordata",44,"skull; tongue (frozen); muscle (frozen)","<i>Neovison vison</i> (accepted ID) identified by Bob Frederick on 2013-02-11; method: student","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Bob Frederick",NA,"http://arctos.database.museum/guid/MSB:Mamm:265666",NA,"http://arctosdb.org/home/data/",NA,NA,"Neovison vison (Schreber, 1777)",NA,"MALE",NA,"Neovison vison",2433652,"vison",NA,NA,2433652,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"degrees dec. minutes",NA,"10 Nov 207","429 km Teardrop rd",NA,NA,NA,NA,2013,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
"1671",1671,"http://vertnet.org/resources/norms.html","New York","Tompkins County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"22282","Mammalia",359,"Lansing Township, ~5.4 km NE Ithaca,  Sapsucker Woods Road near Lab of Ornithology driveway of far parking lot, New York, Tompkins County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,200,"United States",NA,NA,NA,"35720b3e-aded-4b83-b4f1-967f1d457d6a",NA,"2013-08-14T00:00:00.000+0000",14,NA,NA,NA,"sex=female ; total length=502 mm; tail length=168 mm; hind foot with claw=58 mm; ear from notch=16 mm; weight=600 g",NA,NA,NA,NA,NA,NA,NA,"226",NA,"2013-08-14T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1037967868,"Neovison","Neovison",2433650,"WGS84",NA,"unknown","2014-02-27 00:00:00.0","not recorded",NA,"Georeference Source: Google Earth; Georeference Date: 20130829","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mustelinae;  (Schreber, 1777)","North America, United States, New York, Tompkins County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/CUMV:Mamm:22282?seid=2110778",1,NA,NA,"CUMV","http://grbio.org/cool/i64g-wjcr",NA,NA,"US",1037967868,"Animalia",1,"en","2016-07-28T04:38:20.382+0000","2016-08-03T13:48:57.049+0000","2016-06-24T04:01:23.172+0000",42.48124,NA,NA,NA,NA,NA,NA,NA,"Lansing Township, ~5.4 km NE Ithaca,  Sapsucker Woods Road near Lab of Ornithology driveway of far parking lot","unknown",NA,NA,-76.44912,NA,NA,8,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/CUMV:Mamm:22282?seid=2110778",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/CUMV:Mamm:22282",NA,"preparator number=CMD 827",NA,NA,"Chordata",44,"tissue (frozen); tissue (frozen) sample; whole organism (ethanol)","<i>Neovison vison</i> (accepted ID) identified by unknown on 2013-08-14; method: legacy","DWC_ARCHIVE","US","cf9ceb80-9f3d-11da-b791-b8a03c50a862","Collector(s): Kevin J. McGowan; Preparator(s): Charles M. Dardia",NA,"http://arctos.database.museum/guid/CUMV:Mamm:22282",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"DOR","Neovison vison (Schreber, 1777)",NA,"FEMALE",NA,"Neovison vison",2433652,"vison",NA,NA,2433652,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2013-08-14","Lansing Township, ~5.4 km NE Ithaca,  Sapsucker WoodsRoad near driveway of far parkingl ot",NA,NA,NA,NA,2013,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
"1697",1697,"http://www.vertnet.org/resources/norms.html","British Columbia",NA,"(same individual as) Trapline ID 0604T015",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"267020","Mammalia",359,"Burns Lake, Takysie Creek, Uncha Lake, British Columbia, Canada, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,30000,"Canada",NA,NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2013-09-04T00:00:00.000+0000",4,NA,NA,NA,"sex=not recorded ; examined for parasites=no",NA,NA,NA,NA,NA,810,0,"247",NA,"2013-09-04T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1145294184,"Neovison","Neovison",2433650,"WGS84",NA,"Adrienne L. Raniszewski","2013-09-04 00:00:00.0","not recorded",NA,"Google Earth","checked by collector",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mustelinae;  (Schreber, 1777)","North America, Canada, British Columbia",NA,NA,NA,NA,"A",NA,"field","Kayce C. Bell","http://arctos.database.museum/guid/MSB:Mamm:267020?seid=2073154",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"CA",1145294184,"Animalia",1,"en","2016-07-28T04:56:02.366+0000","2016-08-04T12:18:57.287+0000","2016-06-24T04:34:11.568+0000",54.0719,NA,NA,NA,NA,NA,NA,NA,"Burns Lake, Takysie Creek, Uncha Lake","Adrienne L. Raniszewski",NA,NA,-125.74562,NA,NA,9,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:267020?seid=2073154","Capture location DL 891S",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:267020",NA,"NK=232972",NA,NA,"Chordata",44,"skull; tongue (frozen); muscle (frozen)","<i>Neovison vison</i> (accepted ID) identified by Kayce C. Bell on 2013-09-04; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): George Noth; Preparator(s): Adrienne L. Raniszewski",NA,"http://arctos.database.museum/guid/MSB:Mamm:267020",NA,"http://arctosdb.org/home/data/",NA,NA,"Neovison vison (Schreber, 1777)",NA,NA,NA,"Neovison vison",2433652,"vison",NA,NA,2433652,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"4 Jan 2009","Canada/BC, Burns Lake, Takysie Creek",NA,NA,NA,NA,2013,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
"2154",2154,"http://www.vertnet.org/resources/norms.html","Wyoming","Sheridan County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"127091","Mammalia",359,"SW edge of Sheridan near Big Goose Creek at the south end of Westview Drive, Wyoming, Sheridan County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,402.34,"United States",NA,NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2012-09-09T00:00:00.000+0000",9,NA,NA,NA,"sex=female ; total length=515 mm; tail length=151 mm; hind foot with claw=60 mm; ear from notch=21 mm; weight=595 g; age class=juvenile ; reproductive data=no embs",NA,NA,NA,NA,NA,NA,NA,"253",NA,"2012-09-09T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1145155844,"Neovison","Neovison",2433650,"WGS84",NA,"Cindy A. Ramotnik","2012-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mustelinae;  (Schreber, 1777)","North America, United States, Wyoming, Sheridan County",NA,NA,NA,NA,"A",NA,"ID of kin","Cindy A. Ramotnik","http://arctos.database.museum/guid/MSB:Mamm:127091?seid=2342842",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145155844,"Animalia",1,"en","2016-07-28T04:55:27.097+0000","2016-08-04T12:18:53.356+0000","2016-06-24T04:32:50.858+0000",44.78434,NA,NA,NA,NA,NA,NA,"JUVENILE","SW edge of Sheridan near Big Goose Creek at the south end of Westview Drive","Cindy A. Ramotnik",NA,NA,-106.98884,NA,NA,9,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:127091?seid=2342842",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:127091",NA,"NK=225067; USGS: U.S. Geological Survey=127091; preparator number=CAR 5258",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; heart, kidney (frozen); liver (frozen); heart, kidney (frozen) sample","<i>Neovison vison</i> (accepted ID) identified by Cindy A. Ramotnik on 2012-09-09; method: ID of kin","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): T. R. Shelby; Preparator(s): Cindy A. Ramotnik",NA,"http://arctos.database.museum/guid/MSB:Mamm:127091",NA,"http://arctosdb.org/home/data/",NA,NA,"Neovison vison (Schreber, 1777)",NA,"FEMALE",NA,"Neovison vison",2433652,"vison",NA,NA,2433652,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"9 sept 2012","Wyoming: Sheridan Co., SW edge of Sheridan, near Big Goose Creek, S end Westview Drive",NA,NA,NA,NA,2012,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
"2398",2398,"http://vertnet.org/resources/norms.html","Maine","York",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"178434","Mammalia",359,"Saco Township, along bank of Saco River, Maine, York, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",NA,10105,"United States",NA,NA,NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147","NATIVE","2011-05-27T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",784069090,"Neovison","Neovison",2433650,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Carnivora | Mustelidae | Neovison","| USA | Maine | York |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:178434",NA,NA,"mink","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",784069090,"Animalia",1,"en","2015-07-16T13:30:03.248+0000","2016-08-04T00:59:11.187+0000","2015-04-07T16:41:06.442+0000",43.50083,NA,NA,NA,NA,NA,NA,NA,"Saco Township, along bank of Saco River",NA,NA,NA,-70.44333,NA,"2015-04-06T00:00:00.000+0000",5,NA,NA,NA,"ICZN","urn:catalog:UMMZ:Mammals:178434",NA,"present","Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"Skeleton | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","A. Feiner","MZ 10256","http://portal.vertnet.org/o/ummz/mammals?id=178434",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Neovison vison subsp. mink Peale & Palisot de Beauvois, 1796",NA,"MALE",NA,"Neovison vison",2433652,"vison","147",NA,6164005,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"27 May 2011","USA | Maine | York | Saco Township, along bank of Saco River",NA,NA,NA,NA,2011,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
"2744",2744,NA,"North Carolina","Durham",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"NCSM 16883 - North Carolina Museum of Natural Sciences Mammals Collection","16883","Mammalia",359,"Durham, on Umstead Rd, 100 m E of JCT with Cole Mills Rd, North Carolina, Durham, United States, NORTH_AMERICA","NCSM-Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"NCSM-MammalsDWC","ea9f5b0b-ad97-45ea-935a-ba2784c80cbb","NCSM Mammals Collection",NA,25,NA,NA,"In Collections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-25T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,"MAMM-16883",NA,NA,"United States",897170377,"Neovison","Neovison",2433650,"WGS84",NA,NA,NA,NA,NA,"DeLorme 6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48AC04FD-1C8C-491F-A663-BEE9C2325F8D",NA,NA,NA,"NCSM","NCSM",NA,NA,"US",897170377,"Animalia",1,"EN","2016-07-28T19:48:39.297+0000","2016-08-04T15:09:04.235+0000","2016-07-28T19:48:39.531+0000",36.0634,NA,NA,NA,NA,NA,NA,NA,"Durham, on Umstead Rd, 100 m E of JCT with Cole Mills Rd",NA,NA,NA,-78.979,NA,"2016-07-28T00:00:00.000+0000",5,NA,NA,NA,NA,"48AC04FD-1C8C-491F-A663-BEE9C2325F8D","Source: MRS.  4 Scars: 3R,1L.",NA,"Carnivora",732,NA,NA,"P10-9-2","NCSM",NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","69e7f900-ed5b-11dd-ac7e-b8a03c50a862",NA,NA,"http://collections.naturalsciences.org/specimenMammals.aspx?ID=16883",NA,"http://creativecommons.org/publicdomain/zero/1.0/","North Carolina Museum of Natural Sciences",NA,"Neovison vison (Schreber, 1777)",NA,"FEMALE",NA,"Neovison vison",2433652,"vison",NA,NA,2433652,NA,"SPECIES",NA,"Physical Object",NA,NA,NA,"132",NA,"Received from R. Bakelaar.",NA,NA,"American Mink",NA,2010,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
"2830",2830,NA,"California","Plumas Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"28808","Mammalia",359,"North Fork Feather River Canyon at confluence of Murphy Creek on State Route 70, California, Plumas Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,29,NA,NA,NA,"Tail=176.0 mm; Hind Foot=76.0 mm; Ear=29.0 mm.; Weight=1.14 kg.; Length=564 mm. S.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-29T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",583537017,"Mustela","Neovison",2433650,"WGS84",NA,NA,NA,"rec'd from collector",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae","North America; USA; California; Plumas Co.",NA,NA,NA,NA,NA,NA,NA,"C. Wemmer","urn:catalog:CAS:MAM:28808",NA,NA,NA,"CAS",NA,NA,NA,"US",583537017,"Animalia",1,"en","2016-08-09T10:34:01.850+0000","2016-08-04T00:58:24.391+0000","2016-03-29T19:22:56.202+0000",39.99203,NA,NA,NA,NA,NA,NA,"ADULT","North Fork Feather River Canyon at confluence of Murphy Creek on State Route 70",NA,NA,NA,-121.28062,NA,NA,8,NA,NA,NA,NA,"urn:catalog:CAS:MAM:28808","Study skin and skull. Stomach contents: crayfish/black berries.",NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"SN; SK",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","C. Wemmer",NA,NA,"left testis: 14.1 mm.",NA,NA,NA,"Mustela vison Schreber, 1777",NA,NA,NA,"Neovison vison",2433652,"vison","241",NA,5218823,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"29 August 2010",NA,NA,NA,NA,NA,2010,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
"2882",2882,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"106199","Mammalia",359,"Parks Highway, near Fish Creek, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,7.01,"United States",NA,NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2010-09-18T00:00:00.000+0000",18,NA,NA,NA,"sex=female ; total length=535 mm; tail length=168 mm; hind foot with claw=65 mm; ear from notch=20 mm; weight=643 g; reproductive data=No embryos",NA,NA,NA,NA,NA,59,0,"261",NA,"2010-09-18T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897001540,"Neovison","Neovison",2433650,"WGS84",NA,"Nicholas J. Kerhoulas","2010-09-18 00:00:00.0","not recorded",NA,"GPS (transcribed)","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mustelinae;  (Schreber, 1777)","North America, United States, Alaska, Fairbanks Quad",NA,NA,NA,NA,"A",NA,"field","Nicholas J. Kerhoulas","http://arctos.database.museum/guid/UAM:Mamm:106199?seid=1027448",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897001540,"Animalia",1,"en","2016-08-09T08:05:40.183+0000","2016-08-09T08:05:45.180+0000","2016-08-09T08:05:40.461+0000",64.4614,NA,NA,NA,NA,NA,NA,NA,"Parks Highway, near Fish Creek","Nicholas J. Kerhoulas",NA,NA,-149.04997,NA,NA,9,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:106199?seid=1027448","Roadkill.",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:106199",NA,"AF=74487; original identifier=NJK10.049",NA,NA,"Chordata",44,"skull; heart (frozen); liver (frozen)","<i>Neovison vison</i> (accepted ID) identified by Nicholas J. Kerhoulas on 2010-09-18; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Nicholas J. Kerhoulas; Preparator(s): Nicholas J. Kerhoulas, Brandy K. Jacobsen",NA,"http://arctos.database.museum/guid/UAM:Mamm:106199",NA,"http://arctosdb.org/home/data/",NA,NA,"Neovison vison (Schreber, 1777)",NA,"FEMALE",NA,"Neovison vison",2433652,"vison",NA,NA,2433652,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2010-09-18","Parks Highway, near Fish Creek",NA,NA,NA,NA,2010,"2016-08-10",41661,"Neovison vison",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",1094.17936505,1948.85222547,TRUE
