"","X","accessRights","adm1","adm2","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"879",888,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"33421","Mammalia",359,"TEQUILA, 7 MI S, 2 MI W OF; CERRO TEQUILA, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-05-11T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686362832,"Nasua","Nasua",2433530,"WGS84",NA,"Nadya Moreno Almeraya (CONABIO)","2003-02-18",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91707c52-1ed8-11e3-bfac-90b11c41863e",NA,NA,"molaris","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686362832,"Animalia",1,"en","2016-03-28T15:43:03.948+0000","2016-08-03T12:32:59.957+0000","2015-09-16T18:56:16.731+0000",20.7805396000957,NA,NA,NA,NA,NA,NA,"TEQUILA, 7 MI S, 2 MI W OF; CERRO TEQUILA",NA,NA,NA,-103.860219684619,NA,NA,5,NA,NA,"91707c52-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1949,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"881",890,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Quintana Roo Territory",NA,NA,"PRESERVED_SPECIMEN",NA,"Nasua narica yucatanica (YPM MAM 001455)","YPM MAM 001455","Mammalia",359,"Quintana Roo Territory, Mexico, NORTH_AMERICA","VZ",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"854f602e-f762-11e1-a439-00145eb45e9a",NA,NA,28,NA,NA,NA,"{ ""solr_long_lat"": ""-88.2833,18.5000"" }",NA,NA,NA,NA,NA,NA,NA,NA,"1949-06-28T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1039527479,"Nasua","Nasua",2433530,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ferae; Carnivora; Caniformia; Arctoidea-Mustelida; Procyonidae; Procyoninae","North America; Mexico; Quintana Roo Territory; Chetumal",NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:dbf65b89-b0ae-4f5a-b37a-30458c97a88b",1,NA,"yucatanica","YPM",NA,NA,"MX",1039527479,"Animalia",1,"eng","2016-08-09T20:30:49.647+0000","2016-08-04T07:52:42.035+0000","2016-06-28T20:16:09.015+0000",18.5,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,NA,-88.2833,NA,NA,6,"Chetumal","ICZN","urn:uuid:dbf65b89-b0ae-4f5a-b37a-30458c97a88b","number 1455; lot count 1",NA,"Carnivora",732,NA,NA,"14318","YPM","Chordata",44,"skin, round","Nasua narica yucatanica","DWC_ARCHIVE","US","2e167bb0-4441-11db-9ba2-b8a03c50a862",NA,NA,"http://collections.peabody.yale.edu/search/Record/YPM-MAM-001455",NA,"Yale Peabody Museum of Natural History",NA,"Nasua narica subsp. yucatanica J. A. Allen, 1904",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,6164388,NA,"SUBSPECIES","Animals and Plants: Vertebrates - Mammals","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,"White-nosed Coati; coatis; procyonids; dog-like carnivores; carnivores; mammals; vertebrates; chordates; animals",1949,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"889",898,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"24523","Mammalia",359,"JESUS CARRANZA, 20 KM E OF, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-02-12T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686353982,"Nasua","Nasua",2433530,"WGS84",NA,"Yolanda Hortelano (CNMA)","2004-03-24",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"911248b6-1ed8-11e3-bfac-90b11c41863e",NA,NA,"narica","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686353982,"Animalia",1,"en","2016-03-28T15:43:00.734+0000","2016-08-03T12:32:57.438+0000","2015-09-16T18:56:09.613+0000",17.4307255102876,NA,NA,NA,NA,NA,NA,"JESUS CARRANZA, 20 KM E OF",NA,NA,NA,-94.81999518494,NA,NA,2,NA,NA,"911248b6-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DALQUEST W W",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. narica",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,1948,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"903",912,"http://www.vertnet.org/resources/norms.html","Chihuahua",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"109604","Mammalia",359,"Rio El Gavilán, 7 mi SW Pacheco, Chihuahua, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,5150,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",31,NA,NA,NA,"sex=female",NA,NA,NA,NA,1737.36,0,213,NA,"1948-07-31T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1145676083,"Nasua","Nasua",2433530,"WGS84",NA,"Alejandra Núñez Merchand","2003-02-18 00:00:00.0","MaNIS georeferencing guidelines",NA,"Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, Mexico, Chihuahua",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:109604?seid=1213494",1,NA,NA,"MVZ","urn:lsid:biocol.org:col:34777",NA,"MX",1145676083,"Animalia",1,"en","2016-08-09T09:37:43.043+0000","2016-08-09T09:37:54.337+0000","2016-08-09T09:37:43.072+0000",30.0147900394385,NA,NA,NA,NA,NA,NA,"Rio El Gavilán, 7 mi SW Pacheco","Alejandra Núñez Merchand",NA,"CONABIO suggests: Chihuahua ; Casas Grandes ; Colonia Pacheco, 7 mi SW; rio El Gavilán",-108.417125691026,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:109604?seid=1213494",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:109604",NA,"collector number=767",NA,"Chordata",44,"skin; skull","<i>Nasua narica pallida</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): A. Starker Leopold","767","http://arctos.database.museum/guid/MVZ:Mamm:109604","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica (Linnaeus, 1766)",NA,"FEMALE",NA,"Nasua narica",2433531,"narica",NA,NA,2433531,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"31 Jul 1948","Rio Gavilan, 7 mi SW Pacheco",NA,NA,1948,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"914",923,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"19256","Mammalia",359,"COATZACOALCOS, 14 KM SW OF, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1947-02-09T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686348763,"Nasua","Nasua",2433530,"WGS84",NA,"Yolanda Hortelano (CNMA)","2004-03-23",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90d3e2cc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"narica","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686348763,"Animalia",1,"en","2016-03-28T15:42:58.787+0000","2016-08-03T12:32:57.495+0000","2015-09-16T18:56:04.205+0000",18.0406969177834,NA,NA,NA,NA,NA,NA,"COATZACOALCOS, 14 KM SW OF",NA,NA,NA,-94.5299900836841,NA,NA,2,NA,NA,"90d3e2cc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DALQUEST W W",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. narica",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,1947,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"920",929,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Cartago",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"26954","Mammalia",359,"TURRIALBA, 5 KM SE OF, Cartago, Costa Rica, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Costa Rica",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1947-03-22T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Costa Rica",686356400,"Nasua","Nasua",2433530,"WGS84",NA,"Kristina Yamamoto, Andrea Caiozzi-Cofre (MVZ)","2003-03-14",NA,NA,"Alexandria Digital Library Gazetteer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"912d8d2f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"narica","KU","http://grbio.org/cool/iakn-125z",NA,"CR",686356400,"Animalia",1,"en","2016-03-28T15:43:01.589+0000","2016-08-03T12:33:19.781+0000","2015-06-05T22:01:41.944+0000",9.86,NA,NA,NA,NA,NA,NA,"TURRIALBA, 5 KM SE OF",NA,NA,NA,-83.65,NA,NA,3,NA,NA,"912d8d2f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","WESTMAN & CAMP R R",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. narica",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1947,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"943",953,"http://www.vertnet.org/resources/norms.html","Guerrero",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"106048","Mammalia",359,"Amojileca, 25 km W Chilpancingo de los Bravos, Guerrero, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,20448,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",21,NA,NA,NA,"sex=female",NA,NA,NA,NA,1828.8,0,295,NA,"1944-10-21T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1145672127,"Nasua","Nasua",2433530,"WGS84",NA,"Yolanda Hortelano-Moncada","2003-07-10 00:00:00.0","MaNIS georeferencing guidelines",NA,"Instituto Nacional de Estadística Geografía e Informática, (INEGI). Map 1:250,000","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, Mexico, Guerrero",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:106048?seid=1838921",1,NA,"molaris","MVZ","urn:lsid:biocol.org:col:34777",NA,"MX",1145672127,"Animalia",1,"en","2016-08-09T09:37:40.984+0000","2016-08-09T09:37:47.948+0000","2016-08-09T09:37:41.034+0000",17.5520954890581,NA,NA,NA,NA,NA,NA,"Amojileca, 25 km W Chilpancingo de los Bravos","Yolanda Hortelano-Moncada",NA,NA,-99.7534418308506,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:106048?seid=1838921",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:106048",NA,"collector number=202",NA,"Chordata",44,"skull; study skin","<i>Nasua narica molaris</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): A. Starker Leopold","202","http://arctos.database.museum/guid/MVZ:Mamm:106048","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,"FEMALE",NA,"Nasua narica",2433531,"narica",NA,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"21 Oct 1944","Amojileca, 25 km W Chilpancingo",NA,NA,1944,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"959",970,"http://www.vertnet.org/resources/norms.html","Departamento San Miguel",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98258","Mammalia",359,"SW edge Lake Olomega, Departamento San Miguel, El Salvador, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,7081,"El Salvador",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",10,NA,NA,NA,"sex=female",NA,NA,NA,NA,60.96,0,41,NA,"1942-02-10T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"El Salvador",1145895438,"Nasua","Nasua",2433530,"WGS84",NA,"Sunny N. Shah","2003-08-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Alexandria Digital Library Gazetteer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","Central America, El Salvador, Departamento San Miguel",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:98258?seid=131988",1,NA,"narica","MVZ","urn:lsid:biocol.org:col:34777",NA,"SV",1145895438,"Animalia",1,"en","2016-08-09T09:39:57.500+0000","2016-08-09T09:45:09.187+0000","2016-08-09T09:39:58.596+0000",13.31667,NA,NA,NA,NA,NA,NA,"SW edge Lake Olomega","Sunny N. Shah",NA,NA,-88.06667,NA,NA,2,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:98258?seid=131988",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:98258",NA,"collector number=1110",NA,"Chordata",44,"skull; study skin","<i>Nasua narica narica</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Milton Hildebrand","1110","http://arctos.database.museum/guid/MVZ:Mamm:98258","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica subsp. narica",NA,"FEMALE",NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"10 Feb 1942","SW edge Lake Olomega",NA,NA,1942,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"964",975,"http://www.vertnet.org/resources/norms.html","Departamento Chalatenango",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98262","Mammalia",359,"Los Esesmiles, Departamento Chalatenango, El Salvador, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,3575,"El Salvador",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",4,NA,NA,NA,"sex=female",NA,NA,NA,NA,2514.6,76.2,94,NA,"1942-04-04T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"El Salvador",1145895473,"Nasua","Nasua",2433530,"WGS84",NA,"Sunny N. Shah","2003-08-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Alexandria Digital Library Gazetteer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","Central America, El Salvador, Departamento Chalatenango",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:98262?seid=284288",1,NA,"narica","MVZ","urn:lsid:biocol.org:col:34777",NA,"SV",1145895473,"Animalia",1,"en","2016-08-09T09:39:57.522+0000","2016-08-09T09:45:09.538+0000","2016-08-09T09:39:58.640+0000",14.38333,NA,NA,NA,NA,NA,NA,"Los Esesmiles","Sunny N. Shah",NA,NA,-89.13333,NA,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:98262?seid=284288","ELEV; 8000-8500 FT",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:98262",NA,"collector number=1296",NA,"Chordata",44,"skull; study skin; skeleton","<i>Nasua narica narica</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Milton Hildebrand","1296","http://arctos.database.museum/guid/MVZ:Mamm:98262","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica subsp. narica",NA,"FEMALE",NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"4 Apr 1942","Los Esesmiles",NA,NA,1942,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"965",976,"http://www.vertnet.org/resources/norms.html","Departamento Santa Ana",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98264","Mammalia",359,"near Santa Marta, 0.5 mi E Cerro del Los Naranjos, Departamento Santa Ana, El Salvador, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,5671.33,"El Salvador",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",12,NA,NA,NA,"sex=female",NA,NA,NA,NA,1524,0,102,NA,"1942-04-12T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"El Salvador",1145895459,"Nasua","Nasua",2433530,"WGS84",NA,"Sunny N. Shah","2003-08-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Alexandria Digital Library Gazetteer","unverified",NA,"Animalia Chordata Mammalia Carnivora Procyonidae","Central America, El Salvador, Departamento Santa Ana",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:98264?seid=1162188",1,NA,"narica","MVZ","urn:lsid:biocol.org:col:34777",NA,"SV",1145895459,"Animalia",1,"en","2016-08-09T09:39:57.502+0000","2016-08-09T09:45:09.372+0000","2016-08-09T09:39:58.606+0000",13.86667,NA,NA,NA,NA,NA,NA,"near Santa Marta, 0.5 mi E Cerro del Los Naranjos","Sunny N. Shah",NA,NA,-89.67589,NA,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:98264?seid=1162188","The os clitoris with this specimen has label with just number 296 which may be an MH number.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:98264",NA,"collector number=3348",NA,"Chordata",44,"skull; os clitoris; study skin","<i>Nasua narica narica</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Milton Hildebrand, G. A. Vides","3348","http://arctos.database.museum/guid/MVZ:Mamm:98264","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica subsp. narica",NA,"FEMALE",NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"12 Apr 1942","near Santa Marta, 1/2 mi E Cerro del Los Naranjos",NA,NA,1942,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
