"","X","accessRights","adm1","adm2","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"726",733,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Chihuahua",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"85405","Mammalia",359,"URIQUE, Chihuahua, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-02-06T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686414455,"Nasua","Nasua",2433530,"WGS84",NA,"Alejandra N<U+FFFD><U+FFFD>ez Merchand (CONABIO)","2004-02-03",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"938117b4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"molaris","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686414455,"Animalia",1,"en","2016-03-28T15:43:23.073+0000","2016-08-03T12:33:02.544+0000","2015-09-16T18:56:54.781+0000",27.210252923159,NA,NA,NA,NA,NA,NA,"URIQUE",NA,NA,NA,-107.910346151341,NA,NA,2,NA,NA,"938117b4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","JONES J K JR",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1961,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"730",737,"http://vertnet.org/resources/norms.html","Jalisco",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"013546","Mammalia",359,"Sierra de Autlan; Ahuacapan, 9 mi S, Jalisco, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,12230,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"NATIVE","1960-01-02T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1065340518,"Nasua","Nasua",2433530,"WGS84",NA,"Nadya Moreno Almeraya (CONABIO)",NA,"VertNet Georeferencing Guidelines","Extent calculated as: y = 0.0863x0.3322 (0.3322 = exponential) where X = number of inhabitants of named place","Localidades 2000, INEGI","requires verification",NA,"Carnivora | Procyonidae | Nasua","| Mexico | Jalisco |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"1938c5e6-0d07-49f4-9eb1-4d5bfedcbbad",NA,NA,"molaris","LACM","urn:lsid:biocol.org:col:34802",NA,"MX",1065340518,"Animalia",1,"en","2015-04-17T15:58:46.089+0000","2016-08-04T02:40:33.934+0000","2015-04-17T15:58:46.100+0000",19.5465751450516,NA,NA,NA,NA,NA,NA,"Sierra de Autlan; Ahuacapan, 9 mi S",NA,NA,NA,-104.326895572483,NA,"2015-04-17T00:00:00.000+0000",1,NA,"ICZN","1938c5e6-0d07-49f4-9eb1-4d5bfedcbbad",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Schaldach, W J","WJS 7814","http://portal.vertnet.org/o/lacm/mammals?id=013546","https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,"FEMALE",NA,"Nasua narica",2433531,"narica",2,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"02 JAN 1960","Mexico | Jalisco | Sierra de Autlan; Ahuacapan, 9 mi S",NA,NA,1960,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"731",738,NA,"Bocas Del Toro",NA,"Genbank:","PRESERVED_SPECIMEN",NA,NA,"316212.7308715","Mammalia",359,"Almirante, Bocas Del Toro, Panama, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"Panama",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,"1960-01-23T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Panama",887089160,"Nasua","Nasua",2433530,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Procyonidae","North America, Panama, Bocas Del Toro",NA,NA,"316212",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3bafbecaf-be99-4311-bf1a-52607d9ad954",1,NA,"narica","USNM",NA,NA,"PA",887089160,"Animalia",1,NA,"2016-04-27T20:24:19.673+0000","2016-08-04T00:08:36.783+0000","2016-02-09T17:27:46.887+0000",9.3,NA,NA,NA,NA,NA,NA,"Almirante",NA,NA,NA,-82.4,NA,NA,1,NA,NA,"http://n2t.net/ark:/65665/3bafbecaf-be99-4311-bf1a-52607d9ad954",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","C. Handley & D. Rhymer","COH 6376",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica subsp. narica",NA,"MALE",NA,"Nasua narica",2433531,"narica",23,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Degrees Minutes Seconds",NA,"23 Jan 1960",NA,NA,NA,1960,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"736",743,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,"PRESERVED_SPECIMEN",NA,NA,"UAZ 08649","Mammalia",359,"Fort Huachuca, Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,2,NA,NA,NA,"{""earLengthInMM"":""30"", ""hindfootLengthInMM"":""105"", ""tail"":""485"", ""totalLength"":""1070"", ""weight"":""2670"" }",NA,NA,NA,NA,NA,NA,123,"NATIVE","1960-05-02T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1262399726,"Nasua","Nasua",2433530,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Procyonidae |  |  | Nasua","| United States of America  | Arizona | Cochise |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 08649",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852",NA,"US",1262399726,"Animalia",1,"en","2016-03-29T18:16:30.123+0000","2016-08-04T10:11:16.294+0000","2016-03-29T18:16:30.151+0000",31.55376,NA,NA,NA,NA,NA,NA,"Fort Huachuca",NA,NA,NA,-110.31942,NA,"2016-03-23T00:00:00.000+0000",5,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 08649",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","A.S. Kemmerer",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-08649","https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica (Linnaeus, 1766)",NA,"MALE",NA,"Nasua narica",2433531,"narica",123,NA,2433531,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"2 May 1960","United States of America  | Arizona | Cochise | Fort Huachuca",NA,"White-nosed Coati",1960,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"737",744,NA,"Darien",NA,"Genbank:","PRESERVED_SPECIMEN",NA,NA,"310659.7307439","Mammalia",359,"Tacarcuna, Casita Camp, Darien, Panama, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"Panama",NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,914,NA,22,NA,"1959-01-22T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Panama",887089054,"Nasua","Nasua",2433530,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Procyonidae","North America, Panama, Darien",NA,NA,"310659",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/37feac07e-5186-4f6d-9338-90812a9cdeaf",1,NA,"narica","USNM",NA,NA,"PA",887089054,"Animalia",1,NA,"2016-04-27T20:18:43.556+0000","2016-08-04T00:08:31.668+0000","2016-02-09T16:30:14.770+0000",8.02,NA,NA,NA,NA,NA,NA,"Tacarcuna, Casita Camp",NA,NA,NA,-77.37,NA,NA,1,NA,NA,"http://n2t.net/ark:/65665/37feac07e-5186-4f6d-9338-90812a9cdeaf",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","C. Handley & B. Feinstein","4437",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica subsp. narica",NA,"MALE",NA,"Nasua narica",2433531,"narica",22,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Degrees Minutes Seconds",NA,"22 Jan 1959",NA,NA,NA,1959,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"742",749,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Chihuahua",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"81537","Mammalia",359,"TEMORIS, 3 MI NE OF, Chihuahua, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959-07-12T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686410637,"Nasua","Nasua",2433530,"WGS84",NA,"Alejandra N<U+FFFD><U+FFFD>ez Merchand (CONABIO)","2004-03-03",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"935e7d0a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"molaris","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686410637,"Animalia",1,"en","2016-03-28T15:43:21.533+0000","2016-08-03T12:33:03.132+0000","2015-09-16T18:56:52.268+0000",27.3302470246714,NA,NA,NA,NA,NA,NA,"TEMORIS, 3 MI NE OF",NA,NA,NA,-108.200353702341,NA,NA,7,NA,NA,"935e7d0a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SO",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ANDERSON S",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1959,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"764",771,"http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"MR.2055","Mammalia",359,"11 mi. NW El Cayo, Belize, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,7709,"Belize",NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"NATIVE","1957-01-22T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Belize",919448521,"Nasua","Nasua",2433530,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","Extent is half the distance to the Santa Elena to the ENE",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Procyonidae | Nasua","Central America | Belize |  |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.2055",NA,NA,"yucatanica","MSU","http://grbio.org/cool/53w1-8r3k",NA,"BZ",919448521,"Animalia",1,"en","2015-07-31T14:04:00.785+0000","2016-08-03T12:48:04.211+0000","2015-04-09T04:32:49.414+0000",17.26921,NA,NA,NA,NA,NA,NA,"11 mi. NW El Cayo",NA,NA,NA,-89.18904,NA,"2015-04-09T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:MSU:MR:MR.2055",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Karl D. Bailey","KDB15","http://portal.vertnet.org/o/msu/mr?id=mr-2055","https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Nasua narica subsp. yucatanica J. A. Allen, 1904",NA,"MALE",NA,"Nasua narica",2433531,"narica",22,NA,6164388,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"Central America | Belize | 11 mi. NW El Cayo",NA,NA,1957,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"767",774,"http://www.vertnet.org/resources/norms.html","Arizona","Pima County",NA,"PRESERVED_SPECIMEN",NA,NA,"160440","Mammalia",359,"Edwards mine, 2.5 mi S, 0.75 mi W Arivaca, Arizona, Pima County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,844,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"1957-07-07T00:00:00.000+0000",7,NA,NA,NA,"sex: unknown",NA,NA,NA,NA,NA,NA,188,NA,"1957-07-07T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1145187147,"Nasua","Nasua",2433530,"WGS84",NA,"Jason L. Malaney","2009-10-15 00:00:00.0","BioGeoMancer",NA,"biogeomancer","unverified",NA,"Animalia Chordata Mammalia Carnivora Procyonidae","North America, United States, Arizona, Pima County",NA,NA,NA,NA,"A",NA,"legacy","P. S. Chrapliwy","http://arctos.database.museum/guid/MSB:Mamm:160440?seid=302265",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,"US",1145187147,"Animalia",1,"en","2016-07-28T04:55:35.557+0000","2016-08-04T12:18:26.048+0000","2016-06-24T04:33:07.846+0000",31.5362,NA,NA,NA,NA,NA,NA,"""Edwards mine, 2.5 mi S, 0.75 mi W Arivaca""","Jason L. Malaney",NA,NA,-111.34455,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:160440?seid=302265","skull only; pickup",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:160440",NA,"UIMNH: University of Illinois Museum of Natural History=17249",NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): P. S. Chrapliwy",NA,"http://arctos.database.museum/guid/MSB:Mamm:160440","http://arctosdb.org/home/data/",NA,NA,"Nasua narica (Linnaeus, 1766)",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,2433531,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"7-July-1957","""Edwards mine, 2.5 mi S, 0.75 mi W Arivaca""",NA,NA,1957,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"775",782,NA,"Veracruz",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"41688","Mammalia",359,"Lat: 18.4925 Long: -95.1136111MEXICO: Veracruz; Catemaco, 5 mi N, Veracruz, Mexico","Mammal",NA,NA,NA,8093.39,"Mexico",NA,"9f210074-c49e-4fe3-b0af-8257374ef356",NA,NA,16,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"1956-01-16T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1231345387,"Nasua","Nasua",2433530,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UWBM",NA,NA,"MX",1231345387,"Animalia",1,NA,"2016-01-28T16:23:47.872+0000","2016-08-04T10:44:17.447+0000","2016-01-28T16:23:47.906+0000",18.4925,NA,NA,NA,NA,NA,NA,"Lat: 18.4925 Long: -95.1136111MEXICO: Veracruz; Catemaco, 5 mi N",NA,NA,NA,-95.11361,NA,NA,1,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR_MANIS","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","P. Clifton",NA,NA,NA,NA,NA,"Nasua narica (Linnaeus, 1766)",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,2433531,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"777",784,"http://vertnet.org/resources/norms.html",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"MR.1745","Mammalia",359,"Blue Hole, 10 mi. W and 5 N Middlesex, Belize, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,3133,"Belize",NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"NATIVE","1956-01-12T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Belize",919447449,"Nasua","Nasua",2433530,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","Can't find Blue Hole near Middlesex. Used orhogonal directions to determine coordinates. Extent is half the distnce to the stream to the north",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Procyonidae | Nasua","Central America | Belize |  |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.1745",NA,NA,"yucatanica","MSU","http://grbio.org/cool/53w1-8r3k",NA,"BZ",919447449,"Animalia",1,"en","2015-07-31T14:04:00.602+0000","2016-08-03T12:48:04.093+0000","2015-04-09T04:32:48.707+0000",17.08937,NA,NA,NA,NA,NA,NA,"Blue Hole, 10 mi. W and 5 N Middlesex",NA,NA,NA,-88.65114,NA,"2015-04-09T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:MSU:MR:MR.1745",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Karl D. Bailey","KDB","http://portal.vertnet.org/o/msu/mr?id=mr-1745","https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Nasua narica subsp. yucatanica J. A. Allen, 1904",NA,"MALE",NA,"Nasua narica",2433531,"narica",12,NA,6164388,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"Central America | Belize | Blue Hole, 10 mi. W and 5 N Middlesex",NA,NA,1956,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"779",786,"http://vertnet.org/resources/norms.html","Sonora",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-05280","Mammalia",359,"Alamos, near, Sonora, Mexico, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,1755,"Mexico",NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"NATIVE","1956-03-15T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",812642238,"Nasua","Nasua",2433530,"WGS84",NA,"Nadya Moreno Almeraya (CONABIO)","12/5/2003",NA,"Populated place coordinates","Instituto Nacional de EstadÆstica GeografÆa e Informçtica (INEGI), (2002) Localidades de la Rep£blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaciùn y Viviend","requires verification",NA,"Mammalia | Carnivora | Procyonidae | Nasua","| Mexico | Sonora |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-05280",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,"MX",812642238,"Animalia",1,"en","2016-05-26T20:48:48.497+0000","2016-08-04T09:30:00.714+0000","2016-05-26T20:48:48.573+0000",27.0235852077244,NA,NA,NA,NA,NA,NA,"Alamos, near",NA,NA,NA,-108.932589102386,NA,"2016-05-26T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-05280",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Johnson, M. L. 3087",NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","M. L. Johnson; Johnson, M. L. 3087",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-05280","https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Nasua narica (Linnaeus, 1766)",NA,"MALE",NA,"Nasua narica",2433531,"narica",75,NA,2433531,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"MEXICO | Sonora | Alamos, near",NA,NA,1956,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
