"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"242",242,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"UAZ 26441","Mammalia",359,"Portal, Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,12,NA,NA,NA,"{""earLengthInMM"":""48"", ""hindfootLengthInMM"":""63"", ""tail"":""350"", ""totalLength"":""710"", ""weight"":""837"" }",NA,NA,NA,NA,NA,NA,43,"NATIVE","1996-02-12T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1262417349,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Procyonidae |  |  | Bassariscus","| United States of America  | Arizona | Cochise |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 26441",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852",NA,NA,"US",1262417349,"Animalia",1,"en","2016-03-29T18:16:50.359+0000","2016-08-04T10:11:15.540+0000","2016-03-29T18:16:50.409+0000",31.91361,NA,NA,NA,NA,NA,NA,"Portal",NA,NA,NA,-109.14083,NA,"2016-03-23T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 26441",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin, skull, skeleton, baculum",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","S.M. Simpson",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-26441",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",43,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"12 February 1996","United States of America  | Arizona | Cochise | Portal","Ringtail",NA,1996,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"251",251,"http://vertnet.org/resources/norms.html","Texas","Culberson",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"75781","Mammalia",359,"SIERRA DIABLO WMA, Texas, Culberson, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",188834,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,"NATIVE","1996-06-26T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,"TK54115","United States",911706774,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"BASSARISCUS","| United States | Texas | Culberson Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:75781",NA,NA,"flavus","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911706774,"Animalia",1,"en","2015-02-26T18:20:39.915+0000","2016-08-04T07:53:07.646+0000","2015-02-26T18:20:39.932+0000",33.93583,NA,NA,NA,NA,NA,NA,"SIERRA DIABLO WMA",NA,NA,NA,-106.48696,NA,"2015-02-26T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:TTU:Mammals:75781",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB | skeleton | skin | skull | tissue",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","BRADLEY, R D ET AL; BRADLEY, R D","789","http://portal.vertnet.org/o/ttu/mammals?id=75781",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Bassariscus astutus subsp. flavus Rhoads, 1893",NA,"FEMALE",NA,"Bassariscus astutus",2433557,"astutus",178,NA,6164416,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"6/26/1996","UNITED STATES | TEXAS | CULBERSON CO | SIERRA DIABLO WMA",NA,NA,1996,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"252",252,NA,"California","Santa Barbara",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"5147","Mammalia",359,"Hwy 154; At Camino Cielo, California, Santa Barbara, United States, NORTH_AMERICA","OS",NA,"NORTH_AMERICA",NA,"United States",NA,"75018539-6328-41de-b875-7c2e61dc1635",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,"NATIVE","1996-06-19T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",735670158,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Procyonidae:Bassariscus","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:OS:5147",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834",NA,NA,"US",735670158,"Animalia",1,"en","2015-02-17T07:02:26.233+0000","2016-08-04T01:32:45.029+0000","2015-02-17T07:02:26.246+0000",34.51,NA,NA,NA,NA,NA,NA,"Hwy 154; At Camino Cielo",NA,NA,NA,-119.82278,NA,"2014-10-10T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:SBMNH:OS:5147",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,NA,NA,"Bassariscus astutus",2433557,"astutus",170,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,NA,1996,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"255",255,"http://www.vertnet.org/resources/norms.html","Sonora",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"83892","Mammalia",359,"Isla Tiburon: Pozo Caracol, 425m; 29D0'57''N 112D1, Sonora, Mexico, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",30201,"Mexico",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2015-08-04T00:00:00.000+0000",16,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,290,NA,"1996-10-16T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1145376033,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Alejandra Núñez Merchand","2003-05-23 00:00:00.0","not recorded",NA,"non-USGS map","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, Mexico, Sonora",NA,NA,NA,NA,"A",NA,"student","Jonathan L. Dunnum","http://arctos.database.museum/guid/MSB:Mamm:83892?seid=1806653",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"MX",1145376033,"Animalia",1,"en","2016-07-28T04:56:28.322+0000","2016-08-04T12:18:24.504+0000","2016-06-24T04:35:01.597+0000",28.995564585843,NA,NA,NA,NA,NA,NA,"Isla Tiburon: Pozo Caracol, 425m; 29D0'57''N 112D1","Alejandra Núñez Merchand",NA,NA,-112.386422381899,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:83892?seid=1806653","species=astutus",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:83892","NK=42979; preparator number=024",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; heart, kidney (frozen); unknown (frozen); unknown (frozen); karyotype (frozen); karyotype (frozen); unknown (frozen); liver (frozen); liver (frozen); liver (frozen); heart, kidney (frozen); liver (frozen) sample","<i>Bassariscus astutus</i> (accepted ID) identified by Jonathan L. Dunnum on 2015-08-04; method: student<br><i>Bassariscus sp.</i> identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Mammalogy Class",NA,"http://arctos.database.museum/guid/MSB:Mamm:83892",NA,"http://arctosdb.org/home/data/",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",NA,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"16-Oct-1996","Isla Tiburon: Pozo Caracol, 425m; 29D0'57''N 112D1",NA,NA,1996,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Tiburon","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",1.64625642712,0.111054644934,TRUE
"263",263,NA,"Texas","Burnet",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"11349","Mammalia",359,"26 mi SE Llano, Texas, Burnet, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-03-06T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1061286332,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061286332,"Animalia",1,NA,"2016-06-28T07:24:29.763+0000","2016-08-04T15:40:26.533+0000","2015-03-03T13:48:22.229+0000",30.51382,NA,NA,NA,NA,NA,NA,"26 mi SE Llano",NA,NA,NA,-98.36416,NA,NA,3,NA,NA,"ac08d6d1-2470-4e66-8859-dfa061d9ffb9",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin, skeleton",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Carroll, Darin S",NA,NA,NA,NA,NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"FEMALE",NA,"Bassariscus astutus",2433557,"astutus",NA,NA,2433557,"SPECIES",NA,NA,NA,NA,NA,NA,"06 March 1995","26 mi SE of Llano","Ringtail",NA,1995,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"300",300,"http://vertnet.org/resources/norms.html","Texas","Presidio",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"67579","Mammalia",359,"BIG BEND RANCH STATE NATURAL AREA, LA CIENEGA, Texas, Presidio, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",52059,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"NATIVE","1994-04-04T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,"TK41804","United States",911698626,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"BASSARISCUS","| United States | Texas | Presidio Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:67579",NA,NA,"flavus","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911698626,"Animalia",1,"en","2015-02-26T18:20:36.663+0000","2016-08-04T07:53:01.064+0000","2015-02-26T18:20:36.670+0000",30.13038,NA,NA,NA,NA,NA,NA,"BIG BEND RANCH STATE NATURAL AREA, LA CIENEGA",NA,NA,NA,-104.51411,NA,"2015-02-26T00:00:00.000+0000",4,NA,"ICZN","urn:catalog:TTU:Mammals:67579",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS | skin | skull | tissue",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","YANCEY, F D","683","http://portal.vertnet.org/o/ttu/mammals?id=67579",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Bassariscus astutus subsp. flavus Rhoads, 1893",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",94,NA,6164416,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"4/4/1994","UNITED STATES | TEXAS | PRESIDIO CO | BIG BEND RANCH STATE NATURAL AREA, LA CIENEGA",NA,NA,1994,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"306",306,"http://www.vertnet.org/resources/norms.html","New Mexico","Socorro County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"87714","Mammalia",359,"33 deg 33.102' N, 107 deg 16.534' W; 33 deg 33.102' N, 107 deg 16.534' W, New Mexico, Socorro County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",10,NA,NA,NA,"sex=male",NA,NA,NA,NA,1676.4,0,253,NA,"1994-09-10T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1145380227,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Travis W. Perry","2003-06-27 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae;","North America, United States, New Mexico, Socorro County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:87714?seid=984223",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145380227,"Animalia",1,"en","2016-07-28T04:56:29.401+0000","2016-08-04T12:18:31.828+0000","2016-06-24T04:35:04.229+0000",33.5517,NA,NA,NA,NA,NA,NA,"33 deg 33.102' N, 107 deg 16.534' W; 33 deg 33.102' N, 107 deg 16.534' W","Travis W. Perry",NA,NA,-107.27557,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:87714?seid=984223","E.T.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:87714","NK=31152; preparator number=3",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; liver (frozen); liver (frozen); heart, kidney (frozen); liver (frozen); heart, kidney (frozen); heart, kidney (frozen); liver (frozen) sample","<i>Bassariscus astutus</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Travis W. Perry",NA,"http://arctos.database.museum/guid/MSB:Mamm:87714",NA,"http://arctosdb.org/home/data/",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",NA,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"10-Sep-1994","33 deg 33.102' N, 107 deg 16.534' W; 33 deg 33.102' N, 107 deg 16.534' W",NA,NA,1994,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"317",317,NA,"Texas","Jeff Davis",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"8760","Mammalia",359,"5 mi W Ft Davis, by road 0.6 mi past campground (Ft Davis), Texas, Jeff Davis, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993-03-15T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1061283699,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061283699,"Animalia",1,NA,"2016-06-28T07:24:28.597+0000","2016-08-04T15:40:26.389+0000","2015-03-03T13:48:17.121+0000",30.59168,NA,NA,NA,NA,NA,NA,"5 mi W Ft Davis, by road 0.6 mi past campground (Ft Davis)",NA,NA,NA,-103.97923,NA,NA,3,NA,NA,"db801a27-3742-41dd-ba82-a6c954fd951f",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"liver;heart;kidney;skeleton",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Dragoo, Jerry W",NA,NA,NA,NA,NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",NA,NA,2433557,"SPECIES",NA,NA,NA,NA,NA,NA,"15 March 1993","5 mi W Ft. Davis (by road 0.6 mi past campground Ft. Davis)","Ringtail",NA,1993,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"324",324,NA,"California","Mendocino Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"23806","Mammalia",359,"Highway 162, 18.5 miles (by road) NE of Highway 101, California, Mendocino Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States",NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993-08-30T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",583520437,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Procyonidae","North America; USA; California; Mendocino Co.",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:23806",NA,NA,"raptor","CAS",NA,NA,NA,"US",583520437,"Animalia",1,"en","2016-08-09T10:33:59.507+0000","2016-08-04T00:58:24.131+0000","2016-03-29T19:22:54.263+0000",39.7051546220148,NA,NA,NA,NA,NA,NA,"Highway 162, 18.5 miles (by road) NE of Highway 101",NA,NA,NA,-123.30557467621,NA,NA,8,NA,NA,"urn:catalog:CAS:MAM:23806",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SSS",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. V. Vindum","LT28755",NA,NA,NA,NA,NA,"Bassariscus astutus subsp. raptor Baird, 1859",NA,NA,NA,"Bassariscus astutus",2433557,"astutus",242,NA,6164418,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"30 Aug 1993",NA,NA,NA,1993,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"326",326,NA,"Texas","Sutton",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"8763","Mammalia",359,"6 mi S Sonora, Hwy 277, Texas, Sutton, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993-10-22T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1061283713,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061283713,"Animalia",1,NA,"2016-06-28T07:24:28.635+0000","2016-08-04T15:40:26.301+0000","2015-03-03T13:48:17.149+0000",30.48468,NA,NA,NA,NA,NA,NA,"6 mi S Sonora, Hwy 277",NA,NA,NA,-100.69185,NA,NA,10,NA,NA,"9d7acedd-5329-4825-91d7-2b99cea6dc19",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skeleton",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Dowler, Robert C",NA,NA,NA,NA,NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",NA,NA,2433557,"SPECIES",NA,NA,NA,NA,NA,NA,"22 October 1993","6 mi S Sonora Hwy 277","Ringtail",NA,1993,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"331",331,"http://vertnet.org/resources/norms.html","Texas","Kimble",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"58529","Mammalia",359,"6.75 mi S of Telegraph on Teal Ranch, Texas, Kimble, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"b6015b60-6f96-43a9-88e5-2f41854e8f07",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"NATIVE","1992-03-16T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",675742130,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,NA,"Geolocate used to georeference: precision rating of 'high'",NA,"requires verification",NA,"Carnivora | Procyonidae | Bassariscus","| USA | Texas | Kimble |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TCWC:Mammals:58529",NA,NA,"flavus","TCWC","urn:lsid:biocol.org:col:34844",NA,NA,"US",675742130,"Animalia",1,"en","2015-09-05T08:13:06.900+0000","2016-08-04T12:52:16.382+0000","2015-09-05T08:13:06.910+0000",29.24297,NA,NA,NA,NA,NA,NA,"6.75 mi S of Telegraph on Teal Ranch",NA,NA,NA,-99.90583,NA,"2015-09-04T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:TCWC:Mammals:58529","898-406-72-57","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin in alcohol",NA,"DWC_ARCHIVE","US","2b8e48b0-812d-11de-86fe-b8a03c50a862",NA,"1","http://portal.vertnet.org/o/tcwc/mammals?id=58529",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Bassariscus astutus subsp. flavus Rhoads, 1893",NA,NA,NA,"Bassariscus astutus",2433557,"astutus",76,NA,6164416,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"3/16/1992","USA | Texas | Kimble | 6.75 mi S of Telegraph on Teal Ranch",NA,NA,1992,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
