"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"819",824,"http://www.vertnet.org/resources/norms.html","California","Tuolumne County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"142230","Mammalia",359,"6.2 mi SW Strawberry, on Hwy. 108, California, Tuolumne County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",30,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",19,NA,NA,NA,"sex=male",NA,NA,NA,NA,1725.17,0,263,NA,"1972-09-19T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1145712320,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Matt Krebs","1999-06-01 00:00:00.0","not recorded",NA,"TopoScout 2.04 USGS 1:100000","unverified",NA,"Animalia Chordata Mammalia Carnivora Procyonidae","North America, United States, California, Tuolumne County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:142230?seid=668583",1,NA,"raptor","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145712320,"Animalia",1,"en","2016-08-09T09:38:04.228+0000","2016-08-09T09:38:58.273+0000","2016-08-09T09:38:04.906+0000",38.146972040721,NA,NA,NA,NA,NA,NA,"6.2 mi SW Strawberry, on Hwy. 108","Matt Krebs",NA,NA,-120.081408896387,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:142230?seid=668583",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:142230","collector number=235",NA,NA,"Chordata",44,"skull; study skin","<i>Bassariscus astutus raptor</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): John C. Hafner","235","http://arctos.database.museum/guid/MVZ:Mamm:142230",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus subsp. raptor Baird, 1859",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",NA,NA,6164418,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"19 Sep 1972","6.2 mi SW Strawberry, on Highway 108",NA,NA,1972,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"826",831,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"UAZ 19565","Mammalia",359,".7 mi. E of Coronado Ranch (T18S, R19E, Sec. 13, SW1/4), Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,1,NA,NA,NA,"{""earLengthInMM"":""48"", ""hindfootLengthInMM"":""60"", ""tail"":""360"", ""totalLength"":""720"", ""weight"":""851"" }",NA,NA,NA,NA,NA,NA,60,"NATIVE","1971-03-01T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",1262410601,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Procyonidae |  |  | Bassariscus","| United States of America  | Arizona | Cochise |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 19565",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852",NA,NA,"US",1262410601,"Animalia",1,"en","2016-03-29T18:16:42.915+0000","2016-08-04T10:11:15.069+0000","2016-03-29T18:16:42.944+0000",31.8682,NA,NA,NA,NA,NA,NA,".7 mi. E of Coronado Ranch (T18S, R19E, Sec. 13, SW1/4)",NA,NA,NA,-110.3603,NA,"2016-03-23T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 19565",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","Ray Vanderwerf",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-19565",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",60,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1 March 1971","United States of America  | Arizona | Cochise | .7 mi. E of Coronado Ranch (T18S, R19E, Sec. 13, SW1/4)","Ringtail",NA,1971,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"828",833,NA,"Texas","Upton County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"708","Mammalia",359,"10 mi. SW of Rankin, Texas, Upton County, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"81e4afd9-0b61-483d-b7fa-0690f06c8e14",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-04-03T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States",621072707,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America, United States, Texas, Upton County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISU",NA,NA,NA,"US",621072707,"Animalia",1,NA,"2013-12-13T19:23:17.713+0000","2016-08-04T03:50:51.102+0000","2014-05-29T13:13:37.734+0000",32.10288,NA,NA,NA,NA,NA,"ADULT","10 mi. SW of Rankin",NA,NA,NA,-96.82767,NA,NA,4,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skin & skull - 1",NA,"DWC_ARCHIVE","US","2e4967ed-fd35-4d34-ae4d-e8731d366e97",NA,NA,NA,NA,NA,NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",NA,NA,2433557,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"841",846,"http://vertnet.org/resources/norms.html","Colima",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"033296","Mammalia",359,"El Terrerro, Colima, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",560,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,"NATIVE","1970-05-25T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1065374684,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Alejandra N+ez Merchand (CONABIO)",NA,"VertNet Georeferencing Guidelines","Locality coordinates/ Extent calculated as: y = 0.0863x0.3322 (0.3322 = exponential) where X = number of inhabitants of named place","Instituto Nacional de Estadfstica Geograffa e Informtica (INEGI), (2002) Localidades de la Rep+blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci=n y Viviend","requires verification",NA,"Carnivora | Procyonidae | Bassariscus","| Mexico | Colima |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"727d415c-4820-40be-b61b-e6ed999ff46b",NA,NA,NA,"LACM","urn:lsid:biocol.org:col:34802",NA,NA,"MX",1065374684,"Animalia",1,"en","2015-04-17T15:59:46.822+0000","2016-08-04T02:40:34.366+0000","2015-04-17T15:59:46.833+0000",19.4447712643033,NA,NA,NA,NA,NA,NA,"El Terrerro",NA,NA,NA,-103.949936440479,NA,"2015-04-17T00:00:00.000+0000",5,NA,"ICZN","727d415c-4820-40be-b61b-e6ed999ff46b",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SP",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Jimenez, C","9","http://portal.vertnet.org/o/lacm/mammals?id=033296",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"FEMALE",NA,"Bassariscus astutus",2433557,"astutus",145,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"2286","25 MAY 1970","Mexico | Colima | El Terrerro",NA,NA,1970,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"848",853,"http://vertnet.org/resources/norms.html","Zacatecas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"034911","Mammalia",359,"Yahualica, 10 mi NW, Zacatecas, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",7710,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,"NATIVE","1970-06-11T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1065425201,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Juan Carlos Hernndez Barrios (CONABIO)",NA,"VertNet Georeferencing Guidelines",NA,"Instituto Nacional de Estadfstica Geograffa e Informtica (INEGI), (2002) Localidades de la Rep+blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci=n y Viviend","requires verification",NA,"Carnivora | Procyonidae | Bassariscus","| Mexico | Zacatecas |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"f7f6afbd-6520-45fd-b175-2dd762bf639b",NA,NA,NA,"LACM","urn:lsid:biocol.org:col:34802",NA,NA,"MX",1065425201,"Animalia",1,"en","2015-04-17T16:01:18.755+0000","2016-08-04T02:40:35.894+0000","2015-04-17T16:01:18.769+0000",21.2850798157557,NA,NA,NA,NA,NA,NA,"Yahualica, 10 mi NW",NA,NA,NA,-102.993651472428,NA,"2015-04-17T00:00:00.000+0000",6,NA,"ICZN","f7f6afbd-6520-45fd-b175-2dd762bf639b",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Clifton, P L","PLC 15201","http://portal.vertnet.org/o/lacm/mammals?id=034911",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",162,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"2164","11 JUN 1970","Mexico | Zacatecas | Yahualica, 10 mi NW",NA,NA,1970,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"850",855,"http://vertnet.org/resources/norms.html","Zacatecas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"034916","Mammalia",359,"Concepcion del Oro, 10 mi SW, Zacatecas, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",8030,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,"NATIVE","1970-07-30T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1065392681,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Juan Carlos Hernndez Barrios (CONABIO)",NA,"VertNet Georeferencing Guidelines","Assumed by air","Instituto Nacional de Estadfstica Geograffa e Informtica (INEGI), (2002) Localidades de la Rep+blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci=n y Viviend","requires verification",NA,"Carnivora | Procyonidae | Bassariscus","| Mexico | Zacatecas |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"a28f5bea-d928-413b-807e-c0309917ab2e",NA,NA,NA,"LACM","urn:lsid:biocol.org:col:34802",NA,NA,"MX",1065392681,"Animalia",1,"en","2015-04-17T16:00:47.527+0000","2016-08-04T02:40:38.905+0000","2015-04-17T16:00:47.541+0000",24.5122159804368,NA,NA,NA,NA,NA,NA,"Concepcion del Oro, 10 mi SW",NA,NA,NA,-101.524740255846,NA,"2015-04-17T00:00:00.000+0000",7,NA,"ICZN","a28f5bea-d928-413b-807e-c0309917ab2e",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Clifton, P L","PLC 15811","http://portal.vertnet.org/o/lacm/mammals?id=034916",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"FEMALE",NA,"Bassariscus astutus",2433557,"astutus",211,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"2317","30 JUL 1970","Mexico | Zacatecas | Concepcion del Oro, 10 mi SW",NA,NA,1970,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"855",860,"http://vertnet.org/resources/norms.html","Zacatecas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"034922","Mammalia",359,"Chalchihuites, 10 mi SW, Zacatecas, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",7460,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,"NATIVE","1970-08-18T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1065402444,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Juan Carlos Hernndez Barrios (CONABIO)",NA,"VertNet Georeferencing Guidelines","Assumed by air","Instituto Nacional de Estadfstica Geograffa e Informtica (INEGI), (2002) Localidades de la Rep+blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci=n y Viviend","requires verification",NA,"Carnivora | Procyonidae | Bassariscus","| Mexico | Zacatecas |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"bbef91f5-a29d-4f15-8ff9-1e05bc1eb296",NA,NA,NA,"LACM","urn:lsid:biocol.org:col:34802",NA,NA,"MX",1065402444,"Animalia",1,"en","2015-04-17T16:00:56.765+0000","2016-08-04T02:40:37.618+0000","2015-04-17T16:00:56.782+0000",23.3719744978182,NA,NA,NA,NA,NA,NA,"Chalchihuites, 10 mi SW",NA,NA,NA,-103.984793738172,NA,"2015-04-17T00:00:00.000+0000",8,NA,"ICZN","bbef91f5-a29d-4f15-8ff9-1e05bc1eb296",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Clifton, P L","PLC 16029","http://portal.vertnet.org/o/lacm/mammals?id=034922",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"FEMALE",NA,"Bassariscus astutus",2433557,"astutus",230,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"2195","18 AUG 1970","Mexico | Zacatecas | Chalchihuites, 10 mi SW",NA,NA,1970,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"856",861,"http://vertnet.org/resources/norms.html","Zacatecas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"034920","Mammalia",359,"Nieves, 9 mi N, Zacatecas, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",12370,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,"NATIVE","1970-08-13T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1065346005,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Juan Carlos Hernndez Barrios (CONABIO)",NA,"VertNet Georeferencing Guidelines","Assumed by air","Instituto Nacional de Estadfstica Geograffa e Informtica (INEGI), (2002) Localidades de la Rep+blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci=n y Viviend","requires verification",NA,"Carnivora | Procyonidae | Bassariscus","| Mexico | Zacatecas |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"27880cc4-1557-4d5b-a6b1-2b43b4066139",NA,NA,NA,"LACM","urn:lsid:biocol.org:col:34802",NA,NA,"MX",1065346005,"Animalia",1,"en","2015-04-17T15:58:56.521+0000","2016-08-04T02:40:38.590+0000","2015-04-17T15:58:56.536+0000",24.1252464082054,NA,NA,NA,NA,NA,NA,"Nieves, 9 mi N",NA,NA,NA,-103.019654268199,NA,"2015-04-17T00:00:00.000+0000",8,NA,"ICZN","27880cc4-1557-4d5b-a6b1-2b43b4066139",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Clifton, P L","PLC 15983","http://portal.vertnet.org/o/lacm/mammals?id=034920",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",225,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"1829","13 AUG 1970","Mexico | Zacatecas | Nieves, 9 mi N",NA,NA,1970,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"857",862,"http://vertnet.org/resources/norms.html","Zacatecas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"034924","Mammalia",359,"Monte Escobedo, Zacatecas, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",1404,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,"NATIVE","1970-08-30T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1065353879,"Bassariscus","Bassariscus",2433550,"WGS84",NA,"Juan Carlos Hernndez Barrios (CONABIO)",NA,"VertNet Georeferencing Guidelines","Locality coordinates","Instituto Nacional de Estadfstica Geograffa e Informtica (INEGI), (2002) Localidades de la Rep+blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci=n y Viviend","requires verification",NA,"Carnivora | Procyonidae | Bassariscus","| Mexico | Zacatecas |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"3c034bc6-3afb-4638-9146-0c1082eab3c8",NA,NA,NA,"LACM","urn:lsid:biocol.org:col:34802",NA,NA,"MX",1065353879,"Animalia",1,"en","2015-04-17T15:59:11.388+0000","2016-08-04T02:40:36.755+0000","2015-04-17T15:59:11.401+0000",22.3040823811107,NA,NA,NA,NA,NA,NA,"Monte Escobedo",NA,NA,NA,-103.560499045359,NA,"2015-04-17T00:00:00.000+0000",8,NA,"ICZN","3c034bc6-3afb-4638-9146-0c1082eab3c8",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Clifton, P L","PLC 16142","http://portal.vertnet.org/o/lacm/mammals?id=034924",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus",242,NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"2225","30 AUG 1970","Mexico | Zacatecas | Monte Escobedo",NA,NA,1970,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
"859",864,"http://vertnet.org/resources/norms.html","Durango",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"MR.16373","Mammalia",359,"6 mi. S Casco, 5600 feet, Durango, Mexico, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",8440,"Mexico",NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,1708,0,226,"NATIVE","1970-08-14T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",919446799,"Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","Extent calculated as: y = 0.0863x0.3322 (0.3322 = exponential) where X = number of inhabitants of named place",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Procyonidae | Bassariscus","North and Central America | Mexico | Durango State |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.16373",NA,NA,"consitus","MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"MX",919446799,"Animalia",1,"en","2015-07-31T14:04:00.418+0000","2016-08-03T12:48:05.731+0000","2015-04-09T04:32:48.035+0000",25.460525669224,NA,NA,NA,NA,NA,NA,"6 mi. S Casco, 5600 feet",NA,NA,NA,-104.58414783063,NA,"2015-04-09T00:00:00.000+0000",8,NA,"ICZN","urn:catalog:MSU:MR:MR.16373",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Rollin H. Baker","RHB5640","http://portal.vertnet.org/o/msu/mr?id=mr-16373",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Bassariscus astutus subsp. consitus Nelson & Goldman, 1932",NA,NA,NA,"Bassariscus astutus",2433557,"astutus",226,NA,6164411,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees","1708 m",NA,"North and Central America | Mexico | Durango State | 6 mi. S Casco, 5600 feet",NA,NA,1970,"2016-08-10",41680,"Bassariscus astutus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",246.771610066,371.215753658,TRUE
