"","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","waterBody","year","downloadDate"
"975",NA,"Utah",NA,NA,NA,NA,"LITERATURE",NA,"71-7508-3084","Mammalia",359,"Daggett, Utah, United States, NORTH_AMERICA","UT-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-01-01T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.105257",NA,"Procyonidae",5311,NA,"9","United States","1274106968","Bassariscus","Bassariscus",2433550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71-7508-3084",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274106968,"Animalia",1,NA,"2016-06-28T16:44:57.642+0000","2016-08-04T03:35:09.675+0000","2016-06-28T16:44:57.686+0000",NA,NA,NA,NA,NA,NA,NA,"Daggett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Bassariscus astutus (Lichtenstein, 1830)","180577",NA,NA,"Bassariscus astutus",2433557,"astutus",NA,NA,2433557,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966,2016-08-10
"976",NA,"Utah",NA,NA,NA,NA,"LITERATURE",NA,"71-2588-3101","Mammalia",359,"Summit, Utah, United States, NORTH_AMERICA","UT-NHP",NA,"NORTH_AMERICA",NA,"United States",NA,"7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-01-01T00:00:00.000+0000",NA,"http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.105257",NA,"Procyonidae",5311,NA,"30","United States","1274105618","Bassariscus","Bassariscus",2433550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71-2588-3101",NA,NA,NA,"NTSRV",NA,NA,NA,"US",1274105618,"Animalia",1,NA,"2016-06-28T16:44:56.853+0000","2016-08-04T03:35:09.902+0000","2016-06-28T16:44:56.895+0000",NA,NA,NA,NA,NA,NA,NA,"Summit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Bassariscus astutus (Lichtenstein, 1830)","180577",NA,NA,"Bassariscus astutus",2433557,"astutus",NA,NA,2433557,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966,2016-08-10
"977","http://vertnet.org/resources/norms.html","California","Butte",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"1592","Mammalia",359,"California, Butte, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"08dc18e5-e3c0-4f74-b49a-b8274aabe020",NA,NA,28,NA,NA,NA,"{""totalLengthInMM"":""721"", ""tailLengthInMM"":""353"", ""hindfootLengthInMM"":""70"", ""earLengthInMM"":""48"" }",NA,NA,NA,NA,NA,NA,"59","NATIVE","1965-02-28T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States","1065080449","Bassariscus","Bassariscus",2433550,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bassariscus","| USA | CA | Butte |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CSUC:Mammals:1592",NA,NA,"raptor","CSUC",NA,NA,NA,"US",1065080449,"Animalia",1,"en","2015-04-14T15:09:21.774+0000","2016-08-03T11:36:31.776+0000","2015-04-14T15:09:21.797+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-24T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:CSUC:Mammals:1592",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","e8d23d68-7220-48a2-969a-c37cb8eb04cf","W. Boggess",NA,"http://portal.vertnet.org/o/csuc/mammals?id=1592",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus subsp. raptor Baird, 1859",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus","59",NA,6164418,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"2/28/1965","USA | CA | Butte | 3 mi. E of Junction of Hwy 99E and Skyway on Butte Creek","Ringtail",NA,1965,2016-08-10
"978",NA,"Guerrero","not recorded",NA,NA,NA,"UNKNOWN",NA,"8883","Mammalia",359,"4.3 KM N, Guerrero, not recorded, Mexico","CNMA",NA,NA,NA,"Mexico",NA,"84faa3a4-f762-11e1-a439-00145eb45e9a",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,1480,0,NA,NA,"1965-02-27T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico","46214674","Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yolanda Hortelano (CNMA)",NA,NA,NA,"bolei","IBUNAM",NA,NA,NA,"MX",46214674,"Animalia",1,NA,"2013-09-07T07:16:44.000+0000","2016-08-04T07:45:33.121+0000",NA,18.40583,NA,NA,NA,NA,NA,NA,"4.3 KM N",NA,NA,NA,-99.87306,NA,NA,2,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR","MX","b459e790-0d3c-11d9-8431-b8a03c50a862","LOPEZ-F., W.",NA,NA,NA,NA,NA,NA,"Bassariscus astutus subsp. bolei Goldman, 1945",NA,NA,NA,"Bassariscus astutus",2433557,"astutus",NA,NA,6164407,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,2016-08-10
"979",NA,"Guerrero","TELOLOAPAN",NA,NA,NA,"UNKNOWN",NA,"8883","Mammalia",359,"4.3 km N Teloloapan, Guerrero, TELOLOAPAN, Mexico","CNMA",NA,NA,NA,"Mexico",NA,"7f852dd6-f762-11e1-a439-00145eb45e9a",NA,"2004-11-29T00:00:00.000+0000",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-02-27T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico","370294153","Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vargas Cuenca J.",NA,NA,NA,"bolei","IBUNAM",NA,NA,NA,"MX",370294153,"Animalia",1,NA,"2016-01-28T20:56:01.455+0000","2016-08-04T03:30:17.620+0000","2014-10-07T06:28:18.340+0000",18.406,NA,NA,NA,NA,NA,NA,"4.3 km N Teloloapan",NA,NA,NA,-99.873,NA,NA,2,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR","MX","ff90b050-c256-11db-b71b-b8a03c50a862","López-Forment C. W.",NA,NA,NA,NA,NA,NA,"Bassariscus astutus subsp. bolei Goldman, 1945",NA,NA,NA,"Bassariscus astutus",2433557,"astutus",NA,NA,6164407,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,2016-08-10
"980","http://vertnet.org/resources/norms.html","California","Butte",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"1609","Mammalia",359,"California, Butte, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"08dc18e5-e3c0-4f74-b49a-b8274aabe020",NA,NA,4,NA,NA,NA,"{""totalLengthInMM"":""710"", ""tailLengthInMM"":""265"", ""hindfootLengthInMM"":""68"", ""earLengthInMM"":""50"" }",NA,NA,NA,NA,NA,NA,"63","NATIVE","1965-03-04T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States","1065080575","Bassariscus","Bassariscus",2433550,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bassariscus","| USA | CA | Butte |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CSUC:Mammals:1609",NA,NA,"raptor","CSUC",NA,NA,NA,"US",1065080575,"Animalia",1,"en","2015-04-14T15:09:31.929+0000","2016-08-03T11:36:31.937+0000","2015-04-14T15:09:31.950+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-24T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:CSUC:Mammals:1609",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","e8d23d68-7220-48a2-969a-c37cb8eb04cf","J. Shelgren",NA,"http://portal.vertnet.org/o/csuc/mammals?id=1609",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus subsp. raptor Baird, 1859",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus","63",NA,6164418,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"3/4/1965","USA | CA | Butte | 11 mi. S and 6 mi. W of Chico, Pratt Grant; nearest city: Chico","Ringtail",NA,1965,2016-08-10
"981","http://vertnet.org/resources/norms.html","California","Butte",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"1598","Mammalia",359,"California, Butte, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"08dc18e5-e3c0-4f74-b49a-b8274aabe020",NA,NA,4,NA,NA,NA,"{""totalLengthInMM"":""710"", ""tailLengthInMM"":""265"", ""hindfootLengthInMM"":""68"", ""earLengthInMM"":""50"" }",NA,NA,NA,NA,NA,NA,"63","NATIVE","1965-03-04T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States","1065080585","Bassariscus","Bassariscus",2433550,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bassariscus","| USA | CA | Butte |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CSUC:Mammals:1598",NA,NA,"raptor","CSUC",NA,NA,NA,"US",1065080585,"Animalia",1,"en","2015-04-14T15:09:31.931+0000","2016-08-03T11:36:31.877+0000","2015-04-14T15:09:31.952+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-24T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:CSUC:Mammals:1598",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","e8d23d68-7220-48a2-969a-c37cb8eb04cf","J. Shelgren",NA,"http://portal.vertnet.org/o/csuc/mammals?id=1598",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus subsp. raptor Baird, 1859",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus","63",NA,6164418,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"3/4/1965","USA | CA | Butte | 11 mi. S and 6 mi. W of Chico, Pratt Grant; nearest city: Chico","Ringtail",NA,1965,2016-08-10
"982","http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"100653","Mammalia",359,"MASCOTA, 5 MI SSE OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-04-01T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico","686429534","Bassariscus","Bassariscus",2433550,"WGS84",NA,"Nadya Moreno Almeraya (CONABIO)","2003-09-01",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"941f9c76-1ed8-11e3-bfac-90b11c41863e",NA,NA,"consitus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686429534,"Animalia",1,"en","2016-03-28T15:43:28.268+0000","2016-08-03T12:32:59.390+0000","2015-09-16T18:57:04.218+0000",20.450551513071,NA,NA,NA,NA,NA,NA,"MASCOTA, 5 MI SSE OF",NA,NA,NA,-104.750239025949,NA,NA,4,NA,NA,"941f9c76-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Bassariscus astutus subsp. consitus Nelson & Goldman, 1932",NA,NA,NA,"Bassariscus astutus",2433557,"astutus",NA,NA,6164411,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1965,2016-08-10
"983","http://vertnet.org/resources/norms.html","California","Butte",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"1658","Mammalia",359,"California, Butte, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"08dc18e5-e3c0-4f74-b49a-b8274aabe020",NA,NA,20,NA,NA,NA,"{""totalLengthInMM"":""730"", ""tailLengthInMM"":""285"", ""hindfootLengthInMM"":""69"", ""earLengthInMM"":""50"" }",NA,NA,NA,NA,NA,NA,"110","NATIVE","1965-04-20T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States","1065080642","Bassariscus","Bassariscus",2433550,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bassariscus","| USA | CA | Butte |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CSUC:Mammals:1658",NA,NA,"raptor","CSUC",NA,NA,NA,"US",1065080642,"Animalia",1,"en","2015-04-14T15:09:36.071+0000","2016-08-03T11:36:31.571+0000","2015-04-14T15:09:36.089+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-24T00:00:00.000+0000",4,NA,"ICZN","urn:catalog:CSUC:Mammals:1658",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","e8d23d68-7220-48a2-969a-c37cb8eb04cf","J. Shelgren",NA,"http://portal.vertnet.org/o/csuc/mammals?id=1658",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus subsp. raptor Baird, 1859",NA,"FEMALE",NA,"Bassariscus astutus",2433557,"astutus","110",NA,6164418,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"4/20/1965","USA | CA | Butte | 11 mi. S and 6 mi. W of Chico, Pratt Grant; nearest city: Chico","Ringtail",NA,1965,2016-08-10
"984","http://vertnet.org/resources/norms.html","California","Butte",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"1665","Mammalia",359,"California, Butte, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"08dc18e5-e3c0-4f74-b49a-b8274aabe020",NA,NA,10,NA,NA,NA,"{""totalLengthInMM"":""761"", ""tailLengthInMM"":""477"", ""hindfootLengthInMM"":""66"", ""earLengthInMM"":""41"" }",NA,NA,NA,NA,NA,NA,"130","NATIVE","1965-05-10T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States","1065080651","Bassariscus","Bassariscus",2433550,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bassariscus","| USA | CA | Butte |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CSUC:Mammals:1665",NA,NA,"raptor","CSUC",NA,NA,NA,"US",1065080651,"Animalia",1,"en","2015-04-14T15:09:38.016+0000","2016-08-03T11:36:31.430+0000","2015-04-14T15:09:38.036+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-24T00:00:00.000+0000",5,NA,"ICZN","urn:catalog:CSUC:Mammals:1665",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","e8d23d68-7220-48a2-969a-c37cb8eb04cf","J. Shelgren",NA,"http://portal.vertnet.org/o/csuc/mammals?id=1665",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus subsp. raptor Baird, 1859",NA,"FEMALE",NA,"Bassariscus astutus",2433557,"astutus","130",NA,6164418,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"5/10/1965","USA | CA | Butte | Pratt Grant","Ringtail",NA,1965,2016-08-10
"985","http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Tamaulipas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"100723","Mammalia",359,"PALMILLAS, Tamaulipas, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-05-09T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico","686429603","Bassariscus","Bassariscus",2433550,"WGS84",NA,"N Slade","2009-02-09",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94209636-1ed8-11e3-bfac-90b11c41863e",NA,NA,"flavus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686429603,"Animalia",1,"en","2016-03-28T15:43:28.302+0000","2016-08-03T12:33:00.981+0000","2015-06-05T22:02:10.559+0000",23.3004435376258,NA,NA,NA,NA,NA,NA,"PALMILLAS",NA,NA,NA,-99.5501278053234,NA,NA,5,NA,NA,"94209636-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Bassariscus astutus subsp. flavus Rhoads, 1893",NA,NA,NA,"Bassariscus astutus",2433557,"astutus",NA,NA,6164416,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1965,2016-08-10
"986","http://vertnet.org/resources/norms.html","Arizona","Pima",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"UAZ 14137","Mammalia",359,"Hitchcock Rec. Area, Mt. Lemmon Hwy, Santa Catalina Mt., Arizona, Pima, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,24,NA,NA,NA,"{""earLengthInMM"":""51"", ""hindfootLengthInMM"":""62"", ""tail"":""370"", ""totalLength"":""730"" }",NA,NA,NA,NA,NA,NA,"297","NATIVE","1965-10-24T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"United States","1262405239","Bassariscus","Bassariscus",2433550,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Procyonidae |  |  | Bassariscus","| United States of America  | Arizona | Pima |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 14137",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852",NA,NA,"US",1262405239,"Animalia",1,"en","2016-03-29T18:16:35.469+0000","2016-08-04T10:11:16.823+0000","2016-03-29T18:16:35.502+0000",32.37806,NA,NA,NA,NA,NA,NA,"Hitchcock Rec. Area, Mt. Lemmon Hwy, Santa Catalina Mt.",NA,NA,NA,-110.68139,NA,"2016-03-23T00:00:00.000+0000",10,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 14137",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","C.E. Blackmore",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-14137",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"FEMALE",NA,"Bassariscus astutus",2433557,"astutus","297",NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"24 October 1965","United States of America  | Arizona | Pima | Hitchcock Rec. Area, Mt. Lemmon Hwy, Santa Catalina Mt.","Ringtail",NA,1965,2016-08-10
"987","http://vertnet.org/resources/norms.html","Texas","McCulloch",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"92707","Mammalia",359,"10 MI SW BRADY, Texas, McCulloch, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,26,NA,NA,NA,"{""totalLengthInMM"":""875"", ""tailLengthInMM"":""435"", ""hindfootLengthInMM"":""52"", ""earLengthInMM"":""39"" }",NA,NA,NA,NA,NA,NA,"360","NATIVE","1965-12-26T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,"TK975524","United States","911723551","Bassariscus","Bassariscus",2433550,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BASSARISCUS","| UNITED STATES | TEXAS | MCCULLOCH CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:92707",NA,NA,NA,"TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911723551,"Animalia",1,"en","2015-02-26T18:20:47.360+0000","2016-08-04T07:52:50.006+0000","2015-02-20T22:05:04.140+0000",NA,NA,NA,NA,NA,NA,NA,"10 MI SW BRADY",NA,NA,NA,NA,NA,"2015-02-20T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:TTU:Mammals:92707",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SO | skin",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","B, H","92","http://portal.vertnet.org/o/ttu/mammals?id=92707",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Bassariscus astutus (Lichtenstein, 1830)",NA,"MALE",NA,"Bassariscus astutus",2433557,"astutus","360",NA,2433557,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"12/26/1965","UNITED STATES | TEXAS | MCCULLOCH CO | 10 MI SW BRADY",NA,NA,1965,2016-08-10
